Batteriespannung;Luftdruck;CO²-Wert;Helligkeit;Luftfeuchtigkeit;Temperatur(Durchschnitt);Gefühlte temperatur;Windgeschwindigkeit;Temperatur(DHT);Temperatur(DHT-KORRIGIERT);Temperatur(BMP)
7,00;1029,02;216,00;112,00;49,00;22,55;31,04;0,00;30,10;22,66;22,45
7,00;1029,02;213,00;112,00;49,00;22,55;31,04;0,00;30,10;22,66;22,45
7,00;1029,05;226,00;112,00;49,00;22,55;31,04;0,00;30,10;22,66;22,44
7,00;1029,04;218,00;112,00;49,00;22,55;31,04;0,00;30,10;22,66;22,45
7,00;1029,07;216,00;112,00;49,00;22,56;31,04;0,00;30,10;22,66;22,45
7,00;1029,12;215,00;112,00;49,00;22,56;31,04;0,00;30,10;22,66;22,45
7,00;1029,07;227,00;112,00;49,00;22,56;31,04;0,00;30,10;22,66;22,45
7,00;1029,10;218,00;112,00;49,00;22,56;31,04;0,00;30,10;22,66;22,46
7,00;1029,00;218,00;112,00;49,00;22,55;31,04;0,00;30,10;22,66;22,44
7,00;1029,03;226,00;112,00;49,00;22,55;31,04;0,00;30,10;22,66;22,44
7,00;1029,03;216,00;112,00;49,00;22,55;31,04;0,00;30,10;22,66;22,44
7,00;1028,98;213,00;112,00;49,00;22,55;31,04;0,00;30,10;22,66;22,43
7,00;1029,00;212,00;112,00;49,00;22,55;31,04;0,00;30,10;22,66;22,44
7,00;1029,25;226,00;112,00;49,00;22,56;31,04;0,00;30,10;22,66;22,45
7,00;1029,06;219,00;112,00;49,00;22,55;31,04;0,00;30,10;22,66;22,44
7,00;1029,05;215,00;112,00;49,00;22,55;31,04;0,00;30,10;22,66;22,45
7,00;1029,04;216,00;112,00;49,00;22,55;31,04;0,00;30,10;22,66;22,44
7,00;1029,01;225,00;112,00;49,00;22,55;31,04;0,00;30,10;22,66;22,44
7,00;1029,09;218,00;112,00;49,00;22,55;31,04;0,00;30,10;22,66;22,44
7,00;1029,06;217,00;112,00;49,00;22,55;31,04;0,00;30,10;22,66;22,45
7,00;1029,02;217,00;112,00;49,00;22,55;31,04;0,00;30,10;22,66;22,43
7,00;1029,09;223,00;112,00;49,00;22,55;31,04;0,00;30,10;22,66;22,45
7,00;1029,27;215,00;112,00;49,00;22,56;31,04;0,00;30,10;22,66;22,45
7,00;1029,08;213,00;112,00;49,00;22,55;31,04;0,00;30,10;22,66;22,44
7,00;1029,08;224,00;112,00;49,00;22,50;30,89;0,00;30,00;22,56;22,45
7,00;1029,12;218,00;112,00;49,00;22,51;30,89;0,00;30,00;22,56;22,46
7,00;1029,13;217,00;112,00;49,00;22,51;30,89;0,00;30,00;22,56;22,45
7,00;1029,08;217,00;112,00;49,00;22,50;30,89;0,00;30,00;22,56;22,44
7,00;1029,08;223,00;113,00;49,00;22,54;31,04;0,00;30,10;22,66;22,43
7,00;1029,07;217,00;113,00;49,00;22,55;31,04;0,00;30,10;22,66;22,43
7,00;1029,09;214,00;112,00;49,00;22,55;31,04;0,00;30,10;22,66;22,44
7,00;1029,06;214,00;113,00;49,00;22,54;31,04;0,00;30,10;22,66;22,43
7,00;1029,06;224,00;113,00;49,00;22,54;31,04;0,00;30,10;22,66;22,43
7,00;1029,13;223,00;113,00;49,00;22,56;31,04;0,00;30,10;22,66;22,45
7,00;1029,04;219,00;113,00;49,00;22,54;31,04;0,00;30,10;22,66;22,43
7,00;1029,11;223,00;113,00;49,00;22,55;31,04;0,00;30,10;22,66;22,45
7,00;1029,08;215,00;113,00;49,00;22,55;31,04;0,00;30,10;22,66;22,44
7,00;1029,08;215,00;113,00;49,00;22,55;31,04;0,00;30,10;22,66;22,44
7,00;1029,07;214,00;113,00;49,00;22,55;31,04;0,00;30,10;22,66;22,44
7,00;1029,11;227,00;113,00;49,00;22,55;31,04;0,00;30,10;22,66;22,44
7,00;1029,02;218,00;113,00;49,00;22,54;31,04;0,00;30,10;22,66;22,43
7,00;1029,09;217,00;113,00;49,00;22,55;31,04;0,00;30,10;22,66;22,44
7,00;1029,12;217,00;113,00;49,00;22,55;31,04;0,00;30,10;22,66;22,44
7,00;1029,11;223,00;113,00;49,00;22,50;30,89;0,00;30,00;22,56;22,45
7,00;1029,05;215,00;113,00;49,00;22,49;30,89;0,00;30,00;22,56;22,43
7,00;1029,15;213,00;113,00;49,00;22,51;30,89;0,00;30,00;22,56;22,45
7,00;1029,02;213,00;113,00;49,00;22,50;30,89;0,00;30,00;22,56;22,43
7,00;1029,07;224,00;113,00;49,00;22,55;31,04;0,00;30,10;22,66;22,45
7,00;1029,06;218,00;113,00;49,00;22,55;31,04;0,00;30,10;22,66;22,44
7,00;1029,02;217,00;113,00;49,00;22,54;31,04;0,00;30,10;22,66;22,43
7,00;1029,05;217,00;113,00;49,00;22,55;31,04;0,00;30,10;22,66;22,45
7,00;1029,11;223,00;113,00;49,00;22,50;30,89;0,00;30,00;22,56;22,45
7,00;1029,15;217,00;113,00;49,00;22,51;30,89;0,00;30,00;22,56;22,45
7,00;1029,13;215,00;113,00;49,00;22,51;30,89;0,00;30,00;22,56;22,45
7,00;1029,05;226,00;113,00;49,00;22,50;30,89;0,00;30,00;22,56;22,44
7,00;1029,05;216,00;113,00;49,00;22,50;30,89;0,00;30,00;22,56;22,44
7,00;1029,07;213,00;113,00;49,00;22,50;30,89;0,00;30,00;22,56;22,44
7,00;1029,07;213,00;113,00;49,00;22,50;30,89;0,00;30,00;22,56;22,44
7,00;1029,11;227,00;113,00;49,00;22,50;30,89;0,00;30,00;22,56;22,45
7,00;1029,08;219,00;113,00;49,00;22,50;30,89;0,00;30,00;22,56;22,44
7,00;1029,02;218,00;113,00;49,00;22,50;30,89;0,00;30,00;22,56;22,43
7,00;1029,03;227,00;113,00;49,00;22,50;30,89;0,00;30,00;22,56;22,43
7,00;1029,07;218,00;113,00;49,00;22,50;30,89;0,00;30,00;22,56;22,44
7,00;1029,07;217,00;113,00;49,00;22,50;30,89;0,00;30,00;22,56;22,44
7,00;1029,15;218,00;113,00;49,00;22,51;30,89;0,00;30,00;22,56;22,45
7,00;1029,05;223,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,11;215,00;113,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1029,02;214,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,07;213,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,08;226,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,09;219,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,05;218,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,43
7,00;1029,08;218,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,13;222,00;113,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1029,05;215,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,43
7,00;1029,08;215,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,43
7,00;1029,08;224,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,06;216,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,07;216,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,02;216,00;113,00;49,10;22,49;30,91;0,00;30,00;22,56;22,42
7,00;1029,07;224,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,07;216,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,05;213,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,43
7,00;1029,09;213,00;113,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1029,02;224,00;113,00;49,10;22,49;30,91;0,00;30,00;22,56;22,43
7,00;1029,06;217,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,05;216,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,09;215,00;113,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1029,08;227,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,02;219,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,43
7,00;1029,08;218,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,02;227,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,43
7,00;1029,04;217,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,23;214,00;113,00;49,10;22,51;30,91;0,00;30,00;22,56;22,46
7,00;1029,03;213,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,00;226,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,43
7,00;1029,03;218,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,02;215,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,43
7,00;1029,07;226,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,05;218,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,12;214,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,08;227,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,04;220,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,06;216,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1028,98;214,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,43
7,00;1029,00;222,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,43
7,00;1029,01;219,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,02;215,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1028,99;225,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,43
7,00;1029,03;219,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,05;216,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,03;217,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,04;226,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,05;221,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,02;218,00;113,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1029,02;224,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1028,98;216,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,43
7,00;1029,12;213,00;113,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1029,01;213,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1028,98;227,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,00;219,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,04;217,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,03;225,00;113,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1029,04;219,00;113,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1029,00;218,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,03;217,00;113,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1028,97;222,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1028,95;216,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1028,95;218,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1028,96;223,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,01;218,00;113,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1028,95;217,00;113,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1028,94;217,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1028,99;227,00;114,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1028,91;217,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1028,97;217,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1028,97;228,00;113,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1028,99;220,00;113,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1029,01;218,00;113,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1028,94;215,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1028,96;222,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,04;218,00;113,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1028,99;216,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,03;224,00;113,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1028,99;216,00;113,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1028,97;215,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,00;216,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1028,95;225,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1028,99;216,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1028,99;215,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,01;225,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,43
7,00;1028,97;216,00;113,00;49,10;22,49;30,91;0,00;30,00;22,56;22,43
7,00;1029,04;215,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,00;216,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1028,98;225,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,01;217,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1028,98;214,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,02;229,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,03;223,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1028,97;217,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,43
7,00;1029,09;222,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,10;218,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,01;217,00;113,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,02;217,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,43
7,00;1028,94;226,00;114,00;49,10;22,49;30,91;0,00;30,00;22,56;22,43
7,00;1029,00;222,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,43
7,00;1029,06;219,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,01;224,00;114,00;49,10;22,49;30,91;0,00;30,00;22,56;22,43
7,00;1028,97;216,00;114,00;49,10;22,49;30,91;0,00;30,00;22,56;22,43
7,00;1028,97;213,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,43
7,00;1029,00;213,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1028,94;227,00;114,00;49,00;22,49;30,89;0,00;30,00;22,56;22,42
7,00;1029,01;219,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,44
7,00;1028,99;216,00;113,00;49,00;22,50;30,89;0,00;30,00;22,56;22,43
7,00;1029,02;227,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,44
7,00;1029,00;220,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,44
7,00;1029,06;217,00;114,00;49,00;22,49;30,89;0,00;30,00;22,56;22,43
7,00;1029,04;215,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,45
7,00;1029,07;225,00;114,00;49,00;22,49;30,89;0,00;30,00;22,56;22,43
7,00;1029,08;215,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,44
7,00;1029,09;217,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,43
7,00;1029,06;226,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,45
7,00;1029,01;219,00;114,00;49,00;22,49;30,89;0,00;30,00;22,56;22,43
7,00;1029,02;218,00;114,00;49,00;22,49;30,89;0,00;30,00;22,56;22,43
7,00;1029,07;216,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,43
7,00;1029,06;222,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,44
7,00;1029,01;217,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,44
7,00;1028,98;214,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,44
7,00;1029,01;227,00;114,00;49,00;22,49;30,89;0,00;30,00;22,56;22,43
7,00;1029,06;219,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,45
7,00;1029,03;217,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,44
7,00;1029,08;217,00;114,00;49,00;22,51;30,89;0,00;30,00;22,56;22,45
7,00;1028,99;224,00;114,00;49,00;22,49;30,89;0,00;30,00;22,56;22,43
7,00;1029,00;216,00;114,00;49,00;22,49;30,89;0,00;30,00;22,56;22,43
7,00;1029,06;214,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,45
7,00;1029,05;224,00;114,00;48,90;22,50;30,88;0,00;30,00;22,56;22,44
7,00;1029,05;218,00;114,00;48,90;22,50;30,88;0,00;30,00;22,56;22,43
7,00;1029,00;215,00;114,00;48,90;22,49;30,88;0,00;30,00;22,56;22,42
7,00;1029,06;216,00;114,00;48,90;22,50;30,88;0,00;30,00;22,56;22,44
7,00;1029,06;225,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,44
7,00;1029,01;217,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,43
7,00;1029,02;215,00;114,00;49,00;22,49;30,89;0,00;30,00;22,56;22,43
7,00;1029,06;227,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,43
7,00;1029,01;217,00;114,00;49,00;22,49;30,89;0,00;30,00;22,56;22,43
7,00;1029,03;214,00;114,00;49,00;22,49;30,89;0,00;30,00;22,56;22,43
7,00;1029,02;213,00;114,00;49,00;22,49;30,89;0,00;30,00;22,56;22,43
7,00;1029,03;227,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,43
7,00;1029,02;220,00;114,00;49,00;22,49;30,89;0,00;30,00;22,56;22,43
7,00;1029,09;216,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,44
7,00;1029,06;217,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,43
7,00;1029,05;225,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,44
7,00;1029,01;216,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,45
7,00;1028,97;213,00;114,00;49,00;22,49;30,89;0,00;30,00;22,56;22,43
7,00;1029,00;214,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,43
7,00;1029,05;227,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,44
7,00;1029,11;220,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,44
7,00;1029,05;218,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,44
7,00;1029,05;228,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,43
7,00;1029,02;217,00;114,00;49,00;22,50;30,89;0,00;30,00;22,56;22,43
7,00;1029,00;215,00;114,00;49,00;22,49;30,89;0,00;30,00;22,56;22,43
7,00;1028,99;227,00;114,00;49,10;22,49;30,91;0,00;30,00;22,56;22,43
7,00;1029,06;217,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,43
7,00;1028,99;214,00;114,00;49,10;22,49;30,91;0,00;30,00;22,56;22,43
7,00;1029,08;213,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1028,99;225,00;114,00;49,10;22,49;30,91;0,00;30,00;22,56;22,42
7,00;1029,01;222,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,43
7,00;1029,02;216,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,43
7,00;1029,16;223,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,10;218,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,06;217,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,08;218,00;114,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1029,09;225,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,05;222,00;114,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1029,03;218,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,01;222,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,11;216,00;114,00;49,10;22,51;30,91;0,00;30,00;22,56;22,46
7,00;1029,01;217,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,03;216,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,02;226,00;114,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1029,02;216,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,05;220,00;114,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1029,03;223,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,05;216,00;114,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1029,03;217,00;114,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1029,07;217,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,02;224,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1028,98;218,00;114,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1029,07;221,00;114,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1029,02;225,00;114,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1028,97;217,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,06;214,00;114,00;49,10;22,51;30,91;0,00;30,00;22,56;22,46
7,00;1029,00;213,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1028,98;227,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1028,97;216,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,05;218,00;114,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1028,98;226,00;114,00;49,20;22,50;30,92;0,00;30,00;22,56;22,44
7,00;1029,02;219,00;114,00;49,20;22,50;30,92;0,00;30,00;22,56;22,45
7,00;1029,02;218,00;114,00;49,20;22,50;30,92;0,00;30,00;22,56;22,45
7,00;1029,02;218,00;114,00;49,20;22,50;30,92;0,00;30,00;22,56;22,45
7,00;1029,00;223,00;114,00;49,20;22,50;30,92;0,00;30,00;22,56;22,44
7,00;1029,04;216,00;114,00;49,20;22,51;30,92;0,00;30,00;22,56;22,45
7,00;1029,08;215,00;114,00;49,20;22,51;30,92;0,00;30,00;22,56;22,45
7,00;1029,09;224,00;114,00;49,20;22,51;30,92;0,00;30,00;22,56;22,46
7,00;1029,09;217,00;114,00;49,20;22,51;30,92;0,00;30,00;22,56;22,46
7,00;1028,99;217,00;114,00;49,20;22,50;30,92;0,00;30,00;22,56;22,44
7,00;1028,97;217,00;114,00;49,20;22,50;30,92;0,00;30,00;22,56;22,44
7,00;1029,04;224,00;114,00;49,20;22,51;30,92;0,00;30,00;22,56;22,46
7,00;1028,99;216,00;114,00;49,20;22,50;30,92;0,00;30,00;22,56;22,45
7,00;1028,97;215,00;114,00;49,20;22,51;30,92;0,00;30,00;22,56;22,45
7,00;1029,00;224,00;114,00;49,20;22,51;30,92;0,00;30,00;22,56;22,45
7,00;1029,04;217,00;114,00;49,20;22,51;30,92;0,00;30,00;22,56;22,46
7,00;1029,01;217,00;114,00;49,20;22,50;30,92;0,00;30,00;22,56;22,45
7,00;1029,02;216,00;114,00;49,20;22,51;30,92;0,00;30,00;22,56;22,45
7,00;1029,04;227,00;114,00;49,20;22,51;30,92;0,00;30,00;22,56;22,45
7,00;1029,03;217,00;114,00;49,20;22,51;30,92;0,00;30,00;22,56;22,45
7,00;1029,02;215,00;114,00;49,20;22,50;30,92;0,00;30,00;22,56;22,45
7,00;1029,03;215,00;114,00;49,20;22,50;30,92;0,00;30,00;22,56;22,44
7,00;1029,04;224,00;114,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1029,02;216,00;114,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1029,07;216,00;114,00;49,10;22,51;30,91;0,00;30,00;22,56;22,46
7,00;1029,04;216,00;114,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1029,06;225,00;114,00;49,20;22,51;30,92;0,00;30,00;22,56;22,46
7,00;1028,97;219,00;114,00;49,20;22,50;30,92;0,00;30,00;22,56;22,45
7,00;1029,06;215,00;114,00;49,20;22,51;30,92;0,00;30,00;22,56;22,45
7,00;1029,06;224,00;114,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1029,03;218,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,00;217,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,06;218,00;114,00;49,10;22,51;30,91;0,00;30,00;22,56;22,46
7,00;1029,08;223,00;114,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1029,04;215,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,43
7,00;1029,03;215,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,02;224,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,07;217,00;114,00;49,10;22,51;30,91;0,00;30,00;22,56;22,45
7,00;1029,01;217,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,43
7,00;1029,04;216,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1028,99;227,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1028,98;217,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1028,97;215,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,43
7,00;1029,02;215,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,43
7,00;1029,08;225,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,00;216,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,00;216,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,05;217,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1028,98;225,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,03;216,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1029,04;215,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,44
7,00;1028,97;226,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
7,00;1029,11;217,00;114,00;49,10;22,50;30,91;0,00;30,00;22,56;22,45
