Batteriespannung;Luftdruck;CO²-Wert;Helligkeit;Luftfeuchtigkeit;Temperatur(Durchschnitt);Gefühlte temperatur;Windgeschwindigkeit;Temperatur(DHT);Temperatur(DHT-KORRIGIERT);Temperatur(BMP)
8,00;1030,93;765,00;1023,00;46,40;23,23;32,25;0,00;31,20;23,76;22,70
8,00;1030,94;747,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,86;759,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,69
8,00;1030,99;764,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,97;766,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1031,01;740,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,95;761,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,98;762,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,97;766,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1031,03;746,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1031,10;760,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1031,01;762,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,92;734,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,94;758,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,90;761,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,90;765,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,98;744,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,94;761,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,94;762,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,98;766,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,97;740,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,92;759,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,97;763,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1031,01;765,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,99;744,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,73
8,00;1030,95;762,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,92;764,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1031,00;759,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,99;746,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,96;758,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1031,01;765,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,73
8,00;1030,98;763,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1031,06;745,00;1023,00;46,40;23,24;32,25;0,00;31,20;23,76;22,72
8,00;1030,99;758,00;1022,00;46,40;23,24;32,25;0,00;31,20;23,76;22,72
8,00;1030,97;759,00;1023,00;46,40;23,24;32,25;0,00;31,20;23,76;22,73
8,00;1030,93;763,00;1023,00;46,40;23,24;32,25;0,00;31,20;23,76;22,73
8,00;1030,94;747,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,73
8,00;1030,96;759,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,99;764,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,73
8,00;1030,97;764,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,73
8,00;1030,97;748,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1030,89;759,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,95;757,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,93;764,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,95;744,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,97;762,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1031,00;762,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1030,98;766,00;1023,00;46,30;23,30;32,39;0,00;31,30;23,86;22,73
8,00;1030,96;744,00;1023,00;46,30;23,24;32,23;0,00;31,20;23,76;22,72
8,00;1030,98;753,00;1023,00;46,30;23,24;32,23;0,00;31,20;23,76;22,73
8,00;1030,95;763,00;1023,00;46,30;23,24;32,23;0,00;31,20;23,76;22,72
8,00;1030,98;763,00;1023,00;46,30;23,24;32,23;0,00;31,20;23,76;22,73
8,00;1030,97;747,00;1023,00;46,40;23,24;32,25;0,00;31,20;23,76;22,73
8,00;1030,94;758,00;1023,00;46,40;23,24;32,25;0,00;31,20;23,76;22,72
8,00;1030,92;766,00;1023,00;46,40;23,24;32,25;0,00;31,20;23,76;22,73
8,00;1030,94;763,00;1023,00;46,40;23,24;32,25;0,00;31,20;23,76;22,72
8,00;1030,94;742,00;1023,00;46,40;23,24;32,25;0,00;31,20;23,76;22,72
8,00;1030,92;758,00;1023,00;46,40;23,24;32,25;0,00;31,20;23,76;22,73
8,00;1030,98;763,00;1023,00;46,40;23,25;32,25;0,00;31,20;23,76;22,73
8,00;1030,95;765,00;1023,00;46,40;23,25;32,25;0,00;31,20;23,76;22,73
8,00;1031,00;746,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,73
8,00;1030,95;760,00;1022,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,97;764,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,98;763,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,95;743,00;1023,00;46,40;23,30;32,40;0,00;31,30;23,86;22,73
8,00;1031,01;757,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,73
8,00;1031,00;765,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,73
8,00;1030,92;763,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,96;745,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,73
8,00;1030,97;760,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,96;765,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1031,00;761,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,73
8,00;1030,97;745,00;1023,00;46,40;23,23;32,25;0,00;31,20;23,76;22,70
8,00;1030,99;754,00;1023,00;46,40;23,24;32,25;0,00;31,20;23,76;22,72
8,00;1030,96;761,00;1023,00;46,40;23,24;32,25;0,00;31,20;23,76;22,72
8,00;1030,95;746,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,99;758,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,99;764,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,94;761,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1031,01;745,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1031,02;759,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1031,01;764,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,91;764,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,98;746,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,97;759,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,97;762,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,98;760,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,95;743,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,98;762,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,95;762,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,96;766,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,94;746,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,98;761,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,89;759,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,98;761,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,99;745,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1031,02;760,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1031,00;764,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,95;763,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,97;746,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,95;754,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,99;763,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,98;764,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,99;747,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1031,05;759,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,96;764,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,97;764,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,97;742,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1031,01;758,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,96;764,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,98;763,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,73
8,00;1031,00;745,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,99;761,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,91;763,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,92;763,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,88;743,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,87;757,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,88;764,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,87;764,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,94;748,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,92;758,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,91;764,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,94;761,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,91;745,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,98;759,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,94;764,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1031,02;764,00;1023,00;46,40;23,30;32,40;0,00;31,30;23,86;22,73
8,00;1030,98;747,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,95;759,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,97;758,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,98;763,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1031,01;744,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,98;761,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,94;763,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,94;765,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,96;744,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,95;752,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1031,01;757,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,93;743,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,98;761,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,98;764,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,96;763,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,93;745,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,91;759,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,96;760,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,89;762,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,97;747,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,92;758,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1031,05;765,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,91;763,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,98;748,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1031,00;756,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,99;761,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,92;766,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,92;745,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,96;761,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,96;762,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,97;767,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,97;744,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,94;754,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,89;764,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,93;762,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,94;745,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,97;758,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,91;765,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,95;764,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,95;741,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,97;761,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,95;761,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,94;766,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,83;746,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,90;761,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,94;762,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,96;759,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,93;745,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,95;758,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1031,11;765,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,97;763,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,94;746,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,87;760,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,92;762,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,93;760,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,99;743,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,96;761,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1031,00;762,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,97;765,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1031,01;745,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,73
8,00;1030,92;758,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,89;758,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,96;765,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,93;746,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,96;759,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,98;764,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,90;765,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,96;746,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,98;756,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,94;762,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1031,01;739,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,73
8,00;1030,95;758,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,71
8,00;1030,96;763,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,90;763,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,95;745,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,95;759,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,97;759,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,96;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,92;747,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,99;759,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,00;764,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,02;764,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,93;746,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,02;753,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,99;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,93;743,00;1023,00;46,40;23,28;32,40;0,00;31,30;23,86;22,70
8,00;1030,96;761,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1031,02;763,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,93;765,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,93;745,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,93;755,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,98;762,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1030,98;765,00;1023,00;46,30;23,30;32,39;0,00;31,30;23,86;22,73
8,00;1030,97;747,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,94;761,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,96;762,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,95;767,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,05;747,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,95;756,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,98;762,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1031,02;765,00;1023,00;46,30;23,30;32,39;0,00;31,30;23,86;22,73
8,00;1030,98;745,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,97;761,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,95;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,96;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,02;742,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,98;760,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,97;762,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,89;766,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,00;746,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,95;760,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,98;762,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,01;759,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,00;744,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,97;759,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,00;765,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,94;763,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,93;746,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1031,00;759,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,95;758,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,99;765,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,03;746,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,96;760,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,99;764,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,94;766,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,98;747,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,01;761,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,99;758,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,01;764,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,92;744,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,02;760,00;1022,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,97;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,98;764,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,97;741,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,93;756,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,97;760,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,99;765,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,96;745,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,98;762,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,97;762,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,94;765,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,05;742,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,97;758,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,96;763,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,98;766,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,97;747,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,98;760,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,96;764,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,93;766,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,99;740,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,98;760,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,94;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,00;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,99;746,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,90;759,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,97;765,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,95;761,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,91;745,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,95;760,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,97;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,97;766,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,97;746,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,99;762,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,01;760,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,98;761,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,99;745,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,91;759,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,96;765,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,94;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,94;747,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,93;761,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,92;758,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,94;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,91;745,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
