BME280_Temperature;BME280_Humidity;BME280_Airpressure;BMP180_Temperature;BMP180_Airpressure;DHT_Temperature;DHT_HEAT_INDEX;DHT_Humidity;RTC_Temperature;TOTAL_Temperature;TOTAL_Airpressure;TOTAL_Humidity;Brightness;Loudness
49,82;16,86;1005,04;44,33;1002,61;43,00;54,27;37,00;43,00;45,04;1003,83;26,93;4,00;60,00
49,90;16,83;1005,07;44,38;1002,60;43,00;54,27;37,00;43,00;45,07;1003,84;26,91;3,00;59,00
49,83;16,78;1005,07;44,38;1002,65;43,00;54,27;37,00;43,00;45,05;1003,86;26,89;3,00;60,00
49,68;16,76;1005,06;44,29;1002,62;43,00;54,27;37,00;43,00;44,99;1003,84;26,88;4,00;60,00
49,61;16,76;1005,03;44,26;1002,53;43,00;54,19;36,90;43,00;44,97;1003,78;26,83;4,00;59,00
49,58;16,72;1005,07;44,26;1002,49;43,00;54,19;36,90;43,00;44,96;1003,78;26,81;3,00;59,00
49,60;16,80;1005,04;44,29;1002,48;43,00;54,04;36,70;43,00;44,97;1003,76;26,75;4,00;60,00
49,55;16,90;1005,06;44,30;1002,50;43,00;54,04;36,70;43,00;44,96;1003,78;26,80;4,00;59,00
49,50;17,01;1005,03;44,27;1002,60;43,00;54,04;36,70;43,00;44,94;1003,82;26,86;3,00;60,00
49,50;17,11;1005,09;44,29;1002,59;43,00;54,04;36,70;43,00;44,95;1003,84;26,90;3,00;59,00
49,39;17,17;1005,07;44,27;1002,66;42,90;53,77;36,70;43,00;44,89;1003,87;26,93;4,00;60,00
49,36;17,22;1005,04;44,21;1002,65;42,90;53,77;36,70;43,00;44,87;1003,85;26,96;3,00;58,00
49,23;17,28;1005,08;44,12;1002,66;42,90;53,92;36,90;43,00;44,81;1003,87;27,09;3,00;60,00
49,18;17,32;1005,08;44,10;1002,71;42,90;53,92;36,90;42,25;44,61;1003,89;27,11;3,00;60,00
49,14;17,36;1005,09;44,01;1002,77;42,80;53,79;37,10;42,25;44,55;1003,93;27,23;3,00;59,00
49,07;17,38;1005,10;44,11;1003,02;42,80;53,79;37,10;42,25;44,56;1004,06;27,24;4,00;59,00
49,02;17,39;1005,08;44,07;1002,98;42,80;53,87;37,20;42,25;44,54;1004,03;27,29;4,00;60,00
48,99;17,38;1005,08;44,05;1002,93;42,80;53,87;37,20;42,25;44,52;1004,00;27,29;4,00;60,00
48,93;17,36;1005,02;44,03;1003,00;42,70;53,59;37,20;42,25;44,48;1004,01;27,28;3,00;59,00
48,91;17,31;1005,08;43,98;1002,98;42,70;53,59;37,20;42,25;44,46;1004,03;27,26;4,00;59,00
48,92;17,28;1005,05;43,99;1002,88;42,60;53,32;37,20;42,25;44,44;1003,97;27,24;4,00;59,00
48,84;17,20;1005,03;43,94;1002,89;42,60;53,32;37,20;42,25;44,41;1003,96;27,20;3,00;59,00
48,81;17,14;1005,01;43,95;1002,88;42,50;52,98;37,10;42,25;44,38;1003,95;27,12;4,00;60,00
48,76;17,18;1005,10;43,93;1002,93;42,50;52,98;37,10;42,25;44,36;1004,02;27,14;3,00;59,00
48,81;17,17;1005,01;43,99;1002,84;42,50;52,83;36,90;42,25;44,39;1003,92;27,03;4,00;60,00
48,73;17,15;1005,05;43,91;1002,87;42,50;52,83;36,90;42,25;44,35;1003,96;27,03;3,00;59,00
48,76;17,14;1005,03;43,93;1002,85;42,40;52,57;36,90;42,25;44,34;1003,94;27,02;3,00;59,00
48,78;17,15;1005,09;43,94;1002,82;42,40;52,57;36,90;42,25;44,34;1003,95;27,03;3,00;60,00
48,75;17,18;1004,98;43,95;1002,78;42,30;52,37;37,00;42,25;44,31;1003,88;27,09;3,00;59,00
48,68;17,20;1005,06;43,88;1002,79;42,30;52,37;37,00;42,25;44,28;1003,92;27,10;4,00;60,00
48,60;17,23;1005,05;43,57;1002,07;42,20;52,10;37,00;42,25;44,16;1003,56;27,12;4,00;59,00
48,61;17,48;1005,04;43,81;1002,28;42,20;52,10;37,00;42,25;44,22;1003,66;27,24;15,00;59,00
48,32;17,68;1005,03;44,14;1003,17;42,20;52,10;37,00;42,25;44,23;1004,10;27,34;15,00;59,00
48,10;18,01;1004,99;43,89;1003,17;42,20;52,10;37,00;42,25;44,11;1004,08;27,50;13,00;59,00
47,94;18,04;1004,93;43,82;1003,16;42,00;51,92;37,50;42,25;44,00;1004,04;27,77;14,00;59,00
47,80;18,58;1004,96;43,74;1003,15;42,00;51,92;37,50;42,25;43,95;1004,05;28,04;13,00;59,00
47,70;18,76;1004,97;43,63;1003,13;41,90;51,85;37,80;42,25;43,87;1004,05;28,28;6,00;60,00
47,54;18,93;1004,98;43,14;1002,26;41,90;51,85;37,80;42,25;43,71;1003,62;28,37;3,00;59,00
47,52;19,15;1005,07;43,06;1001,84;41,80;51,92;38,30;42,25;43,66;1003,45;28,72;3,00;59,00
47,38;19,72;1005,01;43,20;1001,93;41,80;51,92;38,30;42,25;43,66;1003,47;29,01;3,00;59,00
47,40;20,55;1005,04;43,35;1002,06;41,70;51,93;38,70;42,25;43,67;1003,55;29,62;3,00;60,00
47,24;20,29;1004,99;43,32;1001,94;41,70;51,93;38,70;42,25;43,63;1003,47;29,50;4,00;60,00
47,04;19,81;1004,97;43,30;1002,01;41,70;52,41;39,40;42,25;43,57;1003,49;29,61;3,00;59,00
47,10;20,03;1004,98;43,39;1001,92;41,70;52,41;39,40;42,25;43,61;1003,45;29,71;3,00;60,00
46,98;19,68;1005,05;43,43;1001,94;41,60;52,54;40,00;42,25;43,57;1003,49;29,84;3,00;60,00
46,88;20,25;1004,99;43,42;1002,04;41,60;52,54;40,00;42,25;43,54;1003,51;30,13;3,00;59,00
46,87;20,31;1005,04;43,51;1002,11;41,50;52,06;39,70;42,25;43,53;1003,58;30,01;3,00;59,00
46,70;20,15;1004,97;43,99;1003,14;41,50;52,06;39,70;42,25;43,61;1004,05;29,93;4,00;60,00
46,73;19,72;1005,02;43,28;1001,86;41,50;52,13;39,80;42,25;43,44;1003,44;29,76;4,00;60,00
46,74;19,23;1004,97;43,89;1003,17;41,50;52,13;39,80;42,25;43,59;1004,07;29,52;5,00;59,00
46,83;19,50;1004,96;43,96;1003,24;41,40;51,39;39,10;42,25;43,61;1004,10;29,30;5,00;59,00
46,69;19,04;1005,06;43,15;1001,62;41,40;51,39;39,10;42,25;43,37;1003,34;29,07;3,00;59,00
46,83;18,95;1004,92;43,96;1003,15;41,30;50,85;38,70;42,25;43,58;1004,04;28,83;3,00;60,00
46,74;18,95;1004,99;43,94;1003,13;41,30;50,85;38,70;42,25;43,56;1004,06;28,82;3,00;60,00
46,73;18,94;1004,96;43,97;1003,18;41,30;50,60;38,30;42,25;43,56;1004,07;28,62;3,00;60,00
46,71;18,91;1004,97;44,01;1003,13;41,30;50,60;38,30;42,25;43,57;1004,05;28,61;4,00;59,00
46,72;18,85;1004,98;44,07;1003,15;41,30;50,47;38,10;42,25;43,58;1004,06;28,48;4,00;59,00
46,66;18,79;1004,97;44,03;1003,16;41,30;50,47;38,10;42,25;43,56;1004,07;28,45;3,00;59,00
46,65;18,76;1004,95;44,00;1003,16;41,20;50,21;38,10;42,25;43,52;1004,05;28,43;3,00;60,00
46,65;18,77;1004,96;44,06;1003,17;41,20;50,21;38,10;42,25;43,54;1004,06;28,43;3,00;59,00
46,56;18,82;1004,97;44,04;1003,16;41,20;50,08;37,90;42,25;43,51;1004,07;28,36;4,00;59,00
46,52;18,84;1004,97;43,99;1003,25;41,20;50,08;37,90;42,25;43,49;1004,11;28,37;3,00;59,00
46,54;18,85;1004,93;44,04;1003,15;41,20;50,02;37,80;42,25;43,51;1004,04;28,32;4,00;60,00
46,50;18,84;1004,94;44,05;1003,18;41,20;50,02;37,80;42,25;43,50;1004,06;28,32;3,00;59,00
46,54;18,92;1004,96;44,06;1003,12;41,10;49,76;37,80;41,25;43,24;1004,04;28,36;3,00;60,00
46,52;18,90;1004,95;44,08;1003,12;41,10;49,76;37,80;41,25;43,24;1004,04;28,35;4,00;59,00
46,53;18,96;1004,96;44,14;1003,18;41,10;49,76;37,80;41,25;43,25;1004,07;28,38;3,00;60,00
46,55;19,00;1004,95;44,17;1003,16;41,10;49,76;37,80;41,25;43,27;1004,06;28,40;3,00;60,00
46,60;18,99;1004,96;44,22;1003,29;41,00;49,57;37,90;41,25;43,27;1004,12;28,44;3,00;60,00
46,61;19,03;1004,95;44,25;1003,13;41,00;49,57;37,90;41,25;43,28;1004,04;28,46;3,00;60,00
46,53;19,13;1004,93;44,24;1003,17;40,90;49,43;38,10;41,25;43,23;1004,05;28,61;4,00;59,00
46,52;19,20;1004,88;44,23;1003,13;40,90;49,43;38,10;41,25;43,22;1004,01;28,65;3,00;59,00
46,55;19,14;1004,94;44,27;1003,17;40,90;49,56;38,30;41,25;43,24;1004,05;28,72;3,00;59,00
46,55;19,05;1004,94;44,29;1003,17;40,90;49,56;38,30;41,25;43,25;1004,05;28,67;3,00;59,00
46,53;19,01;1004,95;44,27;1003,17;40,90;49,62;38,40;41,25;43,24;1004,06;28,71;3,00;60,00
46,57;18,99;1004,93;44,30;1003,16;40,90;49,62;38,40;41,25;43,26;1004,05;28,69;4,00;60,00
46,58;19,00;1004,96;44,33;1003,16;40,80;49,30;38,30;41,25;43,24;1004,06;28,65;3,00;59,00
46,45;19,16;1004,96;44,21;1003,14;40,80;49,30;38,30;41,25;43,18;1004,05;28,73;3,00;59,00
46,51;19,15;1004,94;44,24;1003,19;40,80;49,30;38,30;41,25;43,20;1004,06;28,73;3,00;60,00
46,52;19,19;1004,89;44,34;1003,22;40,80;49,30;38,30;41,25;43,23;1004,05;28,74;3,00;59,00
46,52;19,17;1004,98;44,38;1003,17;40,80;49,36;38,40;41,25;43,24;1004,07;28,79;3,00;60,00
46,54;19,17;1004,89;44,41;1003,15;40,80;49,36;38,40;41,25;43,25;1004,02;28,78;4,00;59,00
46,53;19,12;1004,96;44,40;1003,13;40,80;49,42;38,50;41,25;43,25;1004,04;28,81;3,00;60,00
46,50;19,13;1004,93;44,34;1003,15;40,80;49,42;38,50;41,25;43,22;1004,04;28,81;4,00;59,00
46,53;19,13;1004,95;44,39;1003,10;40,70;49,17;38,50;41,25;43,22;1004,02;28,81;3,00;60,00
46,55;19,09;1004,91;44,42;1003,15;40,70;49,17;38,50;41,25;43,23;1004,03;28,80;4,00;59,00
46,58;19,05;1004,95;44,47;1003,14;40,70;49,17;38,50;41,25;43,25;1004,05;28,77;3,00;60,00
46,59;19,00;1004,92;44,48;1003,16;40,70;49,17;38,50;41,25;43,25;1004,04;28,75;3,00;60,00
46,58;19,01;1004,94;44,51;1003,23;40,70;49,17;38,50;41,25;43,26;1004,09;28,76;3,00;59,00
46,62;19,03;1004,96;44,54;1003,18;40,70;49,17;38,50;41,25;43,28;1004,07;28,76;4,00;60,00
46,64;19,05;1004,94;44,58;1003,20;40,70;49,10;38,40;41,25;43,29;1004,07;28,73;4,00;60,00
46,70;19,09;1005,04;44,61;1003,16;40,70;49,10;38,40;41,25;43,32;1004,10;28,74;3,00;60,00
46,63;19,10;1004,93;44,56;1003,17;40,70;49,17;38,50;41,25;43,29;1004,05;28,80;3,00;60,00
46,71;19,10;1004,96;44,55;1003,15;40,70;49,17;38,50;41,25;43,30;1004,05;28,80;3,00;60,00
46,73;19,15;1004,98;44,58;1003,16;40,70;49,29;38,70;41,25;43,32;1004,07;28,92;3,00;59,00
46,67;19,17;1004,94;44,58;1003,20;40,70;49,29;38,70;41,25;43,30;1004,07;28,93;4,00;59,00
46,68;19,16;1004,92;44,57;1003,15;40,70;49,29;38,70;41,25;43,30;1004,03;28,93;3,00;60,00
46,70;19,15;1004,99;44,61;1003,14;40,70;49,29;38,70;41,25;43,32;1004,06;28,92;3,00;59,00
46,65;19,19;1004,91;44,61;1003,20;40,70;49,41;38,90;41,25;43,30;1004,06;29,05;3,00;60,00
46,59;19,23;1004,91;44,58;1003,16;40,70;49,41;38,90;41,25;43,28;1004,04;29,06;3,00;59,00
46,51;19,25;1004,95;44,48;1003,20;40,70;49,41;38,90;41,25;43,24;1004,07;29,07;3,00;59,00
46,63;19,21;1004,92;44,58;1003,18;40,70;49,41;38,90;41,25;43,29;1004,05;29,06;3,00;60,00
46,63;19,30;1004,93;44,62;1003,33;40,70;49,41;38,90;41,25;43,30;1004,13;29,10;4,00;60,00
46,63;19,36;1004,96;44,64;1003,19;40,70;49,41;38,90;41,25;43,31;1004,08;29,13;3,00;60,00
46,62;19,33;1004,92;44,65;1003,18;40,70;49,41;38,90;41,25;43,31;1004,05;29,12;3,00;60,00
46,58;19,36;1004,95;44,64;1003,22;40,70;49,41;38,90;41,25;43,29;1004,08;29,13;3,00;60,00
46,65;19,32;1004,98;44,67;1003,15;40,70;49,41;38,90;41,25;43,32;1004,07;29,11;3,00;60,00
46,63;19,24;1004,97;44,72;1003,21;40,70;49,41;38,90;41,25;43,33;1004,09;29,07;3,00;59,00
46,65;19,19;1004,99;44,72;1003,16;40,70;49,41;38,90;41,25;43,33;1004,07;29,05;4,00;60,00
46,68;19,16;1004,95;44,78;1003,21;40,70;49,41;38,90;41,25;43,35;1004,08;29,03;4,00;60,00
46,70;19,14;1004,97;44,81;1003,17;40,70;49,35;38,80;41,25;43,37;1004,07;28,97;3,00;60,00
46,68;19,09;1004,94;44,82;1003,20;40,70;49,35;38,80;41,25;43,36;1004,07;28,94;3,00;59,00
46,68;19,03;1004,99;44,82;1003,17;40,70;49,29;38,70;41,25;43,36;1004,08;28,86;3,00;59,00
46,60;18,94;1004,96;44,73;1003,14;40,70;49,29;38,70;41,25;43,32;1004,05;28,82;3,00;60,00
46,53;18,99;1005,00;44,70;1003,15;40,70;49,23;38,60;41,25;43,29;1004,08;28,79;3,00;60,00
46,51;18,99;1004,89;44,66;1003,20;40,70;49,23;38,60;41,25;43,28;1004,05;28,79;3,00;60,00
46,61;18,98;1004,94;44,75;1003,18;40,70;49,17;38,50;41,75;43,45;1004,06;28,74;3,00;60,00
46,65;19,03;1004,95;44,77;1003,14;40,70;49,17;38,50;41,75;43,47;1004,05;28,76;3,00;60,00
46,68;19,11;1005,00;44,79;1003,16;40,70;49,17;38,50;41,75;43,48;1004,08;28,81;3,00;59,00
46,70;19,19;1004,95;44,81;1003,34;40,70;49,17;38,50;41,75;43,49;1004,14;28,85;3,00;59,00
46,73;19,36;1004,97;44,84;1003,21;40,70;49,23;38,60;41,75;43,50;1004,09;28,98;3,00;60,00
46,75;19,31;1005,02;44,85;1003,21;40,70;49,23;38,60;41,75;43,51;1004,11;28,96;3,00;60,00
46,79;19,30;1004,93;44,87;1003,21;40,70;49,35;38,80;41,75;43,53;1004,07;29,05;3,00;60,00
46,80;19,30;1004,96;44,92;1003,28;40,70;49,35;38,80;41,75;43,54;1004,12;29,05;3,00;59,00
46,82;19,35;1004,95;44,94;1003,19;40,70;49,47;39,00;41,75;43,55;1004,07;29,18;3,00;60,00
46,84;19,37;1004,92;44,98;1003,19;40,70;49,47;39,00;41,75;43,57;1004,06;29,18;3,00;60,00
46,85;19,27;1004,96;45,00;1003,15;40,70;49,53;39,10;41,75;43,58;1004,05;29,19;3,00;60,00
46,87;19,21;1005,01;45,02;1003,17;40,70;49,53;39,10;41,75;43,58;1004,09;29,16;4,00;59,00
46,88;19,23;1004,94;45,03;1003,16;40,70;49,59;39,20;41,75;43,59;1004,05;29,21;3,00;60,00
46,90;19,23;1004,97;45,07;1003,18;40,70;49,59;39,20;41,75;43,61;1004,07;29,21;3,00;60,00
46,87;19,19;1004,96;45,06;1003,17;40,70;49,53;39,10;41,75;43,59;1004,07;29,14;3,00;60,00
46,92;19,18;1004,94;45,11;1003,15;40,70;49,53;39,10;41,75;43,62;1004,05;29,14;3,00;59,00
46,94;19,12;1005,02;45,14;1003,21;40,80;49,73;39,00;41,75;43,66;1004,12;29,06;3,00;60,00
46,97;19,08;1004,97;45,18;1003,22;40,80;49,73;39,00;41,75;43,68;1004,10;29,04;3,00;60,00
46,97;19,08;1004,99;45,20;1003,17;40,80;49,67;38,90;41,75;43,68;1004,08;28,99;3,00;60,00
46,86;19,14;1005,01;45,13;1003,19;40,80;49,67;38,90;41,75;43,63;1004,10;29,02;3,00;59,00
46,86;19,17;1004,95;45,12;1003,17;40,80;49,67;38,90;41,75;43,63;1004,06;29,03;3,00;60,00
46,94;19,17;1004,94;45,20;1003,16;40,80;49,67;38,90;41,75;43,67;1004,05;29,03;3,00;60,00
46,99;19,16;1004,97;45,25;1003,17;40,80;49,67;38,90;41,75;43,70;1004,07;29,03;3,00;59,00
47,01;19,21;1005,03;45,30;1003,18;40,80;49,67;38,90;41,75;43,71;1004,11;29,05;3,00;59,00
47,03;19,28;1004,99;45,31;1003,15;40,80;49,67;38,90;41,75;43,72;1004,07;29,09;4,00;59,00
47,06;19,36;1005,04;45,33;1003,24;40,80;49,67;38,90;41,75;43,73;1004,14;29,13;3,00;59,00
47,09;19,38;1005,02;45,33;1003,20;40,90;49,99;39,00;41,75;43,77;1004,11;29,19;3,00;59,00
47,10;19,38;1005,02;45,30;1003,21;40,90;49,99;39,00;41,75;43,76;1004,12;29,19;4,00;60,00
47,13;19,40;1004,99;45,30;1003,20;40,90;50,12;39,20;41,75;43,77;1004,09;29,30;3,00;60,00
47,16;19,49;1005,00;45,34;1003,20;40,90;50,12;39,20;41,75;43,79;1004,10;29,34;3,00;60,00
47,16;19,56;1005,01;45,30;1003,20;40,90;50,18;39,30;41,75;43,78;1004,10;29,43;3,00;60,00
47,11;19,66;1005,01;45,22;1003,22;40,90;50,18;39,30;41,75;43,74;1004,12;29,48;3,00;59,00
47,18;19,68;1005,01;45,25;1003,16;41,00;50,57;39,50;41,75;43,80;1004,09;29,59;3,00;60,00
47,24;19,67;1004,98;45,32;1003,19;41,00;50,57;39,50;41,75;43,83;1004,09;29,58;3,00;59,00
47,20;19,56;1005,01;45,30;1003,18;41,00;50,57;39,50;41,75;43,81;1004,09;29,53;3,00;59,00
47,11;19,54;1005,02;45,24;1003,19;41,00;50,57;39,50;41,75;43,77;1004,11;29,52;3,00;60,00
