BME280_Temperature;BME280_Humidity;BME280_Airpressure;BMP180_Temperature;BMP180_Airpressure;DHT_Temperature;DHT_HEAT_INDEX;DHT_Humidity;RTC_Temperature;TOTAL_Temperature;TOTAL_Airpressure;TOTAL_Humidity;Brightness;Loudness
31,27;41,74;962,03;29,75;960,48;31,00;33,12;52,50;30,00;30,51;961,26;47,12;37,00;60,00
31,27;41,76;962,00;29,75;960,46;31,00;33,12;52,50;30,00;30,50;961,23;47,13;37,00;60,00
31,28;41,75;962,01;29,77;960,51;31,10;33,28;52,40;30,00;30,54;961,26;47,07;37,00;60,00
31,28;41,76;962,04;29,77;960,51;31,10;33,28;52,40;30,00;30,54;961,28;47,08;38,00;61,00
31,28;41,75;962,02;29,75;960,48;31,00;33,10;52,40;30,00;30,51;961,25;47,07;37,00;60,00
31,28;41,73;962,04;29,76;960,45;31,00;33,10;52,40;30,00;30,51;961,25;47,07;37,00;60,00
31,29;41,74;961,99;29,78;960,50;31,10;33,28;52,40;30,00;30,54;961,25;47,07;37,00;60,00
31,29;41,74;962,03;29,77;960,44;31,10;33,28;52,40;30,00;30,54;961,23;47,07;38,00;61,00
31,29;41,72;962,01;29,77;960,41;31,10;33,28;52,40;30,00;30,54;961,21;47,06;38,00;60,00
31,30;41,71;961,99;29,78;960,45;31,10;33,28;52,40;30,00;30,54;961,22;47,06;38,00;60,00
31,30;41,71;962,01;29,79;960,46;31,10;33,28;52,40;30,00;30,55;961,24;47,06;37,00;60,00
31,31;41,70;962,03;29,79;960,46;31,10;33,28;52,40;30,00;30,55;961,24;47,05;37,00;60,00
31,31;41,70;962,01;29,79;960,41;31,10;33,28;52,40;30,00;30,55;961,21;47,05;37,00;60,00
31,31;41,71;962,00;29,81;960,48;31,10;33,28;52,40;30,00;30,55;961,24;47,06;37,00;60,00
31,31;41,69;962,02;29,79;960,52;31,10;33,28;52,40;30,00;30,55;961,27;47,05;37,00;60,00
31,31;41,66;961,99;29,77;960,46;31,10;33,28;52,40;30,00;30,55;961,22;47,03;36,00;60,00
31,31;41,67;962,02;29,78;960,47;31,10;33,28;52,40;30,00;30,55;961,24;47,03;37,00;60,00
31,30;41,79;961,98;29,79;960,48;31,10;33,28;52,40;30,00;30,55;961,23;47,10;37,00;60,00
31,30;42,43;962,00;29,78;960,42;31,10;33,28;52,40;30,00;30,55;961,21;47,41;37,00;59,00
31,29;42,79;962,02;29,78;960,45;31,10;33,28;52,40;30,00;30,54;961,24;47,60;37,00;60,00
31,29;42,92;962,02;29,77;960,42;31,10;33,28;52,40;30,00;30,54;961,22;47,66;37,00;60,00
31,29;42,87;961,98;29,77;960,46;31,10;33,28;52,40;30,00;30,54;961,22;47,64;37,00;60,00
31,29;42,69;961,99;29,79;960,48;31,10;33,30;52,50;30,00;30,54;961,24;47,59;37,00;60,00
31,30;42,59;962,02;29,79;960,46;31,10;33,30;52,50;30,00;30,55;961,24;47,54;37,00;60,00
31,31;42,53;961,98;29,79;960,48;31,10;33,37;52,80;30,00;30,55;961,23;47,67;37,00;60,00
31,31;42,39;962,01;29,79;960,43;31,10;33,37;52,80;30,00;30,55;961,22;47,60;37,00;60,00
31,31;42,32;962,01;29,79;960,38;31,10;33,41;53,00;30,00;30,55;961,19;47,66;38,00;60,00
31,31;42,21;962,01;29,80;960,47;31,10;33,41;53,00;30,00;30,55;961,24;47,61;37,00;60,00
31,31;42,19;962,01;29,80;960,46;31,10;33,41;53,00;30,00;30,55;961,24;47,60;38,00;60,00
31,31;42,36;961,97;29,79;960,43;31,10;33,41;53,00;30,00;30,55;961,20;47,68;37,00;60,00
31,31;42,52;962,04;29,80;960,38;31,10;33,39;52,90;30,00;30,55;961,21;47,71;37,00;60,00
31,32;42,69;962,02;29,80;960,43;31,10;33,39;52,90;30,00;30,56;961,22;47,80;37,00;60,00
31,31;42,59;962,00;29,81;960,42;31,10;33,39;52,90;30,00;30,56;961,21;47,74;37,00;60,00
31,32;42,44;962,01;29,82;960,39;31,10;33,39;52,90;30,00;30,56;961,20;47,67;37,00;60,00
31,33;42,35;962,00;29,82;960,44;31,10;33,41;53,00;30,00;30,56;961,22;47,68;37,00;60,00
31,32;42,21;961,96;29,81;960,42;31,10;33,41;53,00;30,00;30,56;961,19;47,61;37,00;59,00
31,33;42,14;961,96;29,83;960,39;31,10;33,39;52,90;30,00;30,56;961,18;47,52;37,00;60,00
31,33;42,09;961,94;29,84;960,40;31,10;33,39;52,90;30,00;30,57;961,17;47,49;37,00;60,00
31,33;42,04;961,98;29,85;960,41;31,10;33,37;52,80;30,00;30,57;961,19;47,42;37,00;60,00
31,34;41,96;962,01;29,84;960,38;31,10;33,37;52,80;30,00;30,57;961,19;47,38;37,00;60,00
