BME280_Temperature;BME280_Humidity;BME280_Airpressure;BMP180_Temperature;BMP180_Airpressure;DHT_Temperature;DHT_HEAT_INDEX;DHT_Humidity;RTC_Temperature;TOTAL_Temperature;TOTAL_Airpressure;TOTAL_Humidity;Brightness;Loudness
26,96;50,75;96,26;26,01;96,02;26,50;27,70;64,00;26,75;26,55;96,14;57,37;81,00;61,00
26,97;50,64;96,26;26,01;96,02;26,50;27,70;64,00;26,75;26,56;96,14;57,32;81,00;60,00
26,98;50,57;96,26;26,02;96,01;26,50;27,69;63,80;26,75;26,56;96,13;57,19;82,00;60,00
26,99;50,48;96,26;26,03;96,02;26,50;27,69;63,80;26,75;26,57;96,14;57,14;81,00;60,00
27,00;50,42;96,26;26,04;96,02;26,50;27,68;63,70;26,75;26,57;96,14;57,06;81,00;60,00
27,01;50,35;96,26;26,04;96,02;26,50;27,68;63,70;26,75;26,58;96,14;57,03;81,00;60,00
27,01;50,26;96,26;26,04;96,03;26,50;27,67;63,60;26,75;26,58;96,15;56,93;82,00;60,00
27,02;50,22;96,26;26,06;96,03;26,50;27,67;63,60;26,75;26,58;96,14;56,91;82,00;60,00
27,03;50,17;96,26;26,05;96,02;26,50;27,67;63,60;26,75;26,58;96,14;56,89;81,00;60,00
27,03;50,10;96,26;26,06;96,02;26,50;27,67;63,60;26,75;26,58;96,14;56,85;81,00;60,00
27,04;50,04;96,26;26,07;96,02;26,50;27,67;63,50;26,75;26,59;96,14;56,77;81,00;60,00
27,04;49,97;96,26;26,07;96,02;26,50;27,67;63,50;26,75;26,59;96,14;56,74;80,00;60,00
27,05;49,94;96,26;26,08;96,02;26,60;27,80;63,50;26,75;26,62;96,14;56,72;81,00;60,00
27,05;49,88;96,25;26,09;96,02;26,60;27,80;63,50;26,75;26,62;96,14;56,69;81,00;59,00
27,06;49,84;96,26;26,09;96,02;26,60;27,79;63,40;26,75;26,63;96,14;56,62;81,00;60,00
27,07;49,80;96,26;26,10;96,02;26,60;27,79;63,40;26,75;26,63;96,14;56,60;81,00;61,00
27,08;49,76;96,26;26,10;96,02;26,60;27,79;63,40;27,25;26,76;96,14;56,58;81,00;60,00
27,08;49,71;96,26;26,11;96,02;26,60;27,79;63,40;27,25;26,76;96,14;56,55;81,00;60,00
27,08;49,70;96,25;26,12;96,02;26,60;27,79;63,30;27,25;26,76;96,14;56,50;82,00;60,00
27,09;49,66;96,26;26,13;96,02;26,60;27,79;63,30;27,25;26,77;96,14;56,48;76,00;60,00
27,10;49,62;96,26;26,13;96,03;26,60;27,79;63,30;27,25;26,77;96,14;56,46;81,00;60,00
27,10;49,58;96,25;26,13;96,02;26,60;27,79;63,30;27,25;26,77;96,14;56,44;81,00;60,00
27,11;49,54;96,26;26,13;96,02;26,60;27,78;63,20;27,25;26,77;96,14;56,37;81,00;60,00
27,11;49,52;96,25;26,16;96,03;26,60;27,78;63,20;27,25;26,78;96,14;56,36;81,00;60,00
27,12;49,50;96,25;26,16;96,02;26,60;27,78;63,20;27,25;26,78;96,14;56,35;81,00;60,00
27,12;49,46;96,26;26,16;96,02;26,60;27,78;63,20;27,25;26,78;96,14;56,33;81,00;60,00
27,13;49,44;96,26;26,16;96,02;26,60;27,78;63,20;27,25;26,78;96,14;56,32;81,00;60,00
27,13;49,42;96,26;26,17;96,02;26,60;27,78;63,20;27,25;26,79;96,14;56,31;81,00;60,00
27,14;49,40;96,25;26,19;96,03;26,70;27,90;63,10;27,25;26,82;96,14;56,25;81,00;60,00
27,14;49,36;96,26;26,20;96,03;26,70;27,90;63,10;27,25;26,82;96,14;56,23;81,00;60,00
27,15;49,31;96,26;26,19;96,02;26,70;27,90;63,10;27,25;26,82;96,14;56,21;80,00;61,00
27,15;49,29;96,26;26,19;96,02;26,70;27,90;63,10;27,25;26,82;96,14;56,20;82,00;60,00
27,16;49,27;96,26;26,21;96,02;26,70;27,90;63,00;27,25;26,83;96,14;56,13;81,00;60,00
27,17;49,31;96,26;26,22;96,03;26,70;27,90;63,00;27,25;26,84;96,14;56,16;81,00;60,00
27,17;49,34;96,26;26,22;96,02;26,70;27,90;63,00;27,25;26,83;96,14;56,17;81,00;59,00
27,18;49,33;96,25;26,22;96,02;26,70;27,90;63,00;27,25;26,84;96,14;56,16;80,00;60,00
27,18;49,41;96,26;26,24;96,03;26,70;27,90;63,00;27,25;26,84;96,14;56,20;82,00;60,00
27,19;49,53;96,26;26,25;96,03;26,70;27,90;63,00;27,25;26,85;96,14;56,26;81,00;60,00
27,21;49,53;96,26;26,24;96,02;26,70;27,89;62,90;27,25;26,85;96,14;56,22;7,00;60,00
27,22;49,48;96,26;26,24;96,02;26,70;27,89;62,90;27,25;26,85;96,14;56,19;5,00;61,00
27,23;49,42;96,25;26,24;96,02;26,80;28,02;62,90;27,25;26,88;96,13;56,16;4,00;61,00
27,24;49,37;96,26;26,26;96,02;26,80;28,02;62,90;27,25;26,89;96,14;56,13;4,00;60,00
27,24;49,31;96,26;26,26;96,02;26,80;28,02;62,90;27,25;26,89;96,14;56,11;4,00;61,00
27,25;49,24;96,26;26,28;96,02;26,80;28,02;62,90;27,25;26,90;96,14;56,07;3,00;61,00
27,25;49,18;96,26;26,27;96,02;26,80;28,02;62,90;27,25;26,89;96,14;56,04;3,00;60,00
27,26;49,11;96,26;26,28;96,02;26,80;28,02;62,90;27,25;26,90;96,14;56,01;3,00;60,00
27,27;49,08;96,26;26,29;96,02;26,80;28,02;62,90;27,25;26,90;96,14;55,99;3,00;60,00
27,27;49,03;96,26;26,29;96,02;26,80;28,02;62,90;27,25;26,90;96,14;55,97;3,00;61,00
27,28;49,00;96,26;26,30;96,02;26,80;28,02;62,80;27,25;26,91;96,14;55,90;3,00;60,00
27,28;48,96;96,26;26,30;96,02;26,80;28,02;62,80;27,25;26,91;96,14;55,88;3,00;61,00
27,29;48,92;96,26;26,30;96,02;26,80;28,02;62,80;27,25;26,91;96,14;55,86;3,00;61,00
27,29;48,88;96,26;26,32;96,02;26,80;28,02;62,80;27,25;26,92;96,14;55,84;3,00;60,00
27,30;48,84;96,26;26,32;96,02;26,80;28,01;62,70;27,25;26,92;96,14;55,77;3,00;61,00
27,30;48,82;96,26;26,33;96,02;26,80;28,01;62,70;27,25;26,92;96,14;55,76;3,00;61,00
27,31;48,81;96,26;26,33;96,02;26,80;28,01;62,70;27,25;26,92;96,14;55,76;3,00;60,00
27,31;48,79;96,26;26,34;96,02;26,80;28,01;62,70;27,25;26,92;96,14;55,75;3,00;61,00
27,32;48,77;96,27;26,35;96,02;26,90;28,14;62,60;27,25;26,96;96,14;55,68;3,00;61,00
27,33;48,74;96,26;26,34;96,02;26,90;28,14;62,60;27,25;26,95;96,14;55,67;3,00;61,00
27,34;48,71;96,26;26,36;96,02;26,90;28,14;62,60;27,25;26,96;96,14;55,66;3,00;60,00
27,34;48,73;96,26;26,36;96,02;26,90;28,14;62,60;27,25;26,96;96,14;55,66;3,00;60,00
27,35;48,71;96,26;26,36;96,02;26,90;28,13;62,50;27,25;26,97;96,14;55,60;3,00;61,00
27,35;48,68;96,27;26,38;96,02;26,90;28,13;62,50;27,25;26,97;96,14;55,59;3,00;60,00
27,35;48,67;96,26;26,39;96,02;26,90;28,13;62,50;27,25;26,97;96,14;55,59;3,00;61,00
27,36;48,63;96,26;26,40;96,03;26,90;28,13;62,50;27,25;26,98;96,14;55,56;3,00;60,00
27,37;48,59;96,26;26,39;96,02;26,90;28,13;62,50;27,25;26,98;96,14;55,55;3,00;61,00
27,37;48,56;96,26;26,40;96,02;26,90;28,13;62,50;27,25;26,98;96,14;55,53;3,00;61,00
27,38;48,54;96,26;26,39;96,02;26,90;28,13;62,50;27,25;26,98;96,14;55,52;3,00;60,00
27,38;48,52;96,26;26,41;96,02;26,90;28,13;62,50;27,75;27,11;96,14;55,51;3,00;60,00
27,39;48,51;96,26;26,42;96,02;26,90;28,12;62,40;27,75;27,11;96,14;55,45;3,00;61,00
27,40;48,50;96,26;26,41;96,02;26,90;28,12;62,40;27,75;27,11;96,14;55,45;3,00;60,00
27,40;48,49;96,26;26,43;96,02;26,90;28,12;62,40;27,75;27,12;96,14;55,44;3,00;60,00
27,41;48,47;96,26;26,44;96,03;26,90;28,12;62,40;27,75;27,13;96,15;55,44;3,00;60,00
27,41;48,45;96,27;26,42;96,02;27,00;28,26;62,40;27,75;27,15;96,14;55,43;3,00;60,00
27,42;48,41;96,26;26,45;96,03;27,00;28,26;62,40;27,75;27,16;96,14;55,40;3,00;60,00
27,42;48,38;96,26;26,44;96,02;27,00;28,25;62,30;27,75;27,15;96,14;55,34;3,00;60,00
27,43;48,37;96,26;26,46;96,02;27,00;28,25;62,30;27,75;27,16;96,14;55,33;3,00;60,00
27,43;48,34;96,26;26,44;96,02;27,00;28,25;62,30;27,75;27,16;96,14;55,32;3,00;61,00
27,43;48,33;96,26;26,46;96,03;27,00;28,25;62,30;27,75;27,16;96,14;55,32;3,00;61,00
27,44;48,32;96,26;26,47;96,02;27,00;28,25;62,30;27,75;27,17;96,14;55,31;3,00;61,00
27,45;48,30;96,26;26,47;96,02;27,00;28,25;62,30;27,75;27,17;96,14;55,30;3,00;61,00
27,46;48,29;96,26;26,48;96,02;27,00;28,24;62,20;27,75;27,17;96,14;55,24;3,00;60,00
27,46;48,31;96,26;26,49;96,02;27,00;28,24;62,20;27,75;27,18;96,14;55,26;3,00;60,00
27,46;48,32;96,26;26,49;96,02;27,00;28,23;62,10;27,75;27,18;96,14;55,21;3,00;60,00
27,47;48,34;96,26;26,50;96,02;27,00;28,23;62,10;27,75;27,18;96,14;55,22;3,00;61,00
27,48;48,36;96,26;26,50;96,03;27,00;28,23;62,10;27,75;27,18;96,14;55,23;3,00;61,00
27,48;48,38;96,26;26,50;96,02;27,00;28,23;62,10;27,75;27,18;96,14;55,24;3,00;61,00
27,49;48,39;96,26;26,52;96,03;27,00;28,23;62,10;27,75;27,19;96,14;55,25;3,00;61,00
27,50;48,37;96,26;26,52;96,02;27,00;28,23;62,10;27,75;27,19;96,14;55,24;3,00;60,00
27,50;48,35;96,26;26,54;96,03;27,10;28,37;62,10;27,75;27,22;96,15;55,23;3,00;60,00
27,50;48,31;96,25;26,54;96,02;27,10;28,37;62,10;27,75;27,22;96,14;55,20;3,00;61,00
27,50;48,26;96,26;26,54;96,02;27,10;28,37;62,10;27,75;27,22;96,14;55,18;3,00;60,00
27,51;48,21;96,26;26,56;96,02;27,10;28,37;62,10;27,75;27,23;96,14;55,15;3,00;60,00
27,52;48,15;96,26;26,55;96,02;27,10;28,37;62,10;27,75;27,23;96,14;55,12;3,00;61,00
27,53;48,08;96,26;26,56;96,02;27,10;28,37;62,10;27,75;27,23;96,14;55,09;3,00;61,00
27,54;48,05;96,26;26,56;96,02;27,10;28,36;62,00;27,75;27,24;96,14;55,03;3,00;61,00
27,54;48,01;96,26;26,57;96,02;27,10;28,36;62,00;27,75;27,24;96,14;55,00;3,00;61,00
27,55;47,97;96,26;26,57;96,02;27,10;28,36;62,00;27,75;27,24;96,14;54,99;3,00;60,00
27,56;47,95;96,26;26,58;96,02;27,10;28,36;62,00;27,75;27,25;96,14;54,98;3,00;61,00
27,56;47,94;96,26;26,59;96,02;27,10;28,36;62,00;27,75;27,25;96,14;54,97;3,00;60,00
27,57;47,91;96,26;26,60;96,03;27,10;28,36;62,00;27,75;27,25;96,14;54,95;3,00;60,00
27,58;47,88;96,26;26,60;96,03;27,10;28,35;61,90;27,75;27,26;96,14;54,89;4,00;60,00
