Value;Average;W_val;W_avg
8409366;1029933;0;0
8409381;1036267;0;0
8409372;1042590;0;0
8409384;1048903;0;0
8409367;1055205;0;0
8409381;1061496;0;0
8409371;1067776;0;0
8409369;1074045;0;0
8409366;1080304;0;0
8409359;1086552;0;0
8409358;1092790;0;0
8409346;1099017;0;0
8409355;1105233;0;0
8409366;1111439;0;0
8409329;1117634;0;0
8409361;1123819;0;0
8409358;1129993;0;0
8409360;1136156;0;0
8409359;1142310;0;0
8409372;1148453;0;0
8409381;1154585;0;0
8409381;1160707;0;0
8409377;1166819;0;0
8409372;1172921;0;0
8409370;1179012;0;0
8409352;1185093;0;0
8409358;1191164;0;0
8409368;1197225;0;0
8409360;1203275;0;0
8409365;1209315;0;0
8409352;1215345;0;0
8409368;1221366;0;0
8409370;1227376;0;0
8409372;1233376;0;0
8409358;1239366;0;0
8409372;1245346;0;0
8409375;1251316;0;0
8409364;1257276;0;0
8409366;1263226;0;0
8409359;1269166;0;0
8409362;1275096;0;0
8409348;1281017;0;0
8409347;1286928;0;0
8409356;1292829;0;0
8409346;1298720;0;0
8409348;1304601;0;0
8409354;1310473;0;0
8409356;1316335;0;0
8409348;1322187;0;0
8409350;1328030;0;0
8409354;1333863;0;0
8409361;1339686;0;0
8409366;1345500;0;0
8409351;1351305;0;0
8409358;1357099;0;0
8409372;1362885;0;0
8409365;1368661;0;0
8409363;1374427;0;0
8409344;1380184;0;0
8409367;1385931;0;0
8409370;1391669;0;0
8409366;1397398;0;0
8409370;1403117;0;0
8409369;1408828;0;0
8409366;1414528;0;0
8409352;1420220;0;0
8409357;1425902;0;0
8409357;1431575;0;0
8409357;1437239;0;0
8409360;1442893;0;0
8409356;1448539;0;0
8409364;1454175;0;0
8409356;1459802;0;0
8409360;1465420;0;0
8409360;1471029;0;0
8409361;1476629;0;0
8409352;1482220;0;0
8409354;1487802;0;0
8409364;1493375;0;0
8409363;1498939;0;0
8409358;1504494;0;0
8409365;1510040;0;0
8409373;1515577;0;0
8409361;1521106;0;0
8409349;1526625;0;0
8409353;1532136;0;0
8409351;1537637;0;0
8409366;1543130;0;0
8409365;1548614;0;0
8409350;1554090;0;0
8409355;1559557;0;0
8409353;1565015;0;0
8409364;1570464;0;0
8409357;1575905;0;0
8409339;1581337;0;0
8409360;1586760;0;0
8409360;1592175;0;0
8409343;1597581;0;0
8409351;1602979;0;0
8409359;1608368;0;0
8409345;1613748;0;0
8409351;1619120;0;0
8409364;1624484;0;0
8409354;1629839;0;0
8409351;1635185;0;0
8409343;1640524;0;0
8409354;1645853;0;0
8409361;1651175;0;0
8409349;1656488;0;0
8409360;1661792;0;0
8409364;1667089;0;0
8409348;1672377;0;0
8409359;1677657;0;0
8409363;1682928;0;0
8409354;1688191;0;0
8409365;1693446;0;0
8409344;1698693;0;0
8409353;1703932;0;0
8409339;1709162;0;0
8409345;1714384;0;0
8409354;1719599;0;0
8409340;1724805;0;0
8409350;1730003;0;0
8409352;1735192;0;0
8409346;1740374;0;0
8409344;1745548;0;0
8409346;1750714;0;0
8409352;1755871;0;0
8409347;1761021;0;0
8409352;1766163;0;0
8409353;1771297;0;0
8409341;1776423;0;0
8409344;1781541;0;0
8409345;1786651;0;0
8409342;1791753;0;0
8409346;1796847;0;0
8409346;1801934;0;0
8409360;1807013;0;0
8409341;1812084;0;0
8409349;1817147;0;0
8409358;1822202;0;0
8409322;1827250;0;0
8409323;1832290;0;0
8409324;1837322;0;0
8409307;1842346;0;0
8409319;1847363;0;0
8409304;1852372;0;0
8409303;1857374;0;0
8409289;1862367;0;0
8409286;1867354;0;0
8409293;1872332;0;0
8409305;1877303;0;0
8409320;1882267;0;0
8409329;1887223;0;0
8409357;1892171;0;0
8409357;1897112;0;0
8409343;1902046;0;0
8409335;1906972;0;0
8409340;1911891;0;0
8409335;1916802;0;0
8409343;1921705;0;0
8409336;1926602;0;0
8409335;1931491;0;0
8409344;1936372;0;0
8409349;1941247;0;0
8409346;1946113;0;0
8409354;1950973;0;0
8409347;1955825;0;0
8409341;1960670;0;0
8409357;1965508;0;0
8409354;1970338;0;0
8409329;1975162;0;0
8409334;1979978;0;0
8409324;1984786;0;0
8409332;1989588;0;0
8409336;1994382;0;0
8409341;1999170;0;0
8409327;2003950;0;0
8409342;2008723;0;0
8409345;2013489;1;0
8409737;2018248;1;0
8409552;2023000;1;0
8409387;2027745;0;0
8409345;2032482;0;0
8409337;2037213;0;0
8409330;2041936;0;0
8409336;2046653;0;0
8409333;2051363;0;0
8409323;2056065;0;0
8409323;2060761;0;0
8409330;2065450;0;0
8409333;2070131;0;0
8409334;2074806;0;0
8409319;2079474;0;0
8409321;2084136;0;0
8409329;2088790;0;0
8409319;2093437;0;0
8409310;2098078;0;0
8409311;2102712;0;0
8409317;2107339;0;0
8409310;2111959;0;0
8409309;2116572;0;0
8409310;2121179;0;0
8409314;2125779;0;0
8409306;2130372;0;0
8409307;2134959;0;0
8409308;2139539;0;0
8409316;2144112;0;0
8409303;2148678;0;0
8409310;2153238;0;0
8409297;2157791;0;0
8409315;2162338;0;0
8409306;2166878;0;0
8409312;2171411;0;0
8409301;2175938;0;0
8409303;2180458;0;0
8409302;2184972;0;0
8409300;2189479;0;0
8409305;2193979;0;0
8409296;2198473;0;0
8409312;2202961;0;0
8409313;2207442;0;0
8409329;2211917;0;0
8409325;2216385;0;0
8409334;2220847;0;0
8409329;2225302;0;0
8409335;2229751;0;0
8409333;2234194;0;0
8409326;2238630;0;0
8409327;2243060;0;0
8409318;2247483;0;0
8409326;2251900;0;0
8409335;2256311;0;0
8409322;2260715;0;0
8409324;2265114;0;0
8409319;2269505;0;0
8409328;2273891;0;0
8409314;2278270;0;0
8409310;2282643;0;0
8409309;2287010;0;0
8409305;2291371;0;0
8409295;2295725;0;0
8409307;2300073;0;0
8409303;2304415;0;0
8409304;2308751;0;0
8409282;2313081;0;0
8409284;2317404;0;0
8409298;2321722;0;0
8409294;2326033;0;0
8409278;2330338;0;0
8409288;2334638;0;0
8409293;2338931;0;0
8409297;2343218;0;0
8409298;2347499;0;0
8409295;2351773;0;0
8409298;2356042;0;0
8409301;2360305;0;0
8409298;2364562;0;0
8409296;2368813;0;0
8409294;2373058;0;0
8409302;2377297;0;0
8409292;2381530;0;0
8409311;2385757;0;0
8409302;2389978;0;0
8409303;2394193;0;0
8409300;2398402;0;0
8409300;2402606;0;0
8409299;2406803;0;0
8409299;2410995;0;0
8409306;2415181;0;0
8409298;2419361;0;0
8409299;2423535;0;0
8409299;2427703;0;0
8409302;2431866;0;0
8409286;2436023;0;0
8409281;2440174;0;0
8409282;2444319;0;0
8409301;2448458;0;0
8409289;2452592;0;0
8409294;2456720;0;0
8409283;2460842;0;0
8409279;2464959;0;0
8409274;2469070;0;0
8409276;2473175;0;0
8409276;2477275;0;0
8409269;2481368;0;0
8409277;2485457;0;0
8409282;2489539;0;0
8409267;2493616;0;0
8409267;2497687;0;0
8409261;2501753;0;0
8409277;2505813;0;0
8409278;2509868;0;0
8409287;2513917;0;0
8409283;2517960;0;0
8409285;2521998;0;0
8409273;2526031;0;0
8409273;2530058;0;0
8409272;2534079;0;0
8409278;2538095;0;0
8409278;2542105;0;0
8409280;2546110;0;0
8409280;2550109;0;0
8409285;2554103;0;0
8409273;2558092;0;0
8409285;2562075;0;0
8409274;2566053;0;0
8409291;2570025;0;0
8409280;2573992;0;0
8409285;2577953;0;0
8409288;2581910;0;0
8409301;2585860;0;0
8409288;2589806;0;0
8409279;2593746;0;0
8409283;2597681;0;0
8409291;2601610;0;0
8409290;2605534;0;0
8409285;2609453;0;0
8409285;2613366;0;0
8409278;2617275;0;0
8409280;2621178;0;0
8409283;2625075;0;0
8409275;2628968;0;0
8409269;2632855;0;0
8409277;2636737;0;0
8409274;2640614;0;0
8409273;2644485;0;0
8409267;2648352;0;0
8409255;2652213;0;0
8409268;2656069;0;0
8409269;2659920;0;0
8409254;2663766;0;0
8409265;2667606;0;0
8409256;2671442;0;0
8409271;2675272;0;0
8409284;2679097;0;0
8409289;2682917;0;0
8409276;2686732;0;0
8409280;2690542;0;0
8409271;2694347;0;0
8409271;2698147;0;0
8409278;2701942;0;0
8409285;2705731;0;0
8409275;2709516;0;0
8409267;2713296;0;0
8409276;2717070;0;0
8409272;2720840;0;0
8409275;2724605;0;0
8409252;2728365;0;0
8409318;2732119;0;0
8409273;2735869;0;0
8409282;2739614;0;0
8409271;2743354;0;0
8409275;2747089;0;0
8409277;2750819;0;0
8409284;2754544;0;0
8409287;2758264;0;0
8409282;2761979;0;0
8409289;2765690;0;0
8409295;2769395;0;0
8409285;2773096;0;0
8409277;2776792;0;0
8409269;2780483;0;0
8409257;2784169;0;0
8409269;2787851;0;0
8409290;2791527;0;0
8409274;2795199;0;0
8409268;2798866;0;0
8409269;2802528;0;0
8409266;4511;0;0
8409269;9990;0;0
8409264;15461;0;0
8409254;20926;0;0
8409258;26384;0;0
8409262;31834;0;0
8409256;37278;0;0
8409260;42714;0;0
8409261;48143;0;0
8409258;53566;0;0
8409265;58981;0;0
8409288;64389;0;0
8409277;69790;0;0
8409276;75184;0;0
8409275;80572;0;0
8409261;85952;0;0
8409273;91325;0;0
8409275;96692;0;0
8409273;102051;0;0
8409288;107404;0;0
8409271;112750;0;0
8409274;118088;0;0
8409286;123420;0;0
8409278;128745;0;0
8409272;134064;0;0
8409269;139375;0;0
8409270;144680;0;0
8409253;149978;0;0
8409268;155269;0;0
8409265;160553;0;0
8409253;165830;0;0
8409256;171101;0;0
8409254;176365;0;0
8409243;181622;0;0
8409244;186873;0;0
8409246;192117;0;0
8409251;197354;0;0
8409245;202584;0;0
8409249;207808;0;0
8409241;213025;0;0
8409241;218236;0;0
8409258;223440;0;0
8409247;228637;0;0
8409240;233828;0;0
8409249;239012;0;0
8409242;244190;0;0
8409241;249361;1;0
8409251;254525;0;0
8409731;259684;1;0
8409640;264835;-14;0
8388607;269967;-36;0
8408967;275105;-7;0
8394645;280228;0;0
8409184;285354;0;0
8409134;290472;0;0
8409119;295585;0;0