BME280_Temperature;BME280_Humidity;BME280_Airpressure;BMP180_Temperature;BMP180_Airpressure;DHT_Temperature;DHT_HEAT_INDEX;DHT_Humidity;RTC_Temperature;TOTAL_Temperature;TOTAL_Airpressure;TOTAL_Humidity;Brightness;Loudness;MQ2;MQ135
27,79;53,21;95,75;26,79;95,51;27,20;28,98;67,60;27,25;27,26;95,63;60,41;98,00;60,00;2,00;3,00
27,79;53,17;95,75;26,78;95,51;27,20;28,98;67,60;27,25;27,25;95,63;60,38;98,00;60,00;2,00;3,00
27,79;53,13;95,75;26,77;95,51;27,20;28,97;67,50;27,25;27,25;95,63;60,32;98,00;60,00;2,00;3,00
27,79;53,08;95,75;26,77;95,51;27,20;28,97;67,50;27,25;27,25;95,63;60,29;98,00;60,00;2,00;3,00
27,79;53,06;95,75;26,77;95,51;27,20;28,96;67,40;27,25;27,25;95,63;60,23;98,00;60,00;2,00;3,00
27,80;53,03;95,75;26,77;95,51;27,20;28,96;67,40;27,25;27,26;95,63;60,22;98,00;60,00;2,00;3,00
27,81;53,02;95,75;26,79;95,52;27,20;28,96;67,40;27,25;27,26;95,64;60,21;98,00;60,00;2,00;3,00
27,81;53,02;95,76;26,81;95,51;27,20;28,96;67,40;27,25;27,27;95,63;60,21;98,00;60,00;2,00;3,00
27,81;53,00;95,76;26,77;95,51;27,20;28,95;67,30;27,25;27,26;95,63;60,15;98,00;60,00;2,00;3,00
27,76;53,01;95,75;26,66;95,51;27,20;28,95;67,30;27,25;27,22;95,63;60,15;98,00;60,00;2,00;3,00
27,77;53,03;95,75;26,67;95,52;27,20;28,94;67,20;27,25;27,22;95,63;60,12;98,00;60,00;2,00;3,00
27,77;53,03;95,76;26,67;95,51;27,20;28,94;67,20;27,25;27,22;95,63;60,12;98,00;60,00;2,00;3,00
27,80;53,02;95,75;26,69;95,51;27,20;28,94;67,20;27,25;27,24;95,63;60,11;98,00;60,00;2,00;3,00
27,80;53,02;95,75;26,70;95,50;27,20;28,94;67,20;27,25;27,24;95,63;60,11;98,00;60,00;2,00;3,00
27,79;53,03;95,76;26,69;95,51;27,20;28,93;67,10;27,25;27,23;95,63;60,07;98,00;60,00;2,00;3,00
27,80;53,07;95,76;26,69;95,51;27,20;28,93;67,10;27,25;27,24;95,63;60,08;98,00;60,00;2,00;3,00
27,77;53,12;95,76;26,66;95,51;27,20;28,93;67,10;27,25;27,22;95,63;60,11;98,00;60,00;2,00;3,00
27,78;53,18;95,75;26,66;95,51;27,20;28,93;67,10;27,25;27,22;95,63;60,14;98,00;60,00;2,00;3,00
27,79;53,19;95,76;26,66;95,51;27,30;29,10;67,10;27,25;27,25;95,64;60,15;98,00;60,00;2,00;3,00
27,79;53,20;95,75;26,69;95,52;27,30;29,10;67,10;27,25;27,26;95,64;60,15;98,00;60,00;2,00;3,00
27,78;53,20;95,75;26,69;95,51;27,30;29,10;67,20;27,25;27,25;95,63;60,20;98,00;60,00;2,00;3,00
27,78;53,17;95,76;26,69;95,51;27,30;29,10;67,20;27,25;27,25;95,63;60,18;98,00;60,00;2,00;3,00
27,79;53,12;95,76;26,69;95,52;27,30;29,10;67,10;27,25;27,26;95,64;60,11;98,00;60,00;2,00;3,00
27,78;53,09;95,76;26,68;95,51;27,30;29,10;67,10;27,25;27,25;95,63;60,09;98,00;60,00;2,00;3,00
27,78;53,07;95,75;26,67;95,51;27,30;29,10;67,10;27,25;27,25;95,63;60,08;98,00;60,00;2,00;3,00
27,79;53,04;95,76;26,70;95,51;27,30;29,10;67,10;27,25;27,26;95,63;60,07;98,00;60,00;2,00;3,00
27,80;53,02;95,76;26,71;95,52;27,30;29,10;67,10;27,25;27,27;95,64;60,06;98,00;60,00;2,00;3,00
27,80;52,98;95,76;26,71;95,51;27,30;29,10;67,10;27,25;27,26;95,63;60,04;98,00;60,00;2,00;3,00
27,81;52,96;95,75;26,73;95,51;27,30;29,10;67,10;27,25;27,27;95,63;60,03;98,00;60,00;2,00;3,00
27,81;52,95;95,76;26,74;95,51;27,30;29,10;67,10;27,25;27,27;95,63;60,02;98,00;60,00;2,00;3,00
27,81;52,95;95,75;26,73;95,51;27,30;29,09;67,00;27,25;27,27;95,63;59,97;98,00;60,00;2,00;3,00
27,81;52,89;95,75;26,73;95,51;27,30;29,09;67,00;27,25;27,27;95,63;59,94;98,00;60,00;2,00;3,00
27,81;52,87;95,76;26,73;95,51;27,30;29,09;67,00;27,25;27,27;95,63;59,93;98,00;60,00;2,00;3,00
27,82;52,83;95,75;26,74;95,52;27,30;29,09;67,00;27,25;27,28;95,64;59,92;98,00;60,00;2,00;3,00
27,81;52,80;95,75;26,74;95,51;27,30;29,09;67,00;27,25;27,27;95,63;59,90;98,00;60,00;2,00;3,00
27,81;52,77;95,76;26,73;95,51;27,30;29,09;67,00;27,25;27,27;95,63;59,88;98,00;60,00;2,00;3,00
27,81;52,75;95,76;26,73;95,51;27,30;29,08;66,90;27,25;27,27;95,63;59,83;98,00;60,00;2,00;3,00
27,81;52,74;95,75;26,74;95,52;27,30;29,08;66,90;27,25;27,27;95,64;59,82;98,00;60,00;2,00;3,00
27,80;52,74;95,75;26,72;95,51;27,30;29,08;66,90;27,25;27,27;95,63;59,82;98,00;60,00;2,00;3,00
27,80;52,73;95,75;26,73;95,51;27,30;29,08;66,90;27,25;27,27;95,63;59,82;98,00;60,00;2,00;3,00
27,81;52,73;95,76;26,73;95,51;27,30;29,07;66,80;27,25;27,27;95,63;59,77;98,00;60,00;2,00;3,00
27,80;52,73;95,75;26,75;95,51;27,30;29,07;66,80;27,50;27,34;95,63;59,77;98,00;60,00;2,00;3,00
27,81;52,73;95,75;26,74;95,51;27,30;29,07;66,80;27,50;27,34;95,63;59,77;98,00;60,00;2,00;3,00
27,81;52,73;95,75;26,74;95,51;27,30;29,07;66,80;27,50;27,34;95,63;59,77;98,00;60,00;2,00;3,00
27,80;52,73;95,76;26,74;95,52;27,30;29,07;66,80;27,50;27,34;95,64;59,77;98,00;60,00;2,00;3,00
27,80;52,71;95,76;26,74;95,51;27,30;29,07;66,80;27,50;27,33;95,63;59,75;98,00;60,00;2,00;3,00
27,80;52,72;95,76;26,74;95,51;27,30;29,07;66,80;27,50;27,33;95,63;59,76;98,00;60,00;2,00;3,00
27,79;52,71;95,76;26,73;95,51;27,30;29,07;66,80;27,50;27,33;95,63;59,75;98,00;60,00;2,00;3,00
27,78;52,71;95,75;26,73;95,51;27,30;29,06;66,70;27,50;27,33;95,63;59,70;98,00;60,00;2,00;3,00
27,77;52,71;95,75;26,71;95,51;27,30;29,06;66,70;27,50;27,32;95,63;59,70;98,00;60,00;2,00;3,00
27,78;52,71;95,76;26,70;95,51;27,30;29,06;66,70;27,50;27,32;95,63;59,70;98,00;60,00;2,00;3,00
27,76;52,74;95,76;26,69;95,51;27,30;29,06;66,70;27,50;27,31;95,64;59,72;98,00;60,00;2,00;3,00
27,77;52,75;95,75;26,69;95,51;27,30;29,06;66,70;27,50;27,31;95,63;59,73;98,00;60,00;2,00;3,00
27,78;52,75;95,76;26,69;95,50;27,30;29,06;66,70;27,50;27,32;95,63;59,73;98,00;60,00;2,00;3,00
27,77;52,76;95,75;26,70;95,51;27,30;29,06;66,70;27,50;27,32;95,63;59,73;98,00;60,00;2,00;3,00
27,77;52,77;95,76;26,69;95,51;27,30;29,06;66,70;27,50;27,32;95,63;59,74;98,00;60,00;2,00;3,00
27,77;52,79;95,76;26,69;95,51;27,30;29,06;66,70;27,50;27,32;95,63;59,75;98,00;60,00;2,00;3,00
27,78;52,78;95,76;26,70;95,51;27,30;29,06;66,70;27,50;27,32;95,63;59,74;98,00;60,00;2,00;3,00
27,77;52,77;95,76;26,70;95,51;27,30;29,06;66,70;27,50;27,32;95,63;59,74;98,00;60,00;2,00;3,00
27,76;52,76;95,76;26,69;95,51;27,30;29,06;66,70;27,50;27,31;95,63;59,73;98,00;60,00;2,00;3,00
27,77;52,77;95,76;26,69;95,51;27,30;29,07;66,80;27,50;27,32;95,63;59,79;98,00;60,00;2,00;3,00
27,77;52,77;95,75;26,68;95,51;27,30;29,07;66,80;27,50;27,31;95,63;59,79;98,00;60,00;2,00;3,00
27,78;52,77;95,75;26,70;95,51;27,20;28,91;66,80;27,50;27,29;95,63;59,79;98,00;60,00;2,00;3,00
27,78;52,77;95,75;26,69;95,51;27,20;28,91;66,80;27,50;27,29;95,63;59,79;98,00;60,00;2,00;3,00
27,78;52,77;95,76;26,71;95,52;27,20;28,91;66,80;27,50;27,30;95,64;59,79;98,00;60,00;2,00;3,00
27,79;52,77;95,76;26,70;95,51;27,20;28,91;66,80;27,50;27,30;95,63;59,79;98,00;60,00;2,00;3,00
27,79;52,79;95,75;26,70;95,51;27,20;28,91;66,80;27,50;27,30;95,63;59,79;98,00;60,00;2,00;3,00
27,80;52,78;95,75;26,70;95,51;27,20;28,91;66,80;27,50;27,30;95,63;59,79;98,00;60,00;2,00;3,00
27,81;52,74;95,75;26,71;95,51;27,20;28,92;66,90;27,50;27,31;95,63;59,82;98,00;60,00;2,00;3,00
27,81;52,73;95,75;26,73;95,51;27,20;28,92;66,90;27,50;27,31;95,63;59,82;98,00;60,00;2,00;3,00
27,81;52,72;95,75;26,74;95,51;27,20;28,92;66,90;27,50;27,31;95,63;59,81;98,00;60,00;2,00;3,00
27,82;52,70;95,75;26,74;95,51;27,20;28,92;66,90;27,50;27,31;95,63;59,80;98,00;60,00;2,00;3,00
27,83;52,69;95,75;26,74;95,51;27,20;28,92;66,90;27,50;27,32;95,63;59,79;98,00;60,00;2,00;3,00
27,82;52,72;95,75;26,73;95,51;27,20;28,92;66,90;27,50;27,31;95,63;59,81;98,00;60,00;2,00;3,00
27,82;52,81;95,75;26,70;95,51;27,20;28,92;66,90;27,50;27,30;95,63;59,86;98,00;60,00;2,00;3,00
27,84;52,83;95,75;26,73;95,51;27,20;28,92;66,90;27,50;27,32;95,63;59,86;98,00;60,00;2,00;3,00
27,85;52,85;95,75;26,76;95,51;27,20;28,93;67,00;27,50;27,33;95,63;59,92;98,00;60,00;2,00;3,00
27,84;52,86;95,76;26,74;95,51;27,20;28,93;67,00;27,50;27,32;95,63;59,93;98,00;60,00;2,00;3,00
27,86;52,85;95,75;26,77;95,51;27,20;28,93;67,10;27,50;27,33;95,63;59,97;98,00;60,00;2,00;3,00
27,86;52,85;95,75;26,76;95,50;27,20;28,93;67,10;27,50;27,33;95,63;59,98;98,00;60,00;2,00;3,00
27,87;52,81;95,75;26,78;95,51;27,20;28,93;67,10;27,50;27,34;95,63;59,95;98,00;60,00;2,00;3,00
27,88;52,79;95,76;26,80;95,51;27,20;28,93;67,10;27,50;27,34;95,63;59,94;98,00;60,00;2,00;3,00
27,88;52,77;95,75;26,79;95,50;27,20;28,94;67,20;27,50;27,34;95,63;59,99;98,00;60,00;2,00;3,00
27,88;52,76;95,75;26,80;95,51;27,20;28,94;67,20;27,50;27,34;95,63;59,98;98,00;60,00;2,00;3,00
27,89;52,75;95,75;26,79;95,51;27,20;28,94;67,20;27,50;27,35;95,63;59,98;98,00;60,00;2,00;3,00
27,89;52,73;95,76;26,81;95,51;27,20;28,94;67,20;27,50;27,35;95,63;59,96;98,00;60,00;2,00;3,00
27,88;52,72;95,76;26,81;95,51;27,20;28,94;67,20;27,50;27,35;95,63;59,96;98,00;60,00;2,00;3,00
27,87;52,69;95,75;26,80;95,51;27,20;28,94;67,20;27,50;27,34;95,63;59,95;98,00;60,00;2,00;3,00
27,86;52,68;95,76;26,80;95,51;27,20;28,94;67,20;27,50;27,34;95,64;59,94;98,00;60,00;2,00;3,00
27,87;52,66;95,76;26,80;95,51;27,20;28,94;67,20;27,50;27,34;95,63;59,93;98,00;60,00;2,00;3,00
27,87;52,66;95,76;26,81;95,51;27,20;28,93;67,10;27,50;27,34;95,64;59,88;98,00;60,00;2,00;3,00
27,87;52,66;95,76;26,83;95,52;27,20;28,93;67,10;27,50;27,35;95,64;59,88;98,00;60,00;2,00;3,00
27,87;52,65;95,75;26,83;95,51;27,20;28,93;67,10;27,50;27,35;95,63;59,87;98,00;60,00;2,00;3,00
27,87;52,64;95,75;26,83;95,51;27,20;28,93;67,10;27,50;27,35;95,63;59,87;98,00;60,00;2,00;3,00
27,87;52,64;95,75;26,81;95,51;27,20;28,93;67,00;27,50;27,34;95,63;59,82;98,00;60,00;2,00;3,00
27,87;52,63;95,76;26,82;95,52;27,20;28,93;67,00;27,50;27,35;95,64;59,81;98,00;60,00;2,00;3,00
27,86;52,63;95,75;26,80;95,51;27,30;29,09;67,00;27,50;27,36;95,63;59,81;98,00;60,00;2,00;3,00
27,87;52,62;95,75;26,81;95,51;27,30;29,09;67,00;27,50;27,37;95,63;59,81;98,00;60,00;2,00;3,00
27,87;52,63;95,76;26,81;95,51;27,30;29,09;67,00;27,50;27,37;95,63;59,81;98,00;60,00;2,00;3,00
27,87;52,63;95,75;26,82;95,52;27,30;29,09;67,00;27,50;27,37;95,63;59,81;98,00;60,00;2,00;3,00
27,86;52,61;95,76;26,81;95,51;27,30;29,09;67,00;27,50;27,37;95,64;59,81;98,00;60,00;2,00;3,00
27,85;52,64;95,75;26,81;95,51;27,30;29,09;67,00;27,50;27,36;95,63;59,82;98,00;60,00;2,00;3,00
27,85;52,62;95,76;26,81;95,51;27,30;29,09;67,00;27,50;27,37;95,63;59,81;98,00;60,00;2,00;3,00
27,85;52,61;95,75;26,81;95,51;27,30;29,09;67,00;27,50;27,37;95,63;59,81;98,00;60,00;2,00;3,00
27,85;52,63;95,75;26,80;95,51;27,30;29,08;66,90;27,50;27,36;95,63;59,76;98,00;60,00;2,00;3,00
27,86;52,63;95,75;26,81;95,51;27,30;29,08;66,90;27,50;27,37;95,63;59,76;98,00;60,00;2,00;3,00
27,86;52,63;95,75;26,81;95,52;27,30;29,08;66,90;27,50;27,37;95,63;59,76;98,00;60,00;2,00;3,00
27,86;52,61;95,75;26,80;95,51;27,30;29,08;66,90;27,50;27,36;95,63;59,76;98,00;60,00;2,00;3,00
27,85;52,59;95,76;26,79;95,51;27,30;29,08;66,90;27,50;27,36;95,63;59,74;98,00;60,00;2,00;3,00
27,84;52,58;95,75;26,79;95,51;27,30;29,08;66,90;27,50;27,36;95,63;59,74;98,00;60,00;2,00;3,00
27,84;52,58;95,76;26,79;95,51;27,30;29,08;66,90;27,50;27,36;95,63;59,74;98,00;60,00;2,00;3,00
27,85;52,59;95,76;26,81;95,52;27,30;29,08;66,90;27,50;27,36;95,64;59,74;98,00;60,00;2,00;3,00
27,85;52,59;95,75;26,79;95,51;27,30;29,08;66,90;27,50;27,36;95,63;59,75;98,00;60,00;2,00;3,00
27,85;52,56;95,75;26,79;95,50;27,30;29,08;66,90;27,50;27,36;95,63;59,73;98,00;60,00;2,00;3,00
27,83;52,53;95,76;26,77;95,53;27,20;28,92;66,90;27,50;27,33;95,64;59,72;98,00;60,00;2,00;3,00
27,85;52,48;95,75;26,77;95,51;27,20;28,92;66,90;27,50;27,33;95,63;59,69;98,00;60,00;2,00;3,00
27,84;52,43;95,75;26,77;95,51;27,20;28,91;66,80;27,50;27,33;95,63;59,62;98,00;60,00;2,00;3,00
27,82;52,41;95,75;26,74;95,51;27,20;28,91;66,80;27,50;27,31;95,63;59,60;98,00;60,00;2,00;3,00
27,82;52,41;95,76;26,75;95,52;27,20;28,90;66,70;27,50;27,32;95,64;59,55;98,00;60,00;2,00;3,00
27,82;52,41;95,75;26,73;95,51;27,20;28,90;66,70;27,50;27,31;95,63;59,55;98,00;60,00;2,00;3,00
27,83;52,41;95,75;26,75;95,51;27,20;28,90;66,70;27,50;27,32;95,63;59,55;98,00;60,00;2,00;3,00
27,83;52,41;95,75;26,75;95,51;27,20;28,90;66,70;27,50;27,32;95,63;59,55;98,00;60,00;2,00;3,00
27,84;52,39;95,75;26,77;95,51;27,20;28,90;66,70;27,50;27,33;95,63;59,54;98,00;60,00;2,00;3,00
27,85;52,41;95,75;26,77;95,51;27,20;28,90;66,70;27,50;27,33;95,63;59,56;98,00;60,00;2,00;3,00
27,85;52,42;95,76;26,77;95,51;27,20;28,90;66,70;27,50;27,33;95,64;59,56;98,00;60,00;2,00;3,00
27,84;52,42;95,76;26,77;95,51;27,20;28,90;66,70;27,50;27,33;95,63;59,56;98,00;60,00;2,00;3,00
27,84;52,42;95,75;26,75;95,50;27,20;28,91;66,80;27,50;27,32;95,63;59,61;98,00;60,00;2,00;3,00
27,83;52,43;95,75;26,77;95,52;27,20;28,91;66,80;27,50;27,32;95,63;59,62;98,00;60,00;2,00;3,00
27,83;52,43;95,75;26,76;95,51;27,20;28,91;66,80;27,50;27,32;95,63;59,62;98,00;60,00;2,00;3,00
27,83;52,40;95,75;26,76;95,51;27,20;28,91;66,80;27,50;27,32;95,63;59,60;98,00;60,00;2,00;3,00
27,83;52,39;95,75;26,76;95,51;27,20;28,91;66,80;27,50;27,32;95,63;59,59;98,00;60,00;2,00;3,00
27,82;52,38;95,75;26,75;95,51;27,20;28,91;66,80;27,50;27,32;95,63;59,59;98,00;60,00;2,00;3,00
27,83;52,40;95,75;26,74;95,51;27,20;28,91;66,80;27,50;27,32;95,63;59,60;98,00;60,00;2,00;3,00
27,83;52,41;95,75;26,76;95,51;27,20;28,91;66,80;27,50;27,32;95,63;59,60;98,00;60,00;2,00;3,00
27,83;52,41;95,75;26,76;95,51;27,20;28,91;66,80;27,50;27,32;95,63;59,60;98,00;60,00;2,00;3,00
27,82;52,41;95,75;26,76;95,52;27,20;28,91;66,80;27,50;27,32;95,63;59,60;98,00;60,00;2,00;3,00
27,82;52,40;95,75;26,76;95,51;27,20;28,91;66,80;27,50;27,32;95,63;59,60;98,00;60,00;2,00;3,00
27,82;52,37;95,75;26,74;95,50;27,20;28,91;66,80;27,50;27,31;95,63;59,59;98,00;60,00;2,00;3,00
27,83;52,37;95,75;26,74;95,51;27,20;28,92;66,90;27,50;27,32;95,63;59,64;98,00;60,00;2,00;3,00
27,82;52,36;95,75;26,75;95,51;27,20;28,92;66,90;27,50;27,32;95,63;59,63;98,00;60,00;2,00;3,00
27,82;52,35;95,75;26,74;95,51;27,10;28,76;66,90;27,50;27,29;95,63;59,63;98,00;60,00;2,00;3,00
27,82;52,35;95,75;26,75;95,51;27,10;28,76;66,90;27,50;27,29;95,63;59,63;98,00;60,00;2,00;3,00
27,82;52,36;95,75;26,74;95,51;27,20;28,92;66,90;27,50;27,31;95,63;59,63;98,00;60,00;2,00;3,00
27,82;52,35;95,75;26,74;95,51;27,20;28,92;66,90;27,50;27,31;95,63;59,63;98,00;60,00;2,00;3,00
27,82;52,34;95,75;26,73;95,51;27,10;28,75;66,80;27,50;27,29;95,63;59,57;98,00;60,00;2,00;3,00
27,82;52,33;95,75;26,74;95,51;27,10;28,75;66,80;27,50;27,29;95,63;59,56;98,00;60,00;2,00;3,00
27,83;52,32;95,75;26,74;95,51;27,10;28,75;66,80;27,50;27,29;95,63;59,56;98,00;60,00;2,00;3,00
27,82;52,31;95,75;26,74;95,51;27,10;28,75;66,80;27,50;27,29;95,63;59,55;98,00;60,00;2,00;3,00
27,83;52,31;95,75;26,74;95,51;27,10;28,75;66,80;27,50;27,29;95,63;59,55;98,00;60,00;2,00;3,00
27,83;52,32;95,75;26,75;95,51;27,10;28,75;66,80;27,50;27,29;95,63;59,56;98,00;60,00;2,00;3,00
27,83;52,31;95,75;26,76;95,51;27,10;28,75;66,80;27,50;27,30;95,63;59,55;98,00;60,00;2,00;3,00
27,83;52,31;95,75;26,75;95,51;27,10;28,75;66,80;27,50;27,29;95,63;59,55;98,00;60,00;2,00;3,00
27,82;52,31;95,75;26,74;95,51;27,10;28,75;66,80;27,50;27,29;95,63;59,55;98,00;60,00;2,00;3,00
27,84;52,32;95,75;26,74;95,51;27,10;28,75;66,80;27,50;27,29;95,63;59,56;98,00;60,00;2,00;3,00
27,84;52,34;95,75;26,74;95,51;27,10;28,75;66,80;27,50;27,30;95,63;59,57;98,00;60,00;2,00;3,00
27,84;52,33;95,75;26,74;95,51;27,10;28,75;66,80;27,50;27,29;95,63;59,57;98,00;60,00;2,00;3,00
27,84;52,32;95,75;26,73;95,51;27,10;28,76;66,90;27,50;27,29;95,63;59,61;98,00;60,00;2,00;3,00
27,85;52,30;95,75;26,73;95,51;27,10;28,76;66,90;27,50;27,30;95,63;59,60;98,00;60,00;2,00;3,00
27,85;52,31;95,75;26,75;95,52;27,10;28,76;66,90;27,50;27,30;95,64;59,60;98,00;60,00;2,00;3,00
27,86;52,31;95,75;26,74;95,51;27,10;28,76;66,90;27,50;27,30;95,63;59,61;98,00;60,00;2,00;3,00
27,86;52,28;95,75;26,75;95,51;27,10;28,76;66,90;27,50;27,30;95,63;59,59;98,00;60,00;2,00;3,00
27,86;52,24;95,76;26,74;95,51;27,10;28,76;66,90;27,50;27,30;95,63;59,57;98,00;60,00;2,00;3,00
27,85;52,23;95,75;26,74;95,51;27,00;28,60;66,90;27,50;27,27;95,63;59,57;98,00;60,00;2,00;3,00
27,87;52,21;95,75;26,74;95,51;27,00;28,60;66,90;27,50;27,28;95,63;59,56;98,00;60,00;2,00;3,00
27,86;52,22;95,75;26,74;95,51;27,00;28,60;66,90;27,50;27,27;95,63;59,56;98,00;60,00;2,00;3,00
27,85;52,24;95,75;26,74;95,51;27,00;28,60;66,90;27,50;27,27;95,63;59,57;98,00;60,00;2,00;3,00
27,84;52,26;95,75;26,72;95,51;27,00;28,60;66,90;27,50;27,27;95,63;59,58;98,00;60,00;2,00;3,00
27,85;52,24;95,75;26,70;95,50;27,00;28,60;66,90;27,50;27,26;95,63;59,57;98,00;60,00;2,00;3,00
27,85;52,26;95,75;26,71;95,51;27,00;28,61;67,00;27,50;27,27;95,63;59,63;98,00;60,00;2,00;3,00
27,85;52,29;95,75;26,72;95,51;27,00;28,61;67,00;27,50;27,27;95,63;59,64;98,00;60,00;2,00;3,00
27,84;52,30;95,75;26,71;95,50;27,00;28,61;67,00;27,50;27,26;95,63;59,65;98,00;60,00;2,00;3,00
27,84;52,30;95,76;26,71;95,51;27,00;28,61;67,00;27,50;27,26;95,63;59,65;98,00;60,00;2,00;3,00
27,85;52,28;95,75;26,71;95,52;27,00;28,62;67,10;27,50;27,27;95,63;59,69;98,00;60,00;2,00;3,00
27,85;52,30;95,76;26,71;95,51;27,00;28,62;67,10;27,50;27,27;95,64;59,70;98,00;60,00;2,00;3,00
27,85;52,34;95,76;26,71;95,51;27,00;28,62;67,10;27,50;27,26;95,63;59,72;98,00;60,00;2,00;3,00
27,86;52,33;95,76;26,73;95,51;27,00;28,62;67,10;27,50;27,27;95,63;59,72;98,00;60,00;2,00;3,00
27,87;52,32;95,75;26,73;95,51;27,00;28,63;67,20;27,50;27,28;95,63;59,76;98,00;60,00;2,00;3,00
27,88;52,30;95,75;26,73;95,51;27,00;28,63;67,20;27,50;27,28;95,63;59,75;98,00;60,00;2,00;3,00
27,88;52,30;95,76;26,74;95,50;27,00;28,63;67,20;27,50;27,28;95,63;59,75;98,00;60,00;2,00;3,00
27,88;52,38;95,75;26,74;95,50;27,00;28,63;67,20;27,50;27,28;95,63;59,79;98,00;60,00;2,00;3,00
27,88;52,40;95,75;26,75;95,51;27,00;28,63;67,20;27,50;27,28;95,63;59,80;98,00;60,00;2,00;3,00
27,87;52,36;95,75;26,74;95,51;27,00;28,63;67,20;27,50;27,28;95,63;59,78;98,00;60,00;2,00;3,00
27,87;52,33;95,75;26,74;95,51;27,00;28,64;67,30;27,50;27,28;95,63;59,82;98,00;60,00;2,00;3,00
27,89;52,33;95,75;26,75;95,51;27,00;28,64;67,30;27,50;27,28;95,63;59,81;98,00;60,00;2,00;3,00
27,89;52,33;95,75;26,75;95,50;27,00;28,64;67,30;27,50;27,28;95,62;59,81;98,00;60,00;2,00;3,00
27,90;52,35;95,75;26,79;95,51;27,00;28,64;67,30;27,50;27,30;95,63;59,82;98,00;60,00;2,00;3,00
27,91;52,36;95,75;26,79;95,50;27,00;28,64;67,30;27,50;27,30;95,63;59,83;98,00;60,00;2,00;3,00
27,91;52,36;95,75;26,79;95,51;27,00;28,64;67,30;27,50;27,30;95,63;59,83;98,00;60,00;2,00;3,00
27,91;52,36;95,75;26,79;95,50;27,00;28,64;67,40;27,50;27,30;95,62;59,88;98,00;60,00;2,00;3,00
27,92;52,34;95,75;26,79;95,50;27,00;28,64;67,40;27,50;27,30;95,63;59,87;98,00;60,00;2,00;3,00
27,91;52,35;95,75;26,79;95,51;27,00;28,64;67,40;27,50;27,30;95,63;59,88;98,00;60,00;2,00;3,00
27,91;52,33;95,76;26,78;95,51;27,00;28,64;67,40;27,50;27,30;95,63;59,86;98,00;60,00;2,00;3,00
27,90;52,33;95,75;26,75;95,50;27,00;28,64;67,40;27,50;27,29;95,62;59,86;98,00;60,00;2,00;3,00
27,90;52,34;95,75;26,77;95,51;27,00;28,64;67,40;27,50;27,29;95,63;59,87;98,00;60,00;2,00;3,00
27,91;52,31;95,75;26,79;95,51;27,00;28,64;67,40;27,50;27,30;95,63;59,85;98,00;60,00;2,00;3,00
27,92;52,32;95,75;26,79;95,51;27,00;28,64;67,40;27,50;27,30;95,63;59,86;98,00;60,00;2,00;3,00
27,92;52,31;95,75;26,80;95,51;27,00;28,64;67,40;27,50;27,30;95,63;59,85;98,00;60,00;2,00;3,00
27,92;52,28;95,75;26,80;95,51;27,00;28,64;67,40;27,50;27,30;95,63;59,84;98,00;60,00;2,00;3,00
27,92;52,27;95,75;26,78;95,50;27,00;28,64;67,40;27,50;27,30;95,63;59,84;98,00;60,00;2,00;3,00
27,92;52,28;95,75;26,79;95,51;27,00;28,64;67,40;27,50;27,30;95,63;59,84;98,00;60,00;2,00;3,00
27,92;52,28;95,75;26,79;95,51;27,00;28,64;67,40;27,50;27,30;95,63;59,84;98,00;60,00;2,00;3,00
27,93;52,30;95,75;26,80;95,51;27,00;28,64;67,40;27,50;27,31;95,63;59,85;98,00;59,00;2,00;3,00
27,92;52,31;95,75;26,80;95,51;27,00;28,64;67,40;27,50;27,31;95,63;59,85;98,00;60,00;2,00;3,00
27,92;52,31;95,75;26,81;95,51;27,00;28,64;67,40;27,50;27,31;95,63;59,85;98,00;60,00;2,00;3,00
27,91;52,31;95,75;26,80;95,51;27,00;28,64;67,40;27,50;27,30;95,63;59,85;98,00;60,00;2,00;3,00
27,92;52,29;95,75;26,80;95,50;27,00;28,64;67,40;27,50;27,30;95,63;59,85;98,00;60,00;2,00;3,00
27,91;52,29;95,75;26,79;95,50;27,00;28,64;67,40;27,50;27,30;95,63;59,85;98,00;60,00;2,00;3,00
27,92;52,28;95,75;26,80;95,51;27,00;28,64;67,40;27,50;27,30;95,63;59,84;98,00;60,00;2,00;3,00
27,93;52,27;95,76;26,81;95,51;27,00;28,64;67,40;27,50;27,31;95,63;59,84;98,00;60,00;2,00;3,00
27,93;52,26;95,75;26,82;95,51;27,00;28,64;67,40;27,50;27,31;95,63;59,83;98,00;60,00;2,00;3,00
27,94;52,25;95,75;26,81;95,50;27,00;28,64;67,40;27,50;27,31;95,63;59,83;98,00;60,00;2,00;3,00
27,93;52,24;95,75;26,81;95,52;27,00;28,64;67,40;27,50;27,31;95,63;59,82;98,00;60,00;2,00;3,00
27,93;52,24;95,75;26,84;95,51;27,00;28,64;67,40;27,50;27,32;95,63;59,82;98,00;60,00;2,00;3,00
27,94;52,23;95,75;26,84;95,51;27,00;28,64;67,40;27,50;27,32;95,63;59,81;98,00;60,00;2,00;3,00
27,93;52,24;95,75;26,83;95,51;27,00;28,64;67,30;27,50;27,32;95,63;59,77;98,00;60,00;2,00;3,00
27,94;52,24;95,75;26,83;95,51;27,00;28,64;67,30;27,50;27,32;95,63;59,77;98,00;60,00;2,00;3,00
