Temperatur;Niederschlagsmenge;A;B;C;D;E;F
27,55;57,49;95,25;26,39;95,01;26,90;28,77;71,00;26,50;26,83;95,13;64,25;79,00;58,00;16,00;15,00;345
27,55;57,50;95,25;26,37;95,01;26,90;28,77;71,00;26,50;26,83;95,13;64,25;78,00;58,00;16,00;15,00;159
27,56;57,51;95,25;26,37;95,01;26,90;28,77;71,00;26,50;26,83;95,13;64,26;79,00;58,00;16,00;15,00;156
27,55;57,50;95,25;26,37;95,01;26,90;28,77;71,00;26,50;26,83;95,13;64,25;78,00;59,00;16,00;15,00;88
27,55;57,52;95,25;26,37;95,01;26,90;28,77;71,00;26,50;26,83;95,13;64,26;78,00;59,00;16,00;15,00;89
27,55;57,46;95,25;26,37;95,01;26,90;28,77;71,00;26,50;26,83;95,13;64,23;78,00;59,00;16,00;15,00;89
27,55;57,50;95,25;26,38;95,01;26,90;28,77;71,00;26,50;26,83;95,13;64,25;78,00;59,00;16,00;15,00;92
27,55;57,49;95,25;26,37;95,01;26,90;28,77;71,00;26,50;26,83;95,13;64,25;79,00;58,00;16,00;15,00;154
27,55;57,47;95,26;26,39;95,01;26,90;28,77;71,00;26,50;26,83;95,13;64,23;79,00;58,00;16,00;15,00;89
27,56;57,50;95,25;26,38;95,01;26,90;28,77;71,00;26,50;26,83;95,13;64,25;78,00;59,00;16,00;15,00;85
27,56;57,49;95,25;26,39;95,01;26,90;28,77;71,00;26,50;26,84;95,13;64,25;79,00;59,00;16,00;15,00;83
27,56;57,48;95,25;26,37;95,01;26,90;28,77;71,00;26,50;26,83;95,13;64,24;78,00;59,00;16,00;15,00;85
27,56;57,50;95,26;26,37;95,01;26,90;28,77;71,00;26,50;26,83;95,13;64,25;78,00;59,00;16,00;15,00;151
27,56;57,49;95,25;26,39;95,02;26,90;28,77;71,00;26,50;26,84;95,14;64,25;78,00;59,00;16,00;15,00;82
27,56;57,51;95,26;26,37;95,01;26,90;28,77;71,00;26,50;26,83;95,13;64,26;79,00;59,00;16,00;15,00;82
27,56;57,54;95,26;26,39;95,01;26,90;28,77;71,00;26,50;26,84;95,13;64,27;78,00;59,00;16,00;15,00;83
27,56;57,53;95,25;26,39;95,01;26,90;28,77;71,00;26,50;26,84;95,13;64,26;78,00;59,00;16,00;15,00;91
27,56;57,54;95,26;26,39;95,01;26,90;28,78;71,20;26,50;26,84;95,13;64,37;79,00;58,00;16,00;15,00;423
27,57;57,55;95,25;26,37;95,01;26,90;28,78;71,20;26,50;26,84;95,13;64,37;78,00;59,00;16,00;15,00;83
27,57;57,53;95,25;26,37;95,01;26,90;28,78;71,20;26,50;26,84;95,13;64,36;78,00;59,00;16,00;15,00;73
27,56;57,53;95,25;26,36;95,01;26,90;28,78;71,20;26,50;26,83;95,13;64,36;79,00;58,00;16,00;15,00;85
27,57;57,57;95,25;26,39;95,01;26,90;28,78;71,20;26,50;26,84;95,13;64,39;78,00;58,00;16,00;15,00;88
27,57;57,58;95,25;26,39;95,01;26,90;28,78;71,20;26,50;26,84;95,13;64,39;78,00;59,00;16,00;15,00;153
27,57;57,58;95,25;26,37;95,01;26,90;28,78;71,20;26,50;26,84;95,13;64,39;76,00;59,00;16,00;15,00;85
27,57;57,60;95,25;26,40;95,02;26,90;28,78;71,20;26,50;26,84;95,14;64,40;77,00;59,00;16,00;15,00;85
27,57;57,58;95,25;26,40;95,01;26,90;28,78;71,20;26,50;26,84;95,13;64,39;77,00;59,00;16,00;15,00;85
27,57;57,60;95,25;26,40;95,01;26,90;28,78;71,20;26,50;26,84;95,13;64,40;79,00;59,00;16,00;15,00;92
27,58;57,62;95,25;26,40;95,01;26,90;28,78;71,20;26,50;26,84;95,13;64,41;78,00;58,00;16,00;15,00;153
27,57;57,62;95,25;26,41;95,01;26,90;28,78;71,20;26,50;26,84;95,13;64,41;79,00;58,00;16,00;15,00;85
27,57;57,64;95,25;26,41;95,01;26,90;28,78;71,20;26,50;26,84;95,13;64,42;78,00;58,00;16,00;15,00;89
27,58;57,65;95,25;26,40;95,01;26,90;28,78;71,20;26,50;26,84;95,13;64,43;79,00;59,00;16,00;15,00;83
27,57;57,67;95,25;26,40;95,01;26,90;28,78;71,20;26,50;26,84;95,13;64,44;78,00;58,00;16,00;15,00;84
27,57;57,67;95,25;26,40;95,01;26,90;28,78;71,20;26,50;26,84;95,13;64,44;78,00;59,00;16,00;15,00;87
27,58;57,71;95,26;26,40;95,01;26,90;28,78;71,20;26,50;26,84;95,13;64,45;78,00;58,00;16,00;15,00;150
27,58;57,74;95,25;26,40;95,01;26,90;28,78;71,20;26,50;26,85;95,13;64,47;77,00;58,00;16,00;15,00;83
27,58;57,75;95,25;26,40;95,01;26,90;28,78;71,20;26,50;26,84;95,13;64,48;77,00;58,00;16,00;15,00;84
