BME280_Temperature;BME280_Humidity;BME280_Airpressure;BMP180_Temperature;BMP180_Airpressure;DHT_Temperature;DHT_HEAT_INDEX;DHT_Humidity;RTC_Temperature;TOTAL_Temperature;TOTAL_Airpressure;TOTAL_Humidity;Brightness;Loudness
24,45;62,04;954,73;23,57;952,37;23,80;24,17;74,10;23,75;23,89;953,55;68,07;925,00;60,00
24,47;61,99;954,75;23,55;952,31;23,80;24,17;74,10;23,75;23,89;953,53;68,05;891,00;61,00
24,47;62,00;954,78;23,55;952,30;23,70;24,07;74,50;23,75;23,87;953,54;68,25;856,00;61,00
24,48;61,98;954,73;23,57;952,35;23,70;24,07;74,50;23,75;23,87;953,54;68,24;877,00;60,00
24,48;61,99;954,75;23,56;952,33;23,70;24,07;74,50;23,75;23,87;953,54;68,25;878,00;60,00
24,48;61,98;954,73;23,55;952,31;23,70;24,07;74,50;23,75;23,87;953,52;68,24;909,00;61,00
24,47;61,94;954,72;23,57;952,37;23,80;24,18;74,50;23,75;23,90;953,55;68,22;918,00;60,00
24,47;61,92;954,77;23,55;952,34;23,80;24,18;74,50;23,75;23,89;953,56;68,21;883,00;60,00
24,48;61,88;954,77;23,55;952,32;23,70;24,07;74,50;23,75;23,87;953,55;68,19;895,00;60,00
24,48;61,84;954,75;23,54;952,22;23,70;24,07;74,50;23,75;23,87;953,49;68,17;891,00;60,00
24,48;61,82;954,75;23,57;952,37;23,80;24,18;74,40;23,75;23,90;953,56;68,11;885,00;61,00
24,48;61,75;954,78;23,56;952,32;23,80;24,18;74,40;23,75;23,90;953,55;68,08;884,00;61,00
24,49;61,69;954,78;23,58;952,39;23,80;24,18;74,40;23,75;23,90;953,58;68,04;884,00;61,00
24,49;61,61;954,74;23,57;952,35;23,80;24,18;74,40;23,75;23,90;953,54;68,00;882,00;60,00
24,49;61,56;954,76;23,57;952,32;23,80;24,17;74,20;23,75;23,90;953,54;67,88;888,00;60,00
24,49;61,54;954,71;23,57;952,35;23,80;24,17;74,20;23,75;23,90;953,53;67,87;878,00;61,00
24,49;61,52;954,72;23,57;952,30;23,80;24,17;74,10;23,75;23,90;953,51;67,81;888,00;61,00
24,49;61,52;954,74;23,58;952,30;23,80;24,17;74,10;23,75;23,90;953,52;67,81;879,00;60,00
24,50;61,52;954,74;23,59;952,38;23,80;24,17;74,00;23,75;23,91;953,56;67,76;875,00;61,00
24,50;61,53;954,78;23,58;952,27;23,80;24,17;74,00;23,75;23,91;953,53;67,77;880,00;60,00
24,51;61,54;954,77;23,59;952,30;23,80;24,17;74,00;23,75;23,91;953,53;67,77;876,00;61,00
24,51;61,60;954,80;23,59;952,29;23,80;24,17;74,00;23,75;23,91;953,54;67,80;874,00;60,00
24,51;61,63;954,77;23,60;952,34;23,80;24,16;73,90;23,75;23,92;953,55;67,77;871,00;61,00
24,51;61,64;954,81;23,62;952,41;23,80;24,16;73,90;23,75;23,92;953,61;67,77;878,00;60,00
24,50;61,64;954,74;23,60;952,37;23,80;24,16;73,90;23,75;23,91;953,55;67,77;874,00;61,00
24,51;61,65;954,71;23,61;952,49;23,80;24,16;73,90;23,75;23,92;953,60;67,78;874,00;61,00
24,51;61,63;954,73;23,62;952,39;23,80;24,16;73,90;23,75;23,92;953,56;67,77;873,00;60,00
24,51;61,62;954,77;23,63;952,38;23,80;24,16;73,90;23,75;23,92;953,58;67,76;873,00;60,00
24,51;61,64;954,75;23,61;952,33;23,80;24,16;73,90;23,75;23,92;953,54;67,77;873,00;60,00
24,52;61,61;954,74;23,62;952,35;23,80;24,16;73,90;23,75;23,92;953,54;67,76;872,00;60,00
24,52;61,60;954,81;23,63;952,31;23,80;24,16;73,80;23,75;23,92;953,56;67,70;871,00;60,00
24,52;61,60;954,74;23,63;952,33;23,80;24,16;73,80;23,75;23,93;953,54;67,70;871,00;60,00
24,52;61,60;954,75;23,63;952,34;23,80;24,16;73,80;23,75;23,92;953,55;67,70;869,00;61,00
24,52;61,57;954,77;23,63;952,31;23,80;24,16;73,80;23,75;23,93;953,54;67,68;871,00;61,00
24,52;61,51;954,76;23,64;952,33;23,80;24,16;73,80;23,75;23,93;953,55;67,66;869,00;60,00
24,51;61,30;954,75;23,63;952,37;23,80;24,16;73,80;23,75;23,92;953,56;67,55;869,00;60,00
24,52;61,16;954,76;23,63;952,37;23,80;24,16;73,80;23,75;23,92;953,56;67,48;873,00;61,00
24,52;61,06;954,83;23,60;952,29;23,80;24,16;73,80;23,75;23,92;953,56;67,43;875,00;60,00
24,52;61,02;954,80;23,62;952,34;23,80;24,16;73,60;23,75;23,92;953,57;67,31;885,00;60,00
24,53;61,01;954,80;23,62;952,37;23,80;24,16;73,60;23,75;23,93;953,58;67,31;880,00;60,00
24,52;61,00;954,77;23,63;952,33;23,80;24,15;73,50;23,75;23,93;953,55;67,25;878,00;60,00
24,53;61,03;954,76;23,63;952,31;23,80;24,15;73,50;23,75;23,93;953,54;67,27;877,00;61,00
24,53;61,10;954,79;23,63;952,35;23,80;24,15;73,40;24,00;23,99;953,57;67,25;877,00;60,00
24,53;61,11;954,75;23,63;952,36;23,80;24,15;73,40;24,00;23,99;953,55;67,26;877,00;61,00
24,52;61,03;954,76;23,63;952,37;23,80;24,15;73,40;24,00;23,99;953,57;67,22;876,00;60,00
24,51;60,93;954,73;23,61;952,36;23,80;24,15;73,40;24,00;23,98;953,54;67,17;876,00;60,00
24,52;60,88;954,76;23,63;952,34;23,80;24,15;73,40;24,00;23,99;953,55;67,14;877,00;60,00
24,52;60,81;954,76;23,61;952,29;23,80;24,15;73,40;24,00;23,98;953,53;67,11;876,00;61,00
24,53;60,78;954,81;23,63;952,36;23,80;24,15;73,30;24,00;23,99;953,59;67,04;875,00;60,00
24,53;60,70;954,79;23,62;952,31;23,80;24,15;73,30;24,00;23,99;953,55;67,00;884,00;60,00
24,53;60,62;954,72;23,63;952,37;23,80;24,15;73,20;24,00;23,99;953,55;66,91;888,00;60,00
24,53;60,58;954,82;23,63;952,34;23,80;24,15;73,20;24,00;23,99;953,58;66,89;889,00;61,00
24,52;60,52;954,73;23,63;952,35;23,80;24,14;73,00;24,00;23,99;953,54;66,76;881,00;61,00
24,53;60,47;954,73;23,64;952,37;23,80;24,14;73,00;24,00;23,99;953,55;66,73;874,00;61,00
24,53;60,44;954,73;23,64;952,35;23,80;24,14;72,90;24,00;23,99;953,54;66,67;874,00;60,00
24,53;60,39;954,73;23,64;952,34;23,80;24,14;72,90;24,00;23,99;953,53;66,65;873,00;60,00
24,53;60,33;954,75;23,64;952,35;23,80;24,14;72,80;24,00;23,99;953,55;66,57;874,00;60,00
24,53;60,29;954,78;23,63;952,35;23,80;24,14;72,80;24,00;23,99;953,57;66,55;876,00;61,00
24,53;60,28;954,81;23,63;952,38;23,80;24,13;72,70;24,00;23,99;953,59;66,49;871,00;60,00
24,53;60,27;954,78;23,64;952,37;23,80;24,13;72,70;24,00;23,99;953,58;66,48;871,00;60,00
24,54;60,24;954,74;23,64;952,37;23,80;24,13;72,60;24,00;24,00;953,55;66,42;869,00;61,00
24,53;60,22;954,76;23,64;952,37;23,80;24,13;72,60;24,00;23,99;953,56;66,41;869,00;61,00
24,53;60,27;954,73;23,65;952,37;23,80;24,13;72,50;24,00;23,99;953,55;66,38;870,00;61,00
24,53;60,22;954,76;23,65;952,34;23,80;24,13;72,50;24,00;23,99;953,55;66,36;869,00;60,00
24,53;60,25;954,81;23,65;952,38;23,80;24,13;72,50;24,00;23,99;953,59;66,37;869,00;59,00
24,53;60,29;954,78;23,64;952,32;23,80;24,13;72,50;24,00;23,99;953,55;66,40;870,00;61,00
24,53;60,31;954,78;23,64;952,34;23,80;24,13;72,40;24,00;23,99;953,56;66,36;868,00;61,00
24,53;60,32;954,78;23,65;952,42;23,80;24,13;72,40;24,00;23,99;953,60;66,36;869,00;61,00
24,54;60,32;954,78;23,65;952,37;23,80;24,13;72,50;24,00;24,00;953,57;66,41;866,00;60,00
24,54;60,31;954,79;23,64;952,37;23,80;24,13;72,50;24,00;24,00;953,58;66,41;866,00;60,00
24,53;60,31;954,82;23,66;952,37;23,80;24,13;72,50;24,00;24,00;953,60;66,41;866,00;61,00
24,54;60,30;954,80;23,64;952,34;23,80;24,13;72,50;24,00;24,00;953,57;66,40;867,00;61,00
24,53;60,29;954,76;23,64;952,35;23,80;24,13;72,50;24,00;23,99;953,56;66,40;866,00;60,00
24,53;60,26;954,77;23,65;952,38;23,80;24,13;72,50;24,00;23,99;953,58;66,38;867,00;62,00
24,53;60,26;954,80;23,64;952,37;23,80;24,13;72,50;24,00;23,99;953,59;66,38;866,00;60,00
24,54;60,27;954,77;23,64;952,43;23,80;24,13;72,50;24,00;24,00;953,60;66,38;867,00;61,00
24,54;60,29;954,79;23,63;952,37;23,80;24,13;72,50;24,00;23,99;953,58;66,40;867,00;61,00
24,55;60,30;954,74;23,64;952,36;23,80;24,13;72,50;24,00;24,00;953,55;66,40;866,00;60,00
24,55;60,36;954,78;23,65;952,37;23,80;24,13;72,50;24,00;24,00;953,57;66,43;866,00;61,00
24,55;60,44;954,78;23,66;952,37;23,80;24,13;72,50;24,00;24,00;953,58;66,47;867,00;61,00
24,55;60,50;954,79;23,66;952,36;23,80;24,13;72,60;24,00;24,00;953,58;66,55;865,00;61,00
24,55;60,53;954,71;23,66;952,39;23,80;24,13;72,60;24,00;24,00;953,55;66,56;864,00;60,00
24,55;60,57;954,76;23,66;952,37;23,80;24,13;72,70;24,00;24,00;953,57;66,64;865,00;60,00
24,55;60,60;954,74;23,67;952,35;23,80;24,13;72,70;24,00;24,00;953,55;66,65;865,00;60,00
24,55;60,61;954,81;23,67;952,40;23,80;24,14;72,80;24,00;24,01;953,61;66,71;865,00;61,00
24,55;60,59;954,81;23,67;952,34;23,80;24,14;72,80;24,00;24,00;953,57;66,70;865,00;60,00
24,56;60,58;954,82;23,68;952,41;23,80;24,14;72,80;24,00;24,01;953,62;66,69;865,00;61,00
24,56;60,57;954,80;23,70;952,42;23,80;24,14;72,80;24,00;24,01;953,61;66,69;864,00;61,00
24,56;60,57;954,77;23,68;952,34;23,80;24,14;72,80;24,00;24,01;953,56;66,69;864,00;60,00
24,56;60,57;954,75;23,69;952,37;23,80;24,14;72,80;24,00;24,01;953,56;66,69;864,00;61,00
24,55;60,56;954,81;23,70;952,40;23,80;24,14;72,80;24,00;24,01;953,60;66,68;864,00;60,00
24,55;60,54;954,79;23,70;952,38;23,80;24,14;72,80;24,00;24,01;953,58;66,67;864,00;61,00
24,56;60,56;954,78;23,70;952,37;23,80;24,14;72,90;24,00;24,01;953,58;66,73;864,00;61,00
24,55;60,55;954,81;23,70;952,40;23,80;24,14;72,90;24,00;24,01;953,61;66,72;863,00;59,00
24,55;60,56;954,78;23,70;952,36;23,80;24,14;72,90;24,25;24,07;953,57;66,73;864,00;61,00
24,56;60,55;954,80;23,70;952,33;23,80;24,14;72,90;24,25;24,08;953,56;66,72;864,00;60,00
24,56;60,54;954,81;23,72;952,43;23,80;24,14;72,90;24,25;24,08;953,62;66,72;864,00;61,00
24,56;60,52;954,79;23,72;952,39;23,80;24,14;72,90;24,25;24,08;953,59;66,71;863,00;60,00
24,56;60,48;954,80;23,72;952,39;23,80;24,14;72,90;24,25;24,08;953,60;66,69;863,00;61,00
24,56;60,45;954,75;23,73;952,39;23,80;24,14;72,90;24,25;24,08;953,57;66,67;862,00;59,00
24,56;60,45;954,78;23,72;952,36;23,80;24,14;72,90;24,25;24,08;953,57;66,68;863,00;59,00
24,56;60,42;954,79;23,72;952,37;23,80;24,14;72,90;24,25;24,08;953,58;66,66;863,00;61,00
24,56;60,39;954,78;23,73;952,43;23,80;24,14;72,90;24,25;24,09;953,60;66,65;863,00;60,00
24,56;60,34;954,78;23,74;952,39;23,80;24,14;72,90;24,25;24,09;953,59;66,62;863,00;60,00
24,56;60,31;954,78;23,73;952,39;23,90;24,25;72,90;24,25;24,11;953,58;66,60;862,00;61,00
24,56;60,29;954,81;23,73;952,41;23,90;24,25;72,90;24,25;24,11;953,61;66,60;861,00;60,00
24,57;60,27;954,84;23,75;952,36;23,90;24,25;72,80;24,25;24,12;953,60;66,54;860,00;61,00
24,57;60,26;954,81;23,74;952,40;23,90;24,25;72,80;24,25;24,11;953,61;66,53;859,00;61,00
24,58;60,26;954,80;23,75;952,42;23,90;24,24;72,70;24,25;24,12;953,61;66,48;859,00;60,00
24,58;60,25;954,82;23,76;952,41;23,90;24,24;72,70;24,25;24,12;953,62;66,48;860,00;60,00
24,58;60,25;954,79;23,73;952,32;23,90;24,24;72,70;24,25;24,12;953,56;66,48;859,00;61,00
24,59;60,25;954,82;23,74;952,33;23,90;24,24;72,70;24,25;24,12;953,58;66,48;859,00;60,00
24,58;60,31;954,74;23,75;952,35;23,90;24,24;72,60;24,25;24,12;953,54;66,45;859,00;61,00
24,59;60,35;954,77;23,75;952,34;23,90;24,24;72,60;24,25;24,12;953,55;66,48;859,00;60,00
24,59;60,39;954,81;23,76;952,37;23,90;24,24;72,60;24,25;24,12;953,59;66,49;860,00;60,00
24,59;60,43;954,82;23,76;952,39;23,90;24,24;72,60;24,25;24,13;953,61;66,52;860,00;61,00
24,59;60,49;954,79;23,75;952,31;23,90;24,24;72,70;24,25;24,12;953,55;66,59;859,00;60,00
24,59;60,44;954,82;23,75;952,37;23,90;24,24;72,70;24,25;24,12;953,60;66,57;859,00;61,00
24,59;60,41;954,79;23,75;952,36;23,90;24,25;72,80;24,25;24,12;953,58;66,60;860,00;61,00
24,59;60,39;954,82;23,75;952,40;23,90;24,25;72,80;24,25;24,12;953,61;66,59;860,00;61,00
24,59;60,35;954,79;23,74;952,37;23,90;24,25;72,80;24,25;24,12;953,58;66,58;859,00;61,00
24,59;60,41;954,79;23,75;952,42;23,90;24,25;72,80;24,25;24,12;953,60;66,60;859,00;61,00
24,58;60,41;954,79;23,73;952,35;23,90;24,24;72,70;24,25;24,12;953,57;66,55;859,00;60,00
24,59;60,42;954,75;23,74;952,40;23,90;24,24;72,70;24,25;24,12;953,57;66,56;859,00;61,00
24,60;60,38;954,80;23,74;952,37;23,90;24,24;72,70;24,25;24,12;953,59;66,54;859,00;60,00
24,59;60,34;954,83;23,75;952,37;23,90;24,24;72,70;24,25;24,12;953,60;66,52;859,00;61,00
24,59;60,34;954,82;23,74;952,39;23,90;24,24;72,70;24,25;24,12;953,60;66,52;859,00;60,00
24,59;60,34;954,85;23,74;952,39;23,90;24,24;72,70;24,25;24,12;953,62;66,52;859,00;61,00
24,59;60,33;954,83;23,75;952,39;23,90;24,24;72,70;24,25;24,12;953,61;66,52;858,00;61,00
24,59;60,32;954,78;23,74;952,42;23,90;24,24;72,70;24,25;24,12;953,60;66,51;859,00;61,00
24,59;60,32;954,82;23,74;952,41;23,90;24,24;72,60;24,25;24,12;953,61;66,46;859,00;61,00
24,59;60,29;954,82;23,75;952,40;23,90;24,24;72,60;24,25;24,12;953,61;66,44;858,00;61,00
24,59;60,28;954,75;23,73;952,43;23,90;24,24;72,60;24,25;24,12;953,59;66,44;859,00;60,00
24,59;60,24;954,81;23,72;952,39;23,90;24,24;72,60;24,25;24,12;953,60;66,42;859,00;59,00
24,59;60,24;954,77;23,72;952,38;23,90;24,24;72,50;24,25;24,12;953,57;66,37;859,00;60,00
24,59;60,26;954,82;23,72;952,40;23,90;24,24;72,50;24,25;24,12;953,61;66,38;858,00;60,00
24,59;60,28;954,84;23,71;952,38;23,90;24,24;72,50;24,25;24,11;953,61;66,39;858,00;61,00
24,59;60,29;954,81;23,72;952,48;23,90;24,24;72,50;24,25;24,11;953,65;66,39;858,00;60,00
24,58;60,32;954,83;23,70;952,38;23,90;24,24;72,50;24,25;24,11;953,61;66,41;859,00;60,00
24,58;60,31;954,79;23,68;952,38;23,90;24,24;72,50;24,25;24,10;953,58;66,40;858,00;60,00
