BME280_Temperature;BME280_Humidity;BME280_Airpressure;BMP180_Temperature;BMP180_Airpressure;DHT_Temperature;DHT_HEAT_INDEX;DHT_Humidity;RTC_Temperature;TOTAL_Temperature;TOTAL_Airpressure;TOTAL_Humidity;Brightness;Loudness
0,00;0,00;0,00;24,74;95,98;33,10;36,17;48,90;25,00;20,71;47,99;24,45;99,00;70,00
0,00;0,00;0,00;24,85;96,03;33,10;36,17;48,90;25,00;20,74;48,02;24,45;99,00;69,00
0,00;0,00;0,00;24,76;95,99;27,40;30,35;77,40;25,00;19,29;48,00;38,70;99,00;68,00
0,00;0,00;0,00;24,80;95,98;27,40;30,35;77,40;25,00;19,30;47,99;38,70;99,00;68,00
0,00;0,00;0,00;24,86;95,97;27,30;30,22;78,20;25,00;19,29;47,98;39,10;99,00;71,00
0,00;0,00;0,00;24,90;95,98;27,30;30,22;78,20;25,00;19,30;47,99;39,10;99,00;68,00
0,00;0,00;0,00;25,19;96,06;27,30;30,15;77,60;25,00;19,37;48,03;38,80;99,00;69,00
0,00;0,00;0,00;24,98;95,99;27,30;30,15;77,60;25,00;19,32;48,00;38,80;99,00;69,00
0,00;0,00;0,00;24,93;95,98;27,20;29,95;77,70;25,00;19,28;47,99;38,85;99,00;70,00
0,00;0,00;0,00;24,93;95,98;27,20;29,95;77,70;25,00;19,28;47,99;38,85;99,00;69,00
0,00;0,00;0,00;24,95;95,98;27,20;30,00;78,20;25,00;19,29;47,99;39,10;99,00;69,00
0,00;0,00;0,00;25,04;96,00;27,20;30,00;78,20;25,00;19,31;48,00;39,10;98,00;69,00
0,00;0,00;0,00;25,02;95,98;27,10;29,80;78,30;25,00;19,28;47,99;39,15;98,00;69,00
0,00;0,00;0,00;25,04;95,98;27,10;29,80;78,30;25,00;19,29;47,99;39,15;99,00;68,00
0,00;0,00;0,00;25,07;95,98;27,00;29,55;78,00;25,00;19,27;47,99;39,00;98,00;69,00
0,00;0,00;0,00;25,09;95,97;27,00;29,55;78,00;25,00;19,27;47,99;39,00;99,00;68,00
0,00;0,00;0,00;25,04;95,95;27,00;29,58;78,30;25,00;19,26;47,98;39,15;99,00;68,00
0,00;0,00;0,00;25,04;95,97;27,00;29,58;78,30;25,00;19,26;47,99;39,15;99,00;66,00
0,00;0,00;0,00;25,14;96,00;26,90;29,44;79,10;25,00;19,26;48,00;39,55;96,00;69,00
0,00;0,00;0,00;25,19;96,00;26,90;29,44;79,10;25,00;19,27;48,00;39,55;96,00;67,00
0,00;0,00;0,00;25,24;96,00;26,90;29,28;77,20;25,00;19,28;48,00;38,60;97,00;68,00
