BME280_Temperature;BME280_Humidity;BME280_Airpressure;BMP180_Temperature;BMP180_Airpressure;DHT_Temperature;DHT_HEAT_INDEX;DHT_Humidity;RTC_Temperature;TOTAL_Temperature;TOTAL_Airpressure;TOTAL_Humidity;Brightness;Loudness;MQ2;MQ135
0,00;0,00;0,00;0,00;0,00;0,00;-3,94;0,00;28,25;7,06;0,00;0,00;86,00;161,00;16,00;18,00;1269
0,00;0,00;0,00;0,00;0,00;0,00;-3,94;0,00;28,25;7,06;0,00;0,00;76,00;238,00;28,00;27,00;1270
