BME280_Temperature;BME280_Humidity;BME280_Airpressure;RTC_Temperature;TOTAL_Temperature;TOTAL_Airpressure;TOTAL_Humidity;Brightness;Loudness;MQ2;MQ135;
37,95;20,82;96,99;38,75;37,34;82,16;29,81;92,00;59,00;1,00;2,00;35,70;38,16;38,80;36,95;67,33;227,20
37,91;20,79;96,99;38,75;37,30;82,12;29,80;92,00;60,00;1,00;2,00;35,70;38,16;38,80;36,85;67,25;72,90
37,83;20,85;96,99;38,75;37,27;82,10;29,97;93,00;59,00;1,00;2,00;35,70;38,25;39,10;36,79;67,21;127,00
37,81;20,93;96,99;38,75;37,26;82,09;30,01;92,00;60,00;1,00;2,00;35,70;38,25;39,10;36,77;67,20;73,00
37,77;21,30;96,99;38,75;37,19;82,08;30,35;95,00;60,00;1,00;2,00;35,50;37,97;39,40;36,73;67,17;127,00
37,74;22,13;96,99;38,75;37,18;82,08;30,77;95,00;60,00;1,00;2,00;35,50;37,97;39,40;36,72;67,16;72,90
37,74;22,00;97,00;38,75;37,17;82,07;31,00;95,00;60,00;1,00;2,00;35,50;38,16;40,00;36,71;67,15;127,10
37,73;21,78;97,00;38,75;37,16;82,06;30,89;95,00;60,00;1,00;2,00;35,50;38,16;40,00;36,66;67,12;72,90
37,71;21,67;96,99;38,75;37,13;82,02;31,08;95,00;60,00;1,00;2,00;35,50;38,33;40,50;36,57;67,05;127,20
37,68;21,60;96,99;38,75;37,12;82,01;31,05;96,00;60,00;1,00;2,00;35,50;38,33;40,50;36,54;67,03;72,80
37,65;21,58;96,99;38,75;37,08;82,00;31,04;95,00;60,00;1,00;2,00;35,40;38,13;40,50;36,52;67,01;127,20
37,63;21,60;96,99;38,75;37,05;81,97;31,05;95,00;60,00;1,00;2,00;35,40;38,13;40,50;36,43;66,95;72,80
37,62;21,69;96,99;37,25;36,66;81,95;31,09;95,00;60,00;1,00;2,00;35,40;38,13;40,50;36,37;66,90;100,00
37,60;21,72;96,99;37,25;36,62;81,93;31,11;95,00;60,00;1,00;2,00;35,30;37,94;40,50;36,33;66,87;127,10
37,51;21,68;96,99;37,25;36,60;81,93;31,09;95,00;59,00;1,00;2,00;35,30;37,94;40,50;36,33;66,87;72,90
37,48;21,56;96,99;37,25;36,56;81,88;31,03;95,00;60,00;1,00;2,00;35,30;37,94;40,50;36,20;66,78;127,20
37,52;21,55;96,99;37,25;36,54;81,85;31,03;95,00;59,00;1,00;2,00;35,30;37,94;40,50;36,10;66,70;72,80
37,50;21,56;96,99;37,25;36,52;81,86;30,98;95,00;59,00;1,00;2,00;35,20;37,71;40,40;36,12;66,72;127,20
37,49;21,63;97,00;37,25;36,52;81,86;31,02;95,00;60,00;1,00;2,00;35,20;37,71;40,40;36,13;66,73;72,80
37,47;21,63;96,99;37,25;36,51;81,86;31,02;95,00;60,00;1,00;2,00;35,20;37,71;40,40;36,13;66,72;100,10
37,46;21,67;96,99;37,25;36,51;81,85;30,98;95,00;60,00;1,00;2,00;35,20;37,68;40,30;36,12;66,71;127,00
