BME280_Temperature;BME280_Humidity;BME280_Airpressure;BMP180_Temperature;BMP180_Airpressure;DHT_Temperature;DHT_HEAT_INDEX;DHT_Humidity;RTC_Temperature;TOTAL_Temperature;TOTAL_Airpressure;TOTAL_Humidity;Brightness;Loudness
29,95;48,49;962,21;28,70;960,59;29,40;31,47;58,50;29,50;29,39;961,40;53,49;86,00;60,00
29,95;48,45;962,21;28,70;960,54;29,40;31,47;58,50;29,50;29,39;961,38;53,48;87,00;60,00
29,95;48,32;962,22;28,69;960,58;29,50;31,77;59,20;29,50;29,41;961,40;53,76;86,00;60,00
29,95;47,85;962,20;28,69;960,55;29,50;31,77;59,20;29,50;29,41;961,37;53,53;86,00;60,00
29,93;47,51;962,21;28,69;960,58;29,50;31,80;59,40;29,50;29,41;961,39;53,46;87,00;60,00
29,94;47,30;962,20;28,69;960,53;29,50;31,80;59,40;29,50;29,41;961,36;53,35;86,00;60,00
29,95;47,49;962,21;28,70;960,59;29,50;31,73;59,00;29,50;29,41;961,40;53,25;86,00;59,00
29,95;47,58;962,21;28,71;960,60;29,50;31,73;59,00;29,50;29,42;961,40;53,29;87,00;60,00
29,94;47,50;962,16;28,69;960,50;29,50;31,65;58,50;29,50;29,41;961,33;53,00;87,00;60,00
29,95;47,29;962,19;28,69;960,60;29,50;31,65;58,50;29,50;29,41;961,40;52,90;87,00;60,00
29,96;47,22;962,18;28,71;960,62;29,50;31,61;58,30;29,50;29,42;961,40;52,76;86,00;60,00
29,97;47,17;962,15;28,72;960,60;29,50;31,61;58,30;29,50;29,42;961,37;52,73;87,00;60,00
29,97;47,16;962,25;28,71;960,54;29,50;31,56;58,00;29,50;29,42;961,40;52,58;87,00;60,00
29,98;47,13;962,18;28,71;960,57;29,50;31,56;58,00;29,50;29,42;961,38;52,57;87,00;60,00
29,98;47,13;962,21;28,73;960,64;29,50;31,53;57,80;29,50;29,43;961,42;52,47;86,00;60,00
29,98;47,03;962,21;28,72;960,55;29,50;31,53;57,80;29,50;29,42;961,38;52,42;87,00;60,00
BME280_Temperature;BME280_Humidity;BME280_Airpressure;BMP180_Temperature;BMP180_Airpressure;DHT_Temperature;DHT_HEAT_INDEX;DHT_Humidity;RTC_Temperature;TOTAL_Temperature;TOTAL_Airpressure;TOTAL_Humidity;Brightness;Loudness
29,99;48,00;962,20;28,76;960,60;29,50;31,51;57,70;29,50;29,44;961,40;52,85;88,00;60,00
30,00;47,98;962,23;28,78;960,54;29,50;31,51;57,70;29,50;29,44;961,38;52,84;88,00;60,00
30,00;48,29;962,27;28,77;960,55;29,50;31,65;58,50;29,50;29,44;961,41;53,40;88,00;60,00
30,00;48,44;962,23;28,75;960,50;29,50;31,65;58,50;29,50;29,44;961,37;53,47;88,00;60,00
30,00;48,20;962,19;28,75;960,53;29,60;31,84;58,60;29,50;29,46;961,36;53,40;89,00;60,00
30,00;47,87;962,25;28,75;960,54;29,60;31,84;58,60;29,50;29,46;961,39;53,24;88,00;60,00
30,00;47,76;962,20;28,75;960,51;29,60;31,85;58,70;29,50;29,46;961,36;53,23;89,00;60,00
30,00;47,87;962,29;28,76;960,57;29,60;31,85;58,70;29,50;29,46;961,43;53,29;89,00;60,00
29,99;47,93;962,18;28,75;960,59;29,60;31,84;58,60;29,50;29,46;961,39;53,26;89,00;60,00
30,00;47,83;962,21;28,75;960,56;29,60;31,84;58,60;29,50;29,46;961,39;53,21;90,00;60,00
29,99;47,75;962,21;28,75;960,71;29,60;31,85;58,70;29,50;29,46;961,46;53,22;90,00;60,00
30,00;47,71;962,21;28,75;960,55;29,60;31,85;58,70;29,50;29,46;961,38;53,21;89,00;60,00
30,00;47,59;962,16;28,75;960,57;29,60;31,85;58,70;29,50;29,46;961,36;53,14;89,00;60,00
30,01;47,40;962,22;28,75;960,59;29,60;31,85;58,70;29,50;29,47;961,40;53,05;90,00;60,00
30,01;47,27;962,17;28,76;960,56;29,60;31,84;58,60;29,50;29,47;961,37;52,94;89,00;59,00
30,01;47,13;962,22;28,75;960,54;29,60;31,84;58,60;29,50;29,46;961,38;52,86;90,00;60,00
30,01;47,04;962,20;28,75;960,57;29,60;31,78;58,30;29,50;29,47;961,39;52,67;90,00;60,00
30,02;46,98;962,20;28,75;960,55;29,60;31,78;58,30;29,50;29,47;961,37;52,64;90,00;60,00
30,03;47,12;962,18;28,75;960,56;29,60;31,73;58,00;29,50;29,47;961,37;52,56;90,00;60,00
30,03;47,47;962,22;28,77;960,60;29,60;31,73;58,00;29,50;29,47;961,41;52,73;90,00;60,00
30,02;47,58;962,20;28,74;960,51;29,60;31,68;57,70;29,50;29,47;961,36;52,64;90,00;60,00
30,01;47,66;962,20;28,75;960,56;29,60;31,68;57,70;29,50;29,46;961,38;52,68;90,00;59,00
30,02;47,64;962,22;28,76;960,60;29,60;31,70;57,80;29,50;29,47;961,41;52,72;91,00;60,00
30,01;47,68;962,19;28,75;960,55;29,60;31,70;57,80;29,50;29,46;961,37;52,74;91,00;60,00
30,02;47,70;962,18;28,75;960,56;29,60;31,70;57,80;29,50;29,47;961,37;52,75;91,00;60,00
30,02;47,78;962,22;28,76;960,59;29,60;31,70;57,80;29,50;29,47;961,40;52,79;91,00;60,00
30,03;47,80;962,18;28,76;960,55;29,60;31,68;57,70;29,50;29,47;961,36;52,75;92,00;60,00
30,03;47,64;962,20;28,76;960,57;29,60;31,68;57,70;29,50;29,47;961,38;52,67;92,00;60,00
30,04;47,53;962,18;28,77;960,55;29,60;31,68;57,70;29,50;29,48;961,36;52,61;91,00;59,00
30,04;47,46;962,23;28,77;960,56;29,60;31,68;57,70;29,50;29,48;961,40;52,58;92,00;60,00
30,05;47,47;962,23;28,78;960,60;29,60;31,66;57,60;29,50;29,48;961,42;52,53;92,00;60,00
30,05;47,40;962,24;28,79;960,57;29,60;31,66;57,60;29,50;29,48;961,40;52,50;92,00;60,00
30,06;47,29;962,20;28,78;960,54;29,60;31,63;57,40;29,50;29,49;961,37;52,35;92,00;60,00
30,06;47,26;962,19;28,80;960,65;29,60;31,63;57,40;29,50;29,49;961,42;52,33;93,00;61,00
30,06;47,18;962,16;28,78;960,57;29,60;31,61;57,30;29,50;29,48;961,37;52,24;93,00;60,00
30,06;47,28;962,18;28,78;960,57;29,60;31,61;57,30;29,50;29,49;961,37;52,29;92,00;60,00
30,06;47,47;962,18;28,79;960,62;29,60;31,60;57,20;29,50;29,49;961,40;52,34;92,00;60,00
30,06;47,38;962,24;28,78;960,58;29,60;31,60;57,20;29,50;29,49;961,41;52,29;92,00;60,00
30,05;47,41;962,17;28,76;960,51;29,60;31,61;57,30;29,50;29,48;961,34;52,36;93,00;60,00
30,07;47,43;962,17;28,79;960,61;29,60;31,61;57,30;29,50;29,49;961,39;52,36;93,00;60,00
30,07;47,42;962,20;28,79;960,56;29,60;31,63;57,40;29,50;29,49;961,38;52,41;93,00;59,00
