BME280_Temperature;BME280_Humidity;BME280_Airpressure;BMP180_Temperature;BMP180_Airpressure;DHT_Temperature;DHT_HEAT_INDEX;DHT_Humidity;RTC_Temperature;TOTAL_Temperature;TOTAL_Airpressure;TOTAL_Humidity;Brightness;Loudness;MQ2;MQ135
30,37;53,62;95,56;29,34;95,31;29,50;33,62;68,90;29,50;29,68;95,44;61,26;98,00;58,00;23,00;26,00
30,37;53,89;95,56;29,35;95,31;29,50;33,62;68,90;29,50;29,68;95,44;61,39;98,00;59,00;23,00;25,00
30,38;54,00;95,56;29,34;95,31;29,60;33,85;68,90;29,75;29,77;95,44;61,45;98,00;58,00;23,00;25,00
30,38;53,73;95,56;29,34;95,31;29,60;33,85;68,90;29,75;29,77;95,44;61,32;98,00;59,00;22,00;25,00
30,38;53,46;95,56;29,33;95,31;29,60;33,87;69,00;29,75;29,77;95,44;61,23;98,00;60,00;22,00;25,00
30,38;52,86;95,56;29,33;95,31;29,60;33,87;69,00;29,75;29,77;95,44;60,93;98,00;59,00;22,00;24,00
30,38;53,05;95,56;29,34;95,31;29,60;33,82;68,80;29,75;29,77;95,44;60,93;98,00;58,00;22,00;24,00
30,38;53,31;95,56;29,32;95,31;29,60;33,82;68,80;29,75;29,76;95,43;61,06;98,00;59,00;22,00;24,00
30,39;53,40;95,56;29,34;95,31;29,60;33,72;68,30;29,75;29,77;95,44;60,85;98,00;59,00;22,00;24,00
30,39;53,01;95,56;29,33;95,32;29,60;33,72;68,30;29,75;29,77;95,44;60,65;98,00;58,00;22,00;24,00
30,39;52,77;95,56;29,33;95,31;29,60;33,70;68,20;29,75;29,77;95,44;60,49;98,00;59,00;21,00;24,00
30,40;52,64;95,56;29,34;95,31;29,60;33,70;68,20;29,75;29,77;95,43;60,42;98,00;57,00;21,00;23,00
30,40;52,56;95,56;29,36;95,31;29,60;33,63;67,90;29,75;29,78;95,43;60,23;98,00;59,00;21,00;23,00
30,40;52,36;95,56;29,34;95,30;29,60;33,63;67,90;29,75;29,77;95,43;60,13;98,00;59,00;21,00;23,00
30,41;52,12;95,56;29,36;95,31;29,60;33,57;67,60;29,75;29,78;95,44;59,86;98,00;59,00;21,00;23,00
30,40;51,86;95,55;29,35;95,32;29,60;33,57;67,60;29,75;29,77;95,44;59,73;98,00;59,00;21,00;23,00
30,40;51,59;95,56;29,34;95,31;29,60;33,57;67,60;29,75;29,77;95,44;59,59;98,00;59,00;21,00;23,00
30,40;51,38;95,56;29,34;95,31;29,60;33,57;67,60;29,75;29,77;95,44;59,49;98,00;59,00;21,00;23,00
30,41;51,25;95,55;29,34;95,31;29,60;33,40;66,80;29,75;29,77;95,43;59,02;98,00;59,00;20,00;22,00
30,41;51,15;95,56;29,35;95,32;29,60;33,40;66,80;29,75;29,78;95,44;58,97;98,00;58,00;20,00;22,00
30,41;51,15;95,55;29,36;95,32;29,60;33,34;66,50;29,75;29,78;95,43;58,82;98,00;59,00;20,00;22,00
30,42;51,04;95,56;29,35;95,31;29,60;33,34;66,50;29,75;29,78;95,43;58,77;98,00;61,00;20,00;22,00
30,42;50,91;95,56;29,36;95,32;29,60;33,28;66,20;29,75;29,78;95,44;58,56;98,00;59,00;20,00;22,00
30,41;50,66;95,55;29,35;95,31;29,60;33,28;66,20;29,75;29,78;95,43;58,43;98,00;61,00;20,00;22,00
30,40;50,32;95,56;29,34;95,31;29,60;33,20;65,80;29,75;29,77;95,44;58,06;98,00;57,00;20,00;22,00
30,42;50,21;95,56;29,35;95,32;29,60;33,20;65,80;29,75;29,78;95,44;58,00;98,00;57,00;20,00;22,00
30,42;50,22;95,56;29,35;95,31;29,60;33,14;65,50;29,75;29,78;95,44;57,86;98,00;58,00;20,00;22,00
30,42;50,17;95,56;29,35;95,32;29,60;33,14;65,50;29,75;29,78;95,44;57,83;98,00;59,00;20,00;21,00
30,41;50,06;95,56;29,34;95,32;29,60;33,06;65,10;29,75;29,78;95,44;57,58;98,00;59,00;20,00;21,00
30,41;49,96;95,56;29,34;95,31;29,60;33,06;65,10;29,75;29,77;95,44;57,53;98,00;59,00;20,00;21,00
30,42;49,95;95,55;29,34;95,32;29,60;33,02;64,90;29,75;29,78;95,43;57,43;98,00;59,00;19,00;21,00
30,42;49,86;95,55;29,32;95,31;29,60;33,02;64,90;29,75;29,77;95,43;57,38;98,00;59,00;19,00;21,00
30,42;49,83;95,56;29,33;95,31;29,60;33,00;64,80;29,75;29,77;95,44;57,31;97,00;56,00;19,00;21,00
30,42;49,82;95,56;29,34;95,32;29,60;33,00;64,80;29,75;29,78;95,44;57,31;98,00;59,00;19,00;21,00
30,43;49,82;95,56;29,34;95,31;29,60;32,98;64,70;29,75;29,78;95,44;57,26;98,00;59,00;19,00;21,00
30,44;49,84;95,55;29,34;95,31;29,60;32,98;64,70;29,75;29,78;95,43;57,27;98,00;59,00;19,00;21,00
30,44;49,83;95,56;29,36;95,32;29,60;32,98;64,70;29,75;29,79;95,44;57,26;98,00;59,00;19,00;21,00
30,44;49,84;95,55;29,36;95,32;29,60;32,98;64,70;29,75;29,79;95,44;57,27;98,00;58,00;19,00;21,00
30,44;49,87;95,56;29,36;95,32;29,60;32,96;64,60;29,75;29,79;95,44;57,24;98,00;59,00;19,00;21,00
30,44;49,90;95,55;29,35;95,31;29,60;32,96;64,60;29,75;29,78;95,43;57,25;98,00;59,00;19,00;20,00
30,45;49,87;95,55;29,37;95,32;29,70;33,16;64,60;29,75;29,82;95,44;57,24;98,00;58,00;19,00;20,00
30,45;49,85;95,56;29,37;95,31;29,70;33,16;64,60;29,75;29,82;95,44;57,23;98,00;59,00;19,00;20,00
30,45;49,83;95,56;29,37;95,31;29,70;33,18;64,70;29,75;29,82;95,43;57,27;98,00;59,00;19,00;20,00
30,45;49,82;95,56;29,37;95,31;29,70;33,18;64,70;29,75;29,82;95,43;57,26;98,00;59,00;19,00;20,00
30,46;49,77;95,56;29,37;95,31;29,70;33,18;64,70;29,75;29,82;95,43;57,24;98,00;59,00;19,00;20,00
30,46;49,76;95,56;29,38;95,32;29,70;33,18;64,70;29,75;29,82;95,44;57,23;98,00;58,00;19,00;20,00
30,46;49,73;95,56;29,38;95,31;29,70;33,18;64,70;29,75;29,82;95,43;57,21;98,00;59,00;18,00;20,00
30,47;49,72;95,56;29,38;95,31;29,70;33,18;64,70;29,75;29,82;95,44;57,21;98,00;59,00;18,00;20,00
30,47;49,71;95,56;29,40;95,32;29,70;33,18;64,70;29,75;29,83;95,44;57,20;98,00;58,00;18,00;20,00
30,47;49,70;95,55;29,38;95,31;29,70;33,18;64,70;29,75;29,83;95,43;57,20;98,00;59,00;18,00;20,00
30,47;49,67;95,56;29,39;95,31;29,70;33,16;64,60;29,75;29,83;95,44;57,14;98,00;58,00;18,00;20,00
30,48;49,63;95,56;29,40;95,31;29,70;33,16;64,60;29,75;29,83;95,44;57,11;98,00;59,00;18,00;20,00
30,47;49,61;95,55;29,40;95,31;29,70;33,16;64,60;29,75;29,83;95,43;57,10;98,00;59,00;18,00;20,00
30,48;49,60;95,55;29,41;95,32;29,70;33,16;64,60;29,75;29,84;95,43;57,10;98,00;59,00;18,00;20,00
30,48;49,58;95,56;29,40;95,31;29,70;33,16;64,60;30,00;29,90;95,44;57,09;98,00;59,00;18,00;20,00
30,48;49,56;95,55;29,41;95,32;29,70;33,16;64,60;30,00;29,90;95,44;57,08;98,00;59,00;18,00;19,00
30,49;49,61;95,56;29,41;95,31;29,70;33,16;64,60;30,00;29,90;95,44;57,10;98,00;58,00;18,00;19,00
30,49;49,73;95,56;29,42;95,32;29,70;33,16;64,60;30,00;29,90;95,44;57,17;98,00;59,00;18,00;20,00
30,49;49,83;95,56;29,42;95,31;29,70;33,16;64,60;30,00;29,90;95,43;57,22;98,00;59,00;18,00;20,00
30,49;49,89;95,55;29,41;95,31;29,70;33,16;64,60;30,00;29,90;95,43;57,25;98,00;59,00;18,00;20,00
30,50;49,89;95,56;29,42;95,33;29,70;33,16;64,60;30,00;29,91;95,45;57,25;98,00;59,00;18,00;20,00
30,50;49,87;95,56;29,42;95,32;29,70;33,16;64,60;30,00;29,91;95,44;57,23;98,00;61,00;18,00;20,00
30,50;49,87;95,56;29,43;95,32;29,70;33,18;64,70;30,00;29,91;95,44;57,28;98,00;59,00;18,00;20,00
30,51;49,87;95,55;29,44;95,32;29,70;33,18;64,70;30,00;29,91;95,44;57,29;98,00;59,00;18,00;20,00
30,51;49,81;95,55;29,43;95,31;29,70;33,18;64,70;30,00;29,91;95,43;57,26;98,00;58,00;18,00;19,00
30,51;49,79;95,56;29,43;95,31;29,70;33,18;64,70;30,00;29,91;95,43;57,25;98,00;59,00;18,00;19,00
30,51;49,77;95,56;29,42;95,31;29,70;33,16;64,60;30,00;29,91;95,43;57,18;98,00;60,00;18,00;19,00
30,51;49,72;95,56;29,44;95,32;29,70;33,16;64,60;30,00;29,91;95,44;57,16;98,00;59,00;18,00;19,00
30,52;49,72;95,56;29,44;95,32;29,70;33,16;64,60;30,00;29,91;95,44;57,16;98,00;61,00;18,00;19,00
30,52;49,78;95,56;29,43;95,31;29,70;33,16;64,60;30,00;29,91;95,43;57,19;98,00;59,00;18,00;19,00
30,52;49,88;95,56;29,43;95,31;29,70;33,16;64,60;30,00;29,91;95,44;57,24;98,00;59,00;18,00;19,00
30,53;49,99;95,56;29,44;95,32;29,70;33,16;64,60;30,00;29,92;95,44;57,29;98,00;59,00;18,00;19,00
30,53;50,08;95,56;29,44;95,31;29,80;33,37;64,60;30,00;29,94;95,44;57,34;98,00;58,00;18,00;19,00
30,53;50,18;95,56;29,45;95,32;29,80;33,37;64,60;30,00;29,95;95,44;57,39;98,00;60,00;18,00;19,00
30,52;50,25;95,55;29,44;95,32;29,80;33,39;64,70;30,00;29,94;95,44;57,47;97,00;59,00;17,00;19,00
30,53;50,22;95,56;29,45;95,32;29,80;33,39;64,70;30,00;29,95;95,44;57,46;98,00;58,00;17,00;19,00
30,53;50,20;95,56;29,45;95,31;29,80;33,41;64,80;30,00;29,95;95,43;57,50;97,00;57,00;17,00;19,00
30,53;50,13;95,56;29,45;95,32;29,80;33,41;64,80;30,00;29,94;95,44;57,47;98,00;59,00;17,00;19,00
30,54;50,08;95,56;29,45;95,31;29,80;33,43;64,90;30,00;29,95;95,44;57,49;97,00;59,00;17,00;19,00
30,54;49,96;95,55;29,46;95,31;29,80;33,43;64,90;30,00;29,95;95,43;57,43;98,00;59,00;17,00;19,00
30,54;49,89;95,55;29,46;95,31;29,80;33,45;65,00;30,00;29,95;95,43;57,44;98,00;60,00;17,00;19,00
30,54;49,79;95,56;29,45;95,31;29,80;33,45;65,00;30,00;29,95;95,43;57,40;98,00;59,00;17,00;19,00
30,54;49,75;95,56;29,47;95,31;29,80;33,43;64,90;30,00;29,95;95,43;57,33;98,00;59,00;17,00;19,00
30,55;49,67;95,55;29,46;95,31;29,80;33,43;64,90;30,00;29,95;95,43;57,29;98,00;59,00;17,00;18,00
30,55;49,63;95,55;29,47;95,32;29,80;33,41;64,80;30,00;29,95;95,43;57,21;98,00;59,00;17,00;18,00
30,55;49,60;95,56;29,47;95,32;29,80;33,41;64,80;30,00;29,96;95,44;57,20;98,00;59,00;17,00;18,00
30,55;49,56;95,56;29,47;95,31;29,80;33,41;64,80;30,00;29,95;95,43;57,18;98,00;59,00;17,00;18,00
30,55;49,49;95,56;29,46;95,31;29,80;33,41;64,80;30,00;29,95;95,43;57,15;98,00;58,00;17,00;18,00
30,55;49,42;95,56;29,45;95,31;29,80;33,39;64,70;30,00;29,95;95,43;57,06;98,00;58,00;17,00;18,00
30,55;49,37;95,55;29,47;95,31;29,80;33,39;64,70;30,00;29,95;95,43;57,03;98,00;59,00;17,00;18,00
30,56;49,34;95,55;29,47;95,31;29,80;33,35;64,50;30,00;29,96;95,43;56,92;98,00;59,00;17,00;18,00
30,56;49,31;95,56;29,47;95,31;29,80;33,35;64,50;30,00;29,96;95,43;56,91;98,00;59,00;17,00;18,00
30,57;49,29;95,56;29,48;95,31;29,80;33,33;64,40;30,00;29,96;95,43;56,84;98,00;59,00;17,00;18,00
30,57;49,27;95,56;29,47;95,31;29,80;33,33;64,40;30,00;29,96;95,43;56,83;98,00;61,00;17,00;18,00
30,57;49,23;95,56;29,47;95,31;29,80;33,31;64,30;30,00;29,96;95,43;56,77;98,00;56,00;17,00;18,00
30,57;49,22;95,55;29,48;95,32;29,80;33,31;64,30;30,00;29,96;95,44;56,76;98,00;58,00;17,00;18,00
30,57;49,19;95,55;29,47;95,31;29,80;33,29;64,20;30,00;29,96;95,43;56,69;98,00;58,00;17,00;18,00
30,58;49,15;95,56;29,48;95,32;29,80;33,29;64,20;30,00;29,97;95,44;56,68;98,00;59,00;17,00;18,00
30,57;49,14;95,55;29,48;95,31;29,80;33,27;64,10;30,00;29,96;95,43;56,62;98,00;59,00;17,00;18,00
30,58;49,14;95,55;29,48;95,31;29,80;33,27;64,10;30,00;29,97;95,43;56,62;98,00;59,00;17,00;18,00
30,58;49,15;95,55;29,49;95,31;29,90;33,48;64,10;30,00;29,99;95,43;56,63;98,00;59,00;17,00;18,00
30,58;49,21;95,56;29,49;95,31;29,90;33,48;64,10;30,00;29,99;95,43;56,66;98,00;59,00;17,00;18,00
30,58;49,39;95,56;29,49;95,31;29,90;33,48;64,10;30,00;29,99;95,44;56,75;98,00;59,00;17,00;18,00
30,59;49,62;95,55;29,49;95,31;29,90;33,48;64,10;30,00;30,00;95,43;56,86;98,00;59,00;17,00;19,00
30,59;49,75;95,55;29,50;95,31;29,90;33,48;64,10;30,00;30,00;95,43;56,93;98,00;59,00;17,00;18,00
30,59;49,77;95,55;29,49;95,31;29,90;33,48;64,10;30,00;29,99;95,43;56,93;98,00;59,00;17,00;18,00
30,59;49,78;95,56;29,50;95,32;29,90;33,52;64,30;30,25;30,06;95,44;57,04;98,00;58,00;17,00;18,00
30,59;49,74;95,56;29,49;95,31;29,90;33,52;64,30;30,25;30,06;95,44;57,02;98,00;56,00;17,00;18,00
30,59;49,70;95,56;29,50;95,31;29,90;33,56;64,50;30,25;30,06;95,43;57,10;98,00;59,00;17,00;18,00
30,60;49,63;95,55;29,51;95,31;29,90;33,56;64,50;30,25;30,06;95,43;57,07;98,00;57,00;17,00;18,00
30,60;49,60;95,56;29,49;95,31;29,90;33,58;64,60;30,25;30,06;95,43;57,10;98,00;59,00;17,00;18,00
30,61;49,55;95,55;29,51;95,31;29,90;33,58;64,60;30,25;30,07;95,43;57,08;98,00;59,00;17,00;18,00
30,60;49,52;95,56;29,50;95,31;29,90;33,58;64,60;30,25;30,06;95,43;57,06;98,00;59,00;17,00;18,00
30,60;49,47;95,56;29,51;95,31;29,90;33,58;64,60;30,25;30,06;95,43;57,04;98,00;57,00;17,00;18,00
30,60;49,42;95,55;29,49;95,31;29,90;33,58;64,60;30,25;30,06;95,43;57,01;98,00;61,00;17,00;18,00
30,61;49,35;95,55;29,52;95,31;29,90;33,58;64,60;30,25;30,07;95,43;56,97;98,00;59,00;17,00;18,00
30,61;49,43;95,56;29,52;95,32;29,90;33,56;64,50;30,25;30,07;95,44;56,96;98,00;59,00;16,00;18,00
30,61;49,95;95,56;29,52;95,31;29,90;33,56;64,50;30,25;30,07;95,44;57,22;98,00;59,00;17,00;18,00
30,61;50,21;95,55;29,52;95,32;29,90;33,56;64,50;30,25;30,07;95,44;57,35;98,00;58,00;17,00;18,00
30,62;50,31;95,56;29,52;95,31;29,90;33,56;64,50;30,25;30,07;95,44;57,41;98,00;58,00;17,00;19,00
30,62;50,30;95,55;29,52;95,31;29,90;33,56;64,50;30,25;30,07;95,43;57,40;98,00;59,00;17,00;19,00
30,62;50,20;95,56;29,52;95,33;29,90;33,56;64,50;30,25;30,07;95,44;57,35;98,00;59,00;17,00;19,00
30,62;50,19;95,56;29,51;95,31;29,90;33,58;64,60;30,25;30,07;95,43;57,39;98,00;59,00;17,00;19,00
30,63;50,42;95,56;29,53;95,32;29,90;33,58;64,60;30,25;30,08;95,44;57,51;98,00;59,00;17,00;19,00
30,62;50,78;95,55;29,51;95,31;29,90;33,60;64,70;30,25;30,07;95,43;57,74;98,00;59,00;17,00;19,00
30,63;51,21;95,55;29,52;95,31;29,90;33,60;64,70;30,25;30,08;95,43;57,95;98,00;59,00;17,00;19,00
30,64;51,35;95,55;29,53;95,31;29,90;33,60;64,70;30,25;30,08;95,43;58,03;98,00;59,00;17,00;19,00
30,64;51,41;95,56;29,53;95,31;29,90;33,60;64,70;30,25;30,08;95,43;58,06;97,00;58,00;17,00;19,00
30,64;51,41;95,55;29,54;95,31;29,90;33,62;64,80;30,25;30,08;95,43;58,11;98,00;58,00;17,00;19,00
30,64;51,31;95,55;29,53;95,30;29,90;33,62;64,80;30,25;30,08;95,43;58,05;98,00;59,00;17,00;19,00
30,65;51,15;95,55;29,53;95,31;30,00;33,86;64,90;30,25;30,11;95,43;58,03;98,00;59,00;17,00;18,00
30,65;50,90;95,56;29,54;95,31;30,00;33,86;64,90;30,25;30,11;95,43;57,90;98,00;59,00;17,00;18,00
30,65;50,72;95,56;29,55;95,31;30,00;33,90;65,10;30,25;30,11;95,44;57,91;98,00;58,00;17,00;18,00
30,65;50,45;95,55;29,55;95,31;30,00;33,90;65,10;30,25;30,11;95,43;57,78;98,00;59,00;16,00;18,00
30,65;50,22;95,55;29,55;95,31;30,00;33,88;65,00;30,25;30,11;95,43;57,61;98,00;59,00;16,00;18,00
30,66;50,01;95,56;29,54;95,31;30,00;33,88;65,00;30,25;30,11;95,43;57,51;98,00;59,00;16,00;18,00
30,65;49,86;95,56;29,53;95,31;30,00;33,86;64,90;30,25;30,11;95,43;57,38;98,00;58,00;16,00;18,00
30,65;49,79;95,56;29,53;95,31;30,00;33,86;64,90;30,25;30,11;95,43;57,35;98,00;58,00;16,00;18,00
30,66;49,79;95,55;29,55;95,31;30,00;33,79;64,60;30,25;30,11;95,43;57,20;98,00;57,00;17,00;18,00
30,66;49,89;95,55;29,55;95,31;30,00;33,79;64,60;30,25;30,12;95,43;57,24;98,00;58,00;17,00;18,00
30,66;49,88;95,56;29,55;95,31;30,00;33,77;64,50;30,25;30,11;95,43;57,19;98,00;59,00;17,00;18,00
30,66;49,83;95,55;29,56;95,31;30,00;33,77;64,50;30,25;30,12;95,43;57,17;98,00;59,00;17,00;18,00
30,66;49,85;95,55;29,56;95,32;30,00;33,75;64,40;30,25;30,12;95,44;57,13;98,00;58,00;17,00;18,00
30,67;50,09;95,56;29,56;95,31;30,00;33,75;64,40;30,25;30,12;95,43;57,25;98,00;59,00;17,00;19,00
30,67;50,21;95,56;29,55;95,31;30,00;33,75;64,40;30,25;30,12;95,43;57,31;98,00;58,00;17,00;19,00
30,67;50,45;95,56;29,56;95,31;30,00;33,75;64,40;30,25;30,12;95,43;57,43;98,00;58,00;17,00;19,00
30,66;50,51;95,56;29,56;95,31;30,00;33,77;64,50;30,25;30,12;95,44;57,50;98,00;60,00;17,00;19,00
30,66;50,67;95,55;29,55;95,31;30,00;33,77;64,50;30,25;30,12;95,43;57,58;97,00;59,00;17,00;19,00
30,66;50,84;95,56;29,56;95,31;30,00;33,79;64,60;30,25;30,12;95,43;57,72;98,00;59,00;17,00;19,00
30,65;50,55;95,55;29,55;95,31;30,00;33,79;64,60;30,25;30,11;95,43;57,58;98,00;59,00;17,00;19,00
30,64;50,07;95,55;29,53;95,32;30,00;33,88;65,00;30,25;30,11;95,44;57,53;98,00;59,00;17,00;19,00
30,65;50,00;95,55;29,56;95,33;30,00;33,88;65,00;30,25;30,11;95,44;57,50;98,00;59,00;17,00;19,00
30,65;50,02;95,55;29,53;95,31;30,00;33,90;65,10;30,25;30,11;95,43;57,56;98,00;59,00;17,00;19,00
30,65;50,00;95,56;29,55;95,31;30,00;33,90;65,10;30,25;30,11;95,43;57,55;98,00;58,00;17,00;18,00
30,66;49,94;95,55;29,54;95,31;30,00;33,88;65,00;30,25;30,11;95,43;57,47;98,00;59,00;17,00;18,00
30,66;49,85;95,55;29,55;95,31;30,00;33,88;65,00;30,25;30,11;95,43;57,43;98,00;58,00;17,00;18,00
30,66;49,73;95,55;29,54;95,31;30,00;33,86;64,90;30,25;30,11;95,43;57,31;98,00;59,00;16,00;18,00
30,66;49,62;95,55;29,53;95,31;30,00;33,86;64,90;30,25;30,11;95,43;57,26;98,00;58,00;16,00;18,00
30,66;49,68;95,55;29,53;95,31;30,10;34,03;64,70;30,25;30,14;95,43;57,19;98,00;59,00;16,00;18,00
30,66;49,60;95,55;29,52;95,31;30,10;34,03;64,70;30,25;30,13;95,43;57,15;98,00;59,00;16,00;18,00
30,67;49,56;95,56;29,52;95,31;30,10;33,99;64,50;30,25;30,14;95,43;57,03;98,00;59,00;16,00;18,00
30,67;49,47;95,55;29,53;95,32;30,10;33,99;64,50;30,25;30,14;95,44;56,98;98,00;59,00;16,00;18,00
30,67;49,37;95,56;29,53;95,32;30,10;33,94;64,30;30,25;30,14;95,44;56,83;98,00;59,00;16,00;17,00
30,67;49,37;95,55;29,55;95,32;30,10;33,94;64,30;30,25;30,14;95,43;56,83;98,00;58,00;16,00;17,00
30,68;49,46;95,56;29,55;95,32;30,10;33,88;64,00;30,25;30,14;95,44;56,73;98,00;59,00;16,00;17,00
30,68;49,47;95,55;29,54;95,31;30,10;33,88;64,00;30,25;30,14;95,43;56,74;98,00;59,00;16,00;17,00
30,68;49,47;95,56;29,55;95,31;30,10;33,83;63,80;30,25;30,14;95,43;56,64;98,00;59,00;16,00;18,00
30,68;49,97;95,55;29,55;95,31;30,10;33,83;63,80;30,25;30,14;95,43;56,88;98,00;61,00;16,00;18,00
30,69;50,40;95,56;29,55;95,31;30,10;33,81;63,70;30,25;30,15;95,43;57,05;98,00;57,00;16,00;18,00
30,69;50,69;95,56;29,55;95,31;30,10;33,81;63,70;30,25;30,15;95,43;57,20;98,00;59,00;16,00;18,00
30,69;50,70;95,56;29,55;95,31;30,10;33,81;63,70;30,25;30,15;95,43;57,20;98,00;59,00;16,00;18,00
30,69;50,26;95,56;29,55;95,31;30,10;33,81;63,70;30,25;30,15;95,44;56,98;98,00;59,00;16,00;18,00
30,69;50,12;95,55;29,55;95,31;30,10;33,88;64,00;30,25;30,15;95,43;57,06;98,00;58,00;16,00;18,00
30,69;50,52;95,55;29,55;95,31;30,10;33,88;64,00;30,25;30,15;95,43;57,26;98,00;59,00;17,00;18,00
30,69;50,67;95,55;29,55;95,31;30,10;33,85;63,90;30,25;30,15;95,43;57,29;98,00;60,00;16,00;18,00
30,69;50,31;95,55;29,53;95,31;30,10;33,85;63,90;30,25;30,14;95,43;57,10;98,00;59,00;17,00;18,00
30,69;50,14;95,55;29,55;95,31;30,10;33,88;64,00;30,25;30,15;95,43;57,07;98,00;58,00;17,00;18,00
30,70;50,00;95,55;29,55;95,31;30,10;33,88;64,00;30,25;30,15;95,43;57,00;97,00;58,00;16,00;18,00
30,70;50,03;95,56;29,56;95,31;30,10;33,88;64,00;30,25;30,15;95,43;57,01;98,00;58,00;16,00;18,00
30,70;50,10;95,55;29,55;95,31;30,10;33,88;64,00;30,25;30,15;95,43;57,05;98,00;60,00;16,00;18,00
30,70;50,08;95,56;29,56;95,31;30,10;33,81;63,70;30,25;30,15;95,44;56,89;98,00;59,00;16,00;18,00
30,70;49,95;95,56;29,56;95,32;30,10;33,81;63,70;30,25;30,15;95,44;56,82;98,00;59,00;16,00;18,00
30,70;49,83;95,55;29,55;95,31;30,10;33,81;63,70;30,25;30,15;95,43;56,77;98,00;59,00;16,00;17,00
30,71;49,75;95,56;29,56;95,31;30,10;33,81;63,70;30,25;30,15;95,43;56,72;98,00;57,00;16,00;17,00
30,71;49,69;95,55;29,55;95,31;30,10;33,81;63,70;30,25;30,15;95,43;56,69;98,00;59,00;16,00;17,00
30,71;49,59;95,55;29,56;95,32;30,10;33,81;63,70;30,25;30,15;95,44;56,64;98,00;58,00;16,00;17,00
30,71;49,52;95,56;29,56;95,32;30,10;33,83;63,80;30,25;30,15;95,44;56,66;98,00;59,00;16,00;17,00
30,72;49,45;95,55;29,57;95,32;30,10;33,83;63,80;30,25;30,16;95,44;56,63;98,00;56,00;16,00;17,00
30,72;49,37;95,56;29,57;95,31;30,20;34,04;63,80;30,25;30,18;95,44;56,59;98,00;58,00;16,00;17,00
30,72;49,28;95,56;29,57;95,31;30,20;34,04;63,80;30,25;30,18;95,43;56,54;98,00;59,00;16,00;17,00
30,72;49,23;95,55;29,57;95,31;30,20;34,02;63,70;30,25;30,18;95,43;56,46;98,00;58,00;16,00;17,00
30,73;49,19;95,56;29,57;95,31;30,20;34,02;63,70;30,25;30,19;95,43;56,45;98,00;59,00;16,00;17,00
