BME280_Temperature;BME280_Humidity;BME280_Airpressure;BMP180_Temperature;BMP180_Airpressure;DHT_Temperature;DHT_HEAT_INDEX;DHT_Humidity;RTC_Temperature;TOTAL_Temperature;TOTAL_Airpressure;TOTAL_Humidity;Brightness;Loudness;MQ2;MQ135
28,53;48,96;96,51;27,34;60,42;28,20;30,10;62,90;27,75;27,95;78,46;55,93;65,00;59,00;6,00;5,00;100,10
28,53;48,93;96,51;27,34;60,42;28,20;30,09;62,80;27,75;27,96;78,47;55,87;65,00;58,00;6,00;5,00;127,00
28,54;48,90;96,51;27,33;60,41;28,20;30,09;62,80;27,75;27,95;78,46;55,85;65,00;59,00;6,00;5,00;72,90
28,54;48,92;96,51;27,32;60,41;28,20;30,10;62,90;27,75;27,95;78,46;55,91;65,00;59,00;6,00;5,00;127,10
28,54;48,92;96,51;27,34;60,42;28,20;30,10;62,90;27,75;27,96;78,47;55,91;65,00;59,00;6,00;5,00;72,90
28,54;48,95;96,51;27,34;60,42;28,20;30,10;62,90;27,75;27,96;78,46;55,92;65,00;59,00;6,00;5,00;127,20
28,54;48,95;96,51;27,33;60,41;28,20;30,10;62,90;27,75;27,95;78,46;55,92;65,00;59,00;6,00;5,00;72,80
28,54;48,93;96,51;27,32;60,41;28,20;30,09;62,80;27,75;27,95;78,46;55,87;66,00;59,00;6,00;5,00;127,20
28,54;49,17;96,51;27,32;60,41;28,20;30,09;62,80;27,75;27,95;78,46;55,98;66,00;59,00;6,00;5,00;72,80
28,54;49,36;96,52;27,33;60,41;28,20;30,09;62,80;27,75;27,95;78,46;56,08;66,00;59,00;6,00;5,00;100,00
28,54;49,29;96,51;27,32;60,41;28,20;30,09;62,80;27,75;27,95;78,46;56,05;65,00;59,00;6,00;5,00;127,10
28,54;49,23;96,51;27,32;60,41;28,20;30,09;62,80;27,75;27,95;78,46;56,01;65,00;58,00;6,00;5,00;72,90
28,54;49,14;96,51;27,33;60,41;28,20;30,12;63,00;27,75;27,95;78,46;56,07;66,00;59,00;6,00;5,00;127,20
28,54;49,08;96,51;27,32;60,41;28,20;30,12;63,00;27,75;27,95;78,46;56,04;66,00;59,00;6,00;5,00;72,80
28,54;49,55;96,51;27,32;60,41;28,20;30,13;63,10;27,75;27,95;78,46;56,33;65,00;59,00;6,00;5,00;127,20
28,53;50,34;96,51;27,31;60,40;28,20;30,13;63,10;27,75;27,95;78,46;56,72;65,00;59,00;6,00;5,00;72,80
28,53;50,58;96,51;27,31;60,40;28,20;30,13;63,10;27,75;27,95;78,46;56,84;65,00;58,00;6,00;6,00;100,10
28,54;50,67;96,51;27,34;60,42;28,20;30,13;63,10;27,75;27,96;78,47;56,88;66,00;59,00;6,00;6,00;127,00
28,54;50,52;96,52;27,32;60,41;28,20;30,13;63,10;27,75;27,95;78,46;56,81;65,00;59,00;6,00;6,00;72,90
28,54;50,35;96,51;27,31;60,40;28,20;30,21;63,70;27,75;27,95;78,46;57,03;65,00;59,00;6,00;6,00;127,10
28,54;50,25;96,51;27,30;60,39;28,20;30,21;63,70;27,75;27,95;78,45;56,98;65,00;59,00;6,00;6,00;72,90
28,54;50,03;96,51;27,32;60,41;28,20;30,22;63,80;27,75;27,95;78,46;56,91;65,00;59,00;6,00;6,00;127,20
28,54;50,02;96,51;27,31;60,40;28,20;30,22;63,80;27,75;27,95;78,46;56,91;65,00;59,00;6,00;6,00;72,80
28,54;50,07;96,51;27,33;60,41;28,20;30,23;63,90;27,75;27,95;78,46;56,99;65,00;58,00;6,00;6,00;127,20
28,54;50,03;96,51;27,31;60,40;28,20;30,23;63,90;27,75;27,95;78,46;56,96;66,00;59,00;6,00;6,00;72,80
28,54;50,05;96,51;27,33;60,41;28,20;30,23;63,90;27,75;27,95;78,46;56,97;66,00;59,00;6,00;6,00;100,00
28,54;50,14;96,52;27,31;60,40;28,20;30,23;63,90;27,75;27,95;78,46;57,02;65,00;58,00;6,00;6,00;127,10
28,54;50,03;96,51;27,31;60,40;28,20;30,23;63,90;27,75;27,95;78,46;56,96;65,00;59,00;6,00;6,00;72,90
28,55;50,11;96,51;27,31;60,40;28,20;30,22;63,80;27,75;27,95;78,46;56,95;66,00;59,00;6,00;6,00;127,20
28,54;50,30;96,51;27,31;60,40;28,20;30,22;63,80;27,75;27,95;78,46;57,05;66,00;59,00;6,00;6,00;72,80
28,55;50,41;96,51;27,31;60,40;28,20;30,22;63,80;27,75;27,95;78,46;57,11;66,00;59,00;6,00;6,00;127,20
28,55;50,37;96,50;27,32;60,41;28,20;30,22;63,80;27,75;27,95;78,46;57,08;65,00;59,00;6,00;6,00;72,80
28,54;50,26;96,51;27,31;60,40;28,20;30,22;63,80;27,75;27,95;78,46;57,03;64,00;59,00;6,00;6,00;100,10
28,55;50,06;96,51;27,32;60,41;28,20;30,23;63,90;27,75;27,95;78,46;56,98;65,00;59,00;6,00;6,00;127,00
28,54;50,27;96,51;27,32;60,41;28,20;30,23;63,90;27,75;27,95;78,46;57,09;65,00;58,00;6,00;6,00;72,90
28,54;50,90;96,51;27,31;60,40;28,20;30,23;63,90;27,75;27,95;78,46;57,40;66,00;59,00;6,00;6,00;127,10
28,54;50,92;96,51;27,31;60,40;28,20;30,23;63,90;27,75;27,95;78,46;57,41;66,00;59,00;6,00;6,00;72,90
28,54;50,67;96,51;27,32;60,41;28,20;30,24;64,00;27,75;27,95;78,46;57,33;66,00;59,00;6,00;6,00;127,20
28,54;51,14;96,51;27,33;60,41;28,20;30,24;64,00;27,75;27,95;78,46;57,57;66,00;59,00;6,00;6,00;72,80
28,54;51,16;96,52;27,31;60,40;28,20;30,27;64,20;27,75;27,95;78,46;57,68;66,00;59,00;6,00;6,00;127,20
28,55;51,07;96,51;27,30;60,39;28,20;30,27;64,20;27,75;27,95;78,45;57,64;66,00;59,00;6,00;6,00;72,80
28,55;51,16;96,51;27,30;60,39;28,20;30,27;64,20;27,75;27,95;78,45;57,68;65,00;59,00;6,00;6,00;100,00
28,55;51,09;96,52;27,31;60,40;28,20;30,30;64,40;27,75;27,95;78,46;57,74;65,00;59,00;6,00;6,00;127,10
28,55;50,92;96,52;27,32;60,41;28,20;30,30;64,40;27,75;27,96;78,46;57,66;62,00;59,00;6,00;6,00;72,90
28,55;51,16;96,51;27,33;60,41;28,20;30,32;64,60;27,75;27,96;78,46;57,88;65,00;59,00;6,00;6,00;127,20
28,54;51,92;96,51;27,34;60,42;28,20;30,32;64,60;27,75;27,96;78,46;58,26;65,00;59,00;6,00;6,00;72,80
28,54;52,11;96,51;27,31;60,40;28,20;30,33;64,70;27,75;27,95;78,45;58,40;64,00;59,00;6,00;6,00;127,20
28,55;52,27;96,51;27,32;60,41;28,20;30,33;64,70;27,75;27,96;78,46;58,48;65,00;59,00;6,00;6,00;72,80
28,54;52,33;96,52;27,31;60,40;28,20;30,33;64,70;27,75;27,95;78,46;58,52;64,00;59,00;6,00;6,00;100,10
28,54;52,03;96,51;27,32;60,41;28,20;30,39;65,10;27,75;27,95;78,46;58,56;63,00;59,00;6,00;6,00;127,00
28,54;51,76;96,51;27,31;60,40;28,20;30,39;65,10;27,75;27,95;78,46;58,43;64,00;58,00;6,00;6,00;72,90
28,54;52,19;96,51;27,32;60,41;28,20;30,44;65,50;27,75;27,95;78,46;58,84;64,00;59,00;6,00;6,00;127,10
28,55;52,37;96,51;27,32;60,41;28,20;30,44;65,50;27,75;27,95;78,46;58,93;65,00;59,00;6,00;6,00;72,90
28,54;52,67;96,51;27,33;60,41;28,20;30,43;65,40;27,75;27,95;78,46;59,04;64,00;59,00;6,00;6,00;127,20
28,54;52,87;96,52;27,33;60,41;28,20;30,43;65,40;27,75;27,95;78,47;59,14;64,00;59,00;6,00;6,00;72,80
28,53;52,67;96,52;27,31;60,40;28,20;30,45;65,60;27,75;27,95;78,46;59,13;65,00;58,00;6,00;6,00;127,20
28,54;52,43;96,51;27,31;60,40;28,20;30,45;65,60;27,75;27,95;78,46;59,02;65,00;59,00;6,00;6,00;72,80
28,54;52,41;96,51;27,31;60,40;28,20;30,45;65,60;27,75;27,95;78,46;59,01;65,00;59,00;6,00;6,00;100,00
28,54;52,29;96,51;27,32;60,41;28,20;30,48;65,80;27,75;27,95;78,46;59,04;64,00;59,00;6,00;6,00;127,10
28,54;52,18;96,51;27,33;60,41;28,20;30,48;65,80;27,75;27,95;78,46;58,99;64,00;59,00;6,00;6,00;72,90
28,55;52,32;96,51;27,32;60,41;28,20;30,49;65,90;27,75;27,96;78,46;59,11;65,00;58,00;6,00;6,00;127,20
28,55;52,21;96,51;27,32;60,41;28,20;30,49;65,90;27,75;27,95;78,46;59,06;66,00;59,00;6,00;6,00;72,80
28,55;51,73;96,52;27,33;60,41;28,20;30,48;65,80;27,75;27,96;78,47;58,76;65,00;59,00;6,00;6,00;127,20
28,55;51,72;96,51;27,34;60,42;28,20;30,48;65,80;27,75;27,96;78,46;58,76;65,00;59,00;6,00;6,00;72,80
28,55;51,96;96,51;27,33;60,41;28,20;30,48;65,80;27,75;27,96;78,46;58,88;65,00;59,00;6,00;6,00;100,10
28,56;51,58;96,52;27,34;60,42;28,20;30,44;65,50;27,75;27,96;78,47;58,54;66,00;59,00;6,00;6,00;127,00
28,56;52,11;96,51;27,34;60,42;28,20;30,44;65,50;27,75;27,96;78,47;58,80;66,00;59,00;6,00;6,00;72,90
28,55;52,59;96,51;27,34;60,42;28,20;30,39;65,10;27,75;27,96;78,47;58,85;65,00;59,00;6,00;6,00;127,10
28,56;52,78;96,52;27,34;60,42;28,20;30,39;65,10;27,75;27,96;78,47;58,94;65,00;59,00;6,00;6,00;72,90
28,56;52,63;96,51;27,34;60,42;28,20;30,40;65,20;27,75;27,96;78,46;58,91;66,00;59,00;6,00;6,00;127,20
28,56;52,42;96,51;27,32;60,41;28,20;30,40;65,20;27,75;27,96;78,46;58,81;66,00;59,00;6,00;6,00;72,80
28,56;52,01;96,50;27,32;60,41;28,20;30,43;65,40;27,75;27,96;78,46;58,70;65,00;59,00;6,00;6,00;127,20
28,56;52,10;96,51;27,34;60,42;28,20;30,43;65,40;27,75;27,96;78,46;58,75;65,00;59,00;6,00;6,00;72,80
28,56;52,48;96,51;27,35;60,43;28,20;30,43;65,40;27,75;27,96;78,47;58,94;66,00;59,00;6,00;6,00;100,00
28,56;52,62;96,51;27,34;60,42;28,20;30,44;65,50;27,75;27,96;78,47;59,06;67,00;58,00;6,00;6,00;127,10
28,56;52,56;96,51;27,34;60,42;28,20;30,44;65,50;27,75;27,96;78,46;59,03;64,00;59,00;6,00;6,00;72,90
28,56;52,64;96,51;27,34;60,42;28,20;30,45;65,60;27,75;27,96;78,47;59,12;64,00;59,00;6,00;6,00;127,20
28,57;52,53;96,51;27,34;60,42;28,20;30,45;65,60;27,75;27,97;78,47;59,06;64,00;59,00;6,00;6,00;72,80
28,56;52,17;96,51;27,35;60,43;28,20;30,48;65,80;27,75;27,96;78,47;58,98;65,00;59,00;6,00;6,00;127,20
28,56;51,87;96,51;27,34;60,42;28,20;30,48;65,80;27,75;27,96;78,46;58,84;65,00;59,00;6,00;6,00;72,80
28,57;51,68;96,51;27,35;60,43;28,20;30,48;65,80;27,75;27,97;78,47;58,74;65,00;59,00;6,00;6,00;100,10
28,56;51,33;96,51;27,34;60,42;28,20;30,49;65,90;27,75;27,96;78,47;58,62;65,00;59,00;6,00;6,00;127,00
28,57;51,25;96,51;27,34;60,42;28,20;30,49;65,90;27,75;27,96;78,47;58,57;65,00;59,00;6,00;6,00;72,90
28,56;51,55;96,51;27,34;60,42;28,20;30,47;65,70;27,75;27,96;78,47;58,62;59,00;59,00;6,00;6,00;127,10
28,56;51,56;96,51;27,35;60,43;28,20;30,47;65,70;27,75;27,96;78,47;58,63;63,00;59,00;6,00;6,00;72,90
28,56;51,93;96,51;27,34;60,42;28,20;30,45;65,60;27,75;27,96;78,47;58,77;64,00;59,00;6,00;6,00;127,20
28,56;52,18;96,51;27,35;60,43;28,20;30,45;65,60;27,75;27,96;78,47;58,89;65,00;59,00;6,00;6,00;72,80
28,56;52,19;96,51;27,35;60,43;28,20;30,45;65,60;27,75;27,96;78,47;58,89;64,00;58,00;6,00;6,00;127,20
28,57;51,99;96,51;27,35;60,43;28,20;30,45;65,60;27,75;27,97;78,47;58,79;64,00;59,00;6,00;6,00;72,80
28,57;51,93;96,51;27,36;60,44;28,20;30,45;65,60;27,75;27,97;78,47;58,77;64,00;59,00;6,00;6,00;100,00
28,57;52,09;96,51;27,35;60,43;28,20;30,47;65,70;27,75;27,97;78,47;58,89;64,00;58,00;6,00;6,00;127,10
28,57;51,88;96,51;27,35;60,43;28,20;30,47;65,70;27,75;27,97;78,47;58,79;64,00;59,00;6,00;6,00;72,90
28,57;52,26;96,52;27,34;60,42;28,20;30,48;65,80;27,75;27,96;78,47;59,03;64,00;59,00;6,00;6,00;127,20
28,57;52,33;96,51;27,35;60,43;28,20;30,48;65,80;27,75;27,97;78,47;59,06;63,00;59,00;6,00;6,00;72,80
28,56;52,13;96,51;27,32;60,41;28,20;30,48;65,80;27,75;27,96;78,46;58,97;64,00;59,00;6,00;6,00;127,20
28,56;51,99;96,51;27,34;60,42;28,20;30,48;65,80;27,75;27,96;78,47;58,89;64,00;59,00;6,00;6,00;72,80
28,56;51,92;96,51;27,35;60,43;28,20;30,48;65,80;27,75;27,96;78,47;58,86;64,00;59,00;6,00;6,00;100,10
28,56;51,83;96,51;27,34;60,42;28,20;30,49;65,90;27,75;27,96;78,47;58,86;64,00;59,00;6,00;6,00;127,00
28,55;51,81;96,51;27,35;60,43;28,20;30,49;65,90;27,75;27,96;78,47;58,85;64,00;59,00;6,00;6,00;72,90
28,56;52,01;96,51;27,34;60,42;28,20;30,48;65,80;27,75;27,96;78,47;58,90;65,00;58,00;6,00;6,00;127,10
28,57;52,00;96,51;27,34;60,42;28,20;30,48;65,80;27,75;27,96;78,46;58,90;65,00;59,00;6,00;6,00;72,90
28,56;52,31;96,51;27,34;60,42;28,20;30,48;65,80;27,75;27,96;78,46;59,06;64,00;59,00;6,00;6,00;127,20
28,56;52,18;96,51;27,35;60,43;28,20;30,48;65,80;27,75;27,96;78,47;58,99;64,00;59,00;6,00;6,00;72,80
28,56;51,93;96,51;27,33;60,41;28,20;30,48;65,80;27,75;27,96;78,46;58,87;64,00;59,00;6,00;6,00;127,20
28,56;51,55;96,51;27,34;60,42;28,20;30,48;65,80;27,75;27,96;78,46;58,67;64,00;59,00;6,00;6,00;72,80
28,56;51,47;96,51;27,32;60,41;28,20;30,48;65,80;27,75;27,96;78,46;58,63;64,00;59,00;6,00;6,00;100,00
28,57;51,20;96,52;27,34;60,42;28,20;30,49;65,90;27,75;27,96;78,47;58,55;65,00;59,00;6,00;6,00;127,10
28,57;51,19;96,51;27,33;60,41;28,20;30,49;65,90;27,75;27,96;78,46;58,54;65,00;59,00;6,00;6,00;72,90
28,57;51,59;96,52;27,35;60,43;28,20;30,48;65,80;27,75;27,97;78,47;58,70;64,00;59,00;6,00;6,00;127,20
28,57;51,38;96,51;27,35;60,43;28,20;30,48;65,80;27,75;27,97;78,47;58,59;63,00;59,00;6,00;6,00;72,80
28,56;51,51;96,52;27,34;60,42;28,20;30,47;65,70;27,75;27,96;78,47;58,61;64,00;59,00;6,00;6,00;127,20
28,54;51,41;96,51;27,34;60,42;28,20;30,47;65,70;27,75;27,96;78,47;58,56;64,00;59,00;6,00;6,00;72,80
28,56;51,28;96,51;27,34;60,42;28,20;30,47;65,70;27,75;27,96;78,47;58,49;64,00;59,00;6,00;6,00;100,10
28,56;51,33;96,51;27,32;60,41;28,30;30,60;65,40;27,75;27,98;78,46;58,37;63,00;59,00;6,00;6,00;127,00
28,55;51,37;96,51;27,34;60,42;28,30;30,60;65,40;27,75;27,98;78,46;58,38;64,00;59,00;6,00;6,00;72,90
28,55;51,29;96,52;27,32;60,41;28,20;30,41;65,30;27,75;27,95;78,46;58,29;64,00;59,00;6,00;6,00;127,10
28,55;51,83;96,51;27,32;60,41;28,20;30,41;65,30;27,75;27,96;78,46;58,56;64,00;59,00;6,00;6,00;72,90
28,55;52,22;96,51;27,34;60,42;28,20;30,40;65,20;27,75;27,96;78,47;58,71;64,00;59,00;6,00;6,00;127,20
28,56;52,30;96,51;27,33;60,41;28,20;30,40;65,20;27,75;27,96;78,46;58,75;64,00;58,00;6,00;6,00;72,80
28,55;52,31;96,51;27,34;60,42;28,20;30,43;65,40;27,75;27,96;78,47;58,86;64,00;59,00;6,00;6,00;127,20
28,55;52,08;96,51;27,34;60,42;28,20;30,43;65,40;27,75;27,96;78,47;58,74;64,00;59,00;6,00;6,00;72,80
28,56;51,73;96,52;27,34;60,42;28,20;30,43;65,40;27,75;27,96;78,47;58,56;63,00;59,00;6,00;6,00;100,00
28,55;51,81;96,52;27,32;60,41;28,20;30,43;65,40;27,75;27,96;78,46;58,60;64,00;59,00;6,00;6,00;127,10
28,55;51,87;96,51;27,33;60,41;28,20;30,43;65,40;27,75;27,96;78,46;58,64;64,00;59,00;6,00;6,00;72,90
28,55;51,56;96,51;27,32;60,41;28,20;30,41;65,30;27,75;27,96;78,46;58,43;63,00;58,00;6,00;6,00;127,20
28,55;51,41;96,52;27,32;60,41;28,20;30,41;65,30;27,75;27,96;78,47;58,36;63,00;59,00;6,00;6,00;72,80
28,54;51,63;96,51;27,33;60,41;28,20;30,43;65,40;27,75;27,95;78,46;58,51;64,00;59,00;6,00;6,00;127,20
28,54;51,50;96,51;27,31;60,40;28,20;30,43;65,40;27,75;27,95;78,46;58,45;64,00;59,00;6,00;6,00;72,80
28,54;51,02;96,51;27,31;60,40;28,20;30,43;65,40;27,75;27,95;78,46;58,21;64,00;59,00;6,00;6,00;100,10
28,54;50,89;96,51;27,30;60,39;28,20;30,43;65,40;27,75;27,95;78,45;58,15;63,00;59,00;6,00;6,00;127,00
28,55;50,64;96,52;27,30;60,39;28,20;30,43;65,40;27,75;27,95;78,46;58,02;63,00;59,00;6,00;6,00;72,90
28,53;50,64;96,51;27,31;60,40;28,20;30,39;65,10;27,75;27,95;78,46;57,87;63,00;59,00;6,00;6,00;127,10
28,53;51,32;96,51;27,29;60,39;28,20;30,39;65,10;27,75;27,94;78,45;58,21;64,00;59,00;6,00;6,00;72,90
28,53;51,39;96,51;27,30;60,39;28,20;30,35;64,80;27,75;27,95;78,45;58,09;62,00;59,00;6,00;6,00;127,20
28,53;51,29;96,51;27,30;60,39;28,20;30,35;64,80;27,75;27,95;78,45;58,04;64,00;59,00;6,00;6,00;72,80
28,54;51,37;96,51;27,29;60,39;28,20;30,37;65,00;27,75;27,95;78,45;58,18;64,00;59,00;6,00;6,00;127,20
28,53;51,44;96,51;27,28;60,38;28,20;30,37;65,00;27,75;27,94;78,45;58,22;63,00;59,00;6,00;6,00;72,80
28,53;51,31;96,51;27,30;60,39;28,20;30,37;65,00;27,75;27,95;78,45;58,15;63,00;59,00;6,00;6,00;100,00
28,54;51,11;96,51;27,31;60,40;28,20;30,37;65,00;27,75;27,95;78,46;58,05;64,00;59,00;6,00;6,00;127,10
28,54;50,80;96,51;27,32;60,41;28,20;30,37;65,00;27,75;27,95;78,46;57,90;64,00;58,00;6,00;6,00;72,90
28,54;50,95;96,51;27,31;60,40;28,20;30,35;64,80;27,75;27,95;78,46;57,87;63,00;59,00;6,00;6,00;127,20
28,53;50,87;96,51;27,31;60,40;28,20;30,35;64,80;27,75;27,95;78,45;57,84;64,00;59,00;6,00;6,00;72,80
28,54;50,46;96,52;27,32;60,41;28,20;30,33;64,70;27,75;27,95;78,46;57,58;64,00;59,00;6,00;6,00;127,20
28,54;50,15;96,51;27,30;60,39;28,20;30,33;64,70;27,75;27,95;78,45;57,43;63,00;59,00;6,00;6,00;72,80
28,54;49,91;96,51;27,30;60,39;28,20;30,33;64,70;27,75;27,95;78,45;57,31;64,00;59,00;6,00;6,00;100,10
28,55;49,78;96,51;27,31;60,40;28,20;30,33;64,70;27,75;27,95;78,45;57,24;64,00;59,00;6,00;6,00;127,00
28,55;49,87;96,51;27,30;60,39;28,20;30,33;64,70;27,75;27,95;78,45;57,29;64,00;59,00;6,00;6,00;72,90
28,55;50,60;96,52;27,31;60,40;28,20;30,30;64,40;27,75;27,95;78,46;57,50;64,00;59,00;6,00;6,00;127,10
28,55;50,80;96,51;27,32;60,41;28,20;30,30;64,40;27,75;27,96;78,46;57,60;63,00;59,00;6,00;6,00;72,90
28,55;50,68;96,51;27,32;60,41;28,20;30,28;64,30;27,75;27,96;78,46;57,49;64,00;58,00;6,00;6,00;127,20
28,55;50,75;96,51;27,32;60,41;28,20;30,28;64,30;27,75;27,96;78,46;57,52;64,00;58,00;6,00;6,00;72,80
28,55;50,51;96,51;27,32;60,41;28,20;30,31;64,50;27,75;27,96;78,46;57,51;63,00;59,00;6,00;6,00;127,20
28,55;50,24;96,51;27,33;60,41;28,20;30,31;64,50;27,75;27,96;78,46;57,37;63,00;59,00;6,00;6,00;72,80
28,54;50,30;96,51;27,32;60,41;28,20;30,31;64,50;27,75;27,95;78,46;57,40;61,00;59,00;6,00;6,00;100,00
28,55;50,74;96,51;27,32;60,41;28,20;30,31;64,50;27,75;27,96;78,46;57,62;61,00;59,00;6,00;6,00;127,10
28,54;50,62;96,51;27,32;60,41;28,20;30,31;64,50;27,75;27,95;78,46;57,56;61,00;59,00;6,00;6,00;72,90
28,55;50,37;96,51;27,31;60,40;28,20;30,30;64,40;27,75;27,95;78,46;57,38;61,00;59,00;6,00;6,00;127,20
28,55;50,11;96,51;27,31;60,40;28,20;30,30;64,40;27,75;27,95;78,46;57,25;61,00;59,00;6,00;6,00;72,80
28,55;49,88;96,51;27,31;60,40;28,20;30,30;64,40;27,75;27,95;78,46;57,14;61,00;59,00;6,00;6,00;127,20
28,55;49,72;96,51;27,31;60,40;28,20;30,30;64,40;27,75;27,95;78,46;57,06;61,00;59,00;6,00;6,00;72,80
28,56;49,61;96,51;27,32;60,41;28,20;30,30;64,40;27,75;27,96;78,46;57,01;61,00;59,00;6,00;6,00;100,10
28,57;49,51;96,51;27,32;60,41;28,20;30,27;64,20;27,75;27,96;78,46;56,86;66,00;59,00;6,00;6,00;127,00
28,57;49,42;96,51;27,33;60,41;28,20;30,27;64,20;27,75;27,96;78,46;56,81;69,00;59,00;6,00;6,00;72,90
28,57;49,38;96,52;27,32;60,41;28,20;30,22;63,80;27,75;27,96;78,46;56,59;65,00;59,00;6,00;6,00;127,10
28,57;49,29;96,51;27,32;60,41;28,20;30,22;63,80;27,75;27,96;78,46;56,54;62,00;59,00;6,00;6,00;72,90
28,57;49,21;96,51;27,30;60,39;28,20;30,18;63,50;27,75;27,96;78,45;56,35;80,00;59,00;6,00;6,00;127,20
28,56;49,15;96,51;27,31;60,40;28,20;30,18;63,50;27,75;27,96;78,46;56,33;80,00;59,00;6,00;6,00;72,80
28,56;49,12;96,51;27,31;60,40;28,20;30,15;63,30;27,75;27,95;78,46;56,21;79,00;59,00;6,00;5,00;127,20
28,55;49,06;96,51;27,31;60,40;28,20;30,15;63,30;27,75;27,95;78,46;56,18;79,00;59,00;6,00;5,00;72,80
28,55;49,00;96,51;27,31;60,40;28,20;30,15;63,30;27,75;27,95;78,46;56,15;78,00;59,00;5,00;5,00;100,00
28,55;48,94;96,51;27,30;60,39;28,20;30,13;63,10;27,75;27,95;78,45;56,02;77,00;58,00;5,00;5,00;127,10
28,56;48,90;96,51;27,31;60,40;28,20;30,13;63,10;27,75;27,96;78,46;56,00;76,00;59,00;5,00;5,00;72,90
28,55;48,87;96,52;27,31;60,40;28,20;30,10;62,90;27,75;27,95;78,46;55,88;76,00;59,00;6,00;5,00;127,20
28,55;48,85;96,51;27,29;60,39;28,20;30,10;62,90;27,75;27,95;78,45;55,87;76,00;59,00;5,00;5,00;72,80
28,54;48,82;96,52;27,30;60,39;28,20;30,09;62,80;27,75;27,95;78,45;55,81;74,00;58,00;6,00;5,00;127,20
28,55;48,80;96,51;27,28;60,38;28,20;30,09;62,80;27,75;27,95;78,45;55,80;73,00;59,00;6,00;5,00;72,80
28,57;48,78;96,52;27,30;60,39;28,20;30,09;62,80;27,75;27,96;78,46;55,79;71,00;59,00;6,00;5,00;100,10
28,57;48,76;96,51;27,30;60,39;28,20;30,08;62,70;27,75;27,96;78,45;55,73;64,00;59,00;6,00;5,00;127,00
28,57;48,72;96,51;27,31;60,40;28,20;30,08;62,70;27,75;27,96;78,46;55,71;60,00;59,00;6,00;5,00;72,90
28,57;48,69;96,51;27,30;60,39;28,20;30,07;62,60;27,75;27,96;78,45;55,64;58,00;59,00;6,00;5,00;127,10
28,57;48,64;96,51;27,31;60,40;28,20;30,07;62,60;27,75;27,96;78,45;55,62;58,00;59,00;6,00;5,00;72,90
28,57;48,62;96,52;27,30;60,39;28,20;30,07;62,60;27,75;27,96;78,46;55,61;58,00;59,00;6,00;5,00;127,20
28,58;48,59;96,51;27,31;60,40;28,20;30,07;62,60;27,75;27,96;78,46;55,59;60,00;59,00;5,00;5,00;72,80
28,57;48,57;96,51;27,31;60,40;28,20;30,05;62,50;27,75;27,96;78,46;55,53;61,00;59,00;5,00;5,00;127,20
28,57;48,57;96,51;27,30;60,39;28,20;30,05;62,50;27,75;27,96;78,45;55,53;61,00;59,00;5,00;5,00;72,80
28,58;48,53;96,51;27,31;60,40;28,20;30,05;62,50;27,75;27,96;78,45;55,52;61,00;59,00;5,00;5,00;100,00
28,58;48,52;96,52;27,32;60,41;28,20;30,05;62,50;27,75;27,96;78,46;55,51;60,00;59,00;5,00;5,00;127,10
28,57;48,46;96,51;27,30;60,39;28,20;30,05;62,50;27,75;27,96;78,45;55,48;60,00;59,00;5,00;5,00;72,90
28,57;48,46;96,51;27,30;60,39;28,20;30,04;62,40;27,75;27,96;78,45;55,43;61,00;59,00;5,00;5,00;127,20
28,57;48,48;96,51;27,31;60,40;28,20;30,04;62,40;27,75;27,96;78,46;55,44;61,00;59,00;5,00;5,00;72,80
28,57;48,48;96,51;27,31;60,40;28,30;30,20;62,40;27,75;27,98;78,46;55,44;60,00;59,00;5,00;5,00;127,20
28,57;48,49;96,51;27,31;60,40;28,30;30,20;62,40;27,75;27,98;78,46;55,44;61,00;59,00;5,00;5,00;72,80
28,56;48,50;96,51;27,29;60,39;28,30;30,20;62,40;27,75;27,97;78,45;55,45;64,00;59,00;5,00;5,00;100,10
28,56;48,49;96,51;27,29;60,39;28,30;30,19;62,30;27,75;27,97;78,45;55,39;63,00;59,00;4,00;4,00;127,00
28,55;48,50;96,51;27,30;60,39;28,30;30,19;62,30;27,75;27,98;78,45;55,40;64,00;59,00;4,00;4,00;72,90
28,54;48,46;96,51;27,29;60,39;28,20;30,03;62,30;27,75;27,94;78,45;55,38;64,00;59,00;4,00;4,00;127,10
28,54;48,44;96,51;27,29;60,39;28,20;30,03;62,30;27,75;27,94;78,45;55,37;75,00;59,00;4,00;4,00;72,90
28,53;48,45;96,51;27,30;60,39;28,30;30,19;62,30;27,75;27,97;78,45;55,37;63,00;58,00;4,00;4,00;227,10
28,53;48,45;96,51;27,29;60,39;28,30;30,19;62,30;27,75;27,97;78,45;55,37;64,00;59,00;4,00;4,00;73,00
28,53;48,45;96,51;27,30;60,39;28,20;30,03;62,30;27,75;27,95;78,45;55,37;64,00;59,00;5,00;4,00;127,00
28,53;48,47;96,51;27,29;60,39;28,20;30,03;62,30;27,75;27,94;78,45;55,39;64,00;59,00;5,00;4,00;72,90
28,53;48,52;96,51;27,29;60,39;28,20;30,03;62,30;27,75;27,94;78,45;55,41;65,00;59,00;5,00;4,00;127,10
28,53;48,53;96,51;27,29;60,39;28,20;30,03;62,30;27,75;27,94;78,45;55,41;65,00;59,00;5,00;4,00;72,90
