BME280_Temperature;BME280_Humidity;BME280_Airpressure;BMP180_Temperature;BMP180_Airpressure;DHT_Temperature;DHT_HEAT_INDEX;DHT_Humidity;RTC_Temperature;TOTAL_Temperature;TOTAL_Airpressure;TOTAL_Humidity;Brightness;Loudness
 NAN; NAN; NAN;29,83;960,45;30,90;33,01;52,80;30,25; NAN; NAN; NAN;28,00;60,00
31,09;42,87;962,07;29,81;960,38;30,90;33,01;52,80;30,25;30,51;961,23;47,84;28,00;61,00
31,10;42,54;962,12;29,81;960,36;30,90;33,22;53,80;30,25;30,51;961,24;48,17;28,00;60,00
31,10;42,29;962,15;29,80;960,38;30,90;33,22;53,80;30,25;30,51;961,27;48,05;27,00;60,00
31,10;42,17;962,15;29,81;960,40;30,90;33,20;53,70;30,25;30,51;961,28;47,94;27,00;60,00
31,10;42,06;962,09;29,81;960,43;30,90;33,20;53,70;30,25;30,51;961,26;47,88;28,00;60,00
31,10;42,00;962,13;29,81;960,43;30,90;33,14;53,40;30,25;30,52;961,28;47,70;27,00;60,00
31,10;41,94;962,13;29,81;960,40;30,90;33,14;53,40;30,25;30,52;961,27;47,67;27,00;60,00
31,10;41,92;962,14;29,81;960,43;30,90;33,07;53,10;30,25;30,52;961,29;47,51;27,00;60,00
31,10;41,89;962,14;29,81;960,42;30,90;33,07;53,10;30,25;30,51;961,28;47,49;28,00;60,00
31,11;41,79;962,17;29,80;960,41;30,90;33,01;52,80;30,25;30,52;961,29;47,29;27,00;60,00
31,10;41,65;962,15;29,81;960,40;30,90;33,01;52,80;30,25;30,51;961,28;47,22;28,00;61,00
31,10;41,55;962,09;29,80;960,39;30,90;32,97;52,60;30,25;30,51;961,24;47,07;28,00;60,00
31,10;41,46;962,12;29,81;960,43;30,90;32,97;52,60;30,25;30,52;961,28;47,03;27,00;60,00
31,11;41,45;962,09;29,81;960,40;30,90;32,93;52,40;30,25;30,52;961,24;46,92;27,00;60,00
31,11;41,42;962,10;29,82;960,39;30,90;32,93;52,40;30,25;30,52;961,25;46,91;28,00;60,00
31,11;41,45;962,19;29,84;960,43;30,90;32,91;52,30;30,25;30,53;961,31;46,87;27,00;60,00
31,11;41,55;962,14;29,84;960,42;30,90;32,91;52,30;30,25;30,52;961,28;46,92;27,00;60,00
31,12;41,66;962,11;29,83;960,36;30,90;32,87;52,10;30,25;30,52;961,24;46,88;27,00;60,00
31,11;42,69;962,15;29,84;960,41;30,90;32,87;52,10;30,25;30,52;961,28;47,40;28,00;60,00
31,11;43,13;962,07;29,82;960,34;30,90;32,85;52,00;30,25;30,52;961,21;47,56;28,00;61,00
31,11;42,88;962,13;29,83;960,34;30,90;32,85;52,00;30,25;30,52;961,23;47,44;28,00;61,00
31,11;42,58;962,17;29,84;960,41;30,90;32,89;52,20;30,25;30,52;961,29;47,39;28,00;60,00
31,11;42,46;962,14;29,82;960,42;30,90;32,89;52,20;30,25;30,52;961,28;47,33;27,00;59,00
31,11;42,46;962,11;29,82;960,41;30,90;32,93;52,40;30,25;30,52;961,26;47,43;27,00;60,00
31,12;42,51;962,15;29,85;960,40;30,90;32,93;52,40;30,25;30,53;961,28;47,46;27,00;60,00
31,12;42,43;962,11;29,84;960,42;30,90;32,95;52,50;30,25;30,53;961,26;47,47;27,00;60,00
31,11;42,14;962,16;29,82;960,34;30,90;32,95;52,50;30,25;30,52;961,25;47,32;27,00;60,00
31,12;42,00;962,10;29,84;960,34;30,90;32,95;52,50;30,25;30,53;961,22;47,25;27,00;60,00
31,12;41,84;962,11;29,85;960,39;30,90;32,95;52,50;30,25;30,53;961,25;47,17;27,00;59,00
31,14;41,73;962,17;29,84;960,37;30,90;32,93;52,40;30,25;30,53;961,27;47,07;27,00;60,00
31,13;41,51;962,15;29,84;960,44;30,90;32,93;52,40;30,25;30,53;961,30;46,96;27,00;60,00
31,13;41,42;962,10;29,84;960,46;30,90;32,89;52,20;30,25;30,53;961,28;46,81;27,00;59,00
31,14;41,39;962,11;29,85;960,42;30,90;32,89;52,20;30,25;30,54;961,27;46,80;27,00;60,00
31,13;41,35;962,11;29,86;960,44;30,90;32,87;52,10;30,25;30,53;961,28;46,72;27,00;60,00
31,14;41,27;962,09;29,84;960,37;30,90;32,87;52,10;30,25;30,53;961,23;46,68;27,00;60,00
31,14;41,21;962,14;29,85;960,40;30,90;32,85;52,00;30,25;30,54;961,27;46,60;27,00;60,00
31,14;41,27;962,09;29,86;960,44;30,90;32,85;52,00;30,25;30,54;961,26;46,63;27,00;60,00
31,13;41,31;962,14;29,84;960,38;30,90;32,81;51,80;30,25;30,53;961,26;46,56;27,00;60,00
31,15;41,61;962,13;29,85;960,44;30,90;32,81;51,80;30,25;30,54;961,29;46,70;28,00;60,00
31,16;41,58;962,12;29,85;960,40;30,90;32,79;51,70;30,25;30,54;961,26;46,64;26,00;60,00
31,15;41,36;962,13;29,86;960,35;30,90;32,79;51,70;30,25;30,54;961,24;46,53;27,00;59,00
31,16;41,19;962,11;29,86;960,32;30,90;32,77;51,60;30,25;30,54;961,21;46,39;27,00;60,00
31,15;41,01;962,09;29,87;960,40;30,90;32,77;51,60;30,25;30,54;961,25;46,30;28,00;61,00
31,15;41,27;962,09;29,86;960,43;30,90;32,75;51,50;30,25;30,54;961,26;46,38;27,00;60,00
31,15;41,61;962,11;29,87;960,41;30,90;32,75;51,50;30,25;30,54;961,26;46,55;27,00;60,00
31,13;42,25;962,09;29,85;960,41;30,90;32,75;51,50;30,25;30,53;961,25;46,88;27,00;60,00
31,12;43,05;962,11;29,85;960,41;30,90;32,75;51,50;30,25;30,53;961,26;47,27;27,00;60,00
31,11;43,27;962,15;29,85;960,40;30,90;32,81;51,80;30,25;30,53;961,28;47,54;27,00;60,00
31,11;43,29;962,12;29,82;960,41;30,90;32,81;51,80;30,25;30,52;961,27;47,54;28,00;60,00
31,12;43,07;962,15;29,82;960,37;30,90;32,93;52,40;30,25;30,52;961,26;47,73;27,00;60,00
