Value;Average
8834839;8831937;1031;203
8834840;8831955;1031;-201
8834839;8831973;1031;-193
8834834;8831990;1031;-186
8834843;8832008;1031;-178
8834839;8832025;1031;-171
8834835;8832042;1031;-164
8834829;8832059;1031;-156
8834827;8832075;1031;-149
8834833;8832092;1031;-142
8834832;8832108;1031;-135
8834853;8832124;1031;-128
8834833;8832140;1031;-122
8834841;8832156;1031;-115
8834824;8832171;1031;-108
8834839;8832187;1031;-102
8834834;8832202;1031;-95
8834842;8832217;1031;-89
8834839;8832231;1031;-82
8834845;8832246;1031;-76
8834836;8832261;1031;-70
8834843;8832275;1031;-64
8834833;8832289;1031;-58
8834832;8832303;1031;-52
8834846;8832317;1031;-46
8834840;8832331;1031;-40
8834844;8832344;1031;-34
8834850;8832358;1031;-29
8834856;8832371;1031;-23
8834851;8832384;1031;-17
8834848;8832397;1031;-12
8834852;8832410;1031;-6
8834844;8832423;1031;-1
8834846;8832436;1031;4
8834841;8832448;1031;9
8834838;8832460;1031;14
8834854;8832473;1031;19
8834851;8832485;1031;24
8834851;8832497;1031;30
8834840;8832509;1031;35
8834848;8832520;1031;40
8834843;8832532;1031;45
8834851;8832543;1031;50
8834846;8832555;1031;54
8834841;8832566;1031;59
8834846;8832577;1031;64
8834845;8832588;1031;69
8834858;8832599;1031;73
8834864;8832610;1031;78
8834864;8832621;1031;83
8834861;8832632;1031;87
8834861;8832642;1031;92
8834866;8832653;1031;96
8834871;8832663;1031;100
8834857;8832674;1031;105
8834847;8832684;1031;109
8834857;8832694;1031;113
8834865;8832704;1031;118
8834876;8832714;1031;122
8834891;8832724;1031;126
8834884;8832734;1031;130
8834880;8832744;1031;134
8834884;8832753;1031;138
8834892;8832763;1031;142
8834867;8832772;1031;146
8834874;8832782;1031;-141
8834862;8832791;1031;-136
8834853;8832800;1031;-131
8834865;8832809;1031;-126
8834847;8832818;1031;-121
8834855;8832827;1031;-116
8834868;8832836;1031;-111
8834869;8832845;1031;-106
8834875;8832854;1031;-101
8834863;8832862;1031;-96
8834863;8832871;1031;-91
8834868;8832879;1031;-86
8834863;8832888;1031;-82
8834867;8832896;1031;-77
8834859;8832904;1031;-72
8834850;8832912;1031;-68
8834844;8832920;1031;-63
8834855;8832928;1031;-59
8834847;8832936;1031;-54
8834844;8832944;1031;-50
8834864;8832952;1031;-45
8834859;8832960;1031;-41
8834852;8832967;1031;-36
8834870;8832975;1031;-32
8834864;8832983;1031;-28
8834854;8832990;1031;-24
8834844;8832998;1031;-19
8834850;8833005;1031;-15
8834853;8833012;1031;-11
8834878;8833020;1031;-7
8834885;8833027;1031;-3
8834873;8833034;1031;0
8834871;8833042;1031;4
8834868;8833049;1031;8
8834877;8833056;1031;12
8834865;8833063;1031;16
8834860;8833070;1031;20
8834871;8833077;1031;24
8834873;8833083;1031;28
8834858;8833090;1031;32
8834871;8833097;1031;35
8834870;8833104;1031;39
8834853;8833110;1031;43
8834873;8833117;1031;47
8834840;8833123;1031;50
8834856;8833130;1031;54
8834844;8833136;1031;57
8834856;8833142;1031;61
8834861;8833149;1031;65
8834857;8833155;1031;68
8834853;8833161;1031;72
8834877;8833167;1031;75
8834841;8833173;1031;79
8834842;8833179;1031;82
8834863;8833185;1031;85
8834861;8833191;1031;89
8834861;8833197;1031;92
8834862;8833203;1031;96
8834851;8833209;1031;99
8834862;8833215;1031;102
8834858;8833221;1031;105
8834847;8833227;1031;109
8834853;8833232;1031;112
8834870;8833238;1031;-112
8834868;8833244;1031;-108
8834864;8833249;1031;-104
8834863;8833255;1031;-100
8834854;8833260;1031;-97
8834854;8833266;1031;-93
8834865;8833271;1031;-89
8834855;8833277;1031;-85
8834864;8833282;1031;-81
8834855;8833287;1031;-77
8834864;8833293;1031;-74
8834867;8833298;1031;-70
8834876;8833303;1031;-66
8834885;8833308;1031;-63
8834883;8833314;1031;-59
8834857;8833319;1031;-55
8834869;8833324;1031;-52
8834875;8833329;1031;-48
8834857;8833334;1031;-45
8834868;8833339;1031;-41
8834867;8833344;1031;-38
8834854;8833349;1031;-34
8834872;8833354;1031;-31
8834850;8833359;1031;-27
8834855;8833363;1031;-24
8834845;8833368;1031;-21
8834857;8833373;1031;-17
8834856;8833378;1031;-14
8834847;8833382;1031;-11
8834858;8833387;1031;-7
8834869;8833392;1031;-4
8834869;8833396;1031;-1
8834878;8833401;1031;2
8834880;8833406;1031;5
8834875;8833410;1031;8
8834877;8833415;1031;11
8834882;8833419;1031;14
8834891;8833424;1031;17
8834861;8833428;1031;21
8834893;8833433;1031;24
8834865;8833437;1031;27
8834859;8833441;1031;30
8834868;8833446;1031;33
8834875;8833450;1031;36
8834871;8833454;1031;39
8834856;8833459;1031;42
8834863;8833463;1031;45
8834861;8833467;1031;48
8834852;8833471;1031;51
8834866;8833475;1031;54
8834860;8833479;1031;56
8834852;8833483;1031;59
8834860;8833487;1031;62
8834856;8833491;1031;65
8834843;8833495;1031;68
8834858;8833499;1031;71
8834860;8833503;1031;74
8834853;8833507;1031;76
8834851;8833511;1031;79
8834864;8833515;1031;82
8834861;8833519;1031;85
8834858;8833523;1031;87
8834853;8833527;1031;90
8834860;8833530;1031;93
8834868;8833534;1031;-90
8834864;8833538;1031;-87
8834857;8833542;1031;-84
8834845;8833545;1031;-81
8834858;8833549;1031;-78
8834866;8833553;1031;-75
8834845;8833556;1031;-72
8834869;8833560;1031;-68
8834862;8833564;1031;-65
8834863;8833567;1031;-62
8834885;8833571;1031;-59
8834870;8833575;1031;-56
8834859;8833578;1031;-53
8834868;8833582;1031;-50
8834861;8833585;1031;-47
8834866;8833589;1031;-44
8834867;8833592;1031;-41
8834865;8833596;1031;-39
8834855;8833599;1031;-36
8834867;8833602;1031;-33
8834865;8833606;1031;-30
8834862;8833609;1031;-27
8834852;8833613;1031;-24
8834852;8833616;1031;-21
8834842;8833619;1031;-19
8834854;8833622;1031;-16
8834854;8833626;1031;-13
8834844;8833629;1031;-10
8834853;8833632;1031;-8
8834850;8833635;1031;-5
8834869;8833639;1031;-2
8834862;8833642;1031;0
8834857;8833645;1031;2
8834857;8833648;1031;5
8834859;8833651;1031;8
8834857;8833654;1031;10
8834874;8833658;1031;13
8834870;8833661;1031;16
8834871;8833664;1031;18
8834874;8833667;1031;21
8834874;8833670;1031;23
8834886;8833673;1031;26
8834877;8833676;1031;29
8834870;8833679;1031;31
8834864;8833682;1031;34
8834877;8833685;1031;36
8834869;8833688;1031;39
8834871;8833691;1031;41
8834856;8833694;1031;44
8834859;8833697;1031;46
8834855;8833700;1031;48
8834857;8833703;1031;51
8834857;8833706;1031;53
8834860;8833708;1031;56
8834843;8833711;1031;58
8834865;8833714;1031;61
8834844;8833717;1031;63
8834849;8833720;1031;65
8834866;8833722;1031;68
8834853;8833725;1031;70
8834879;8833728;1031;72
8834883;8833731;1031;75
8834871;8833734;1031;77
8834864;8833736;1031;-78
8834865;8833739;1031;-75
8834853;8833742;1031;-73
8834852;8833744;1031;-70
8834843;8833747;1031;-67
8834850;8833750;1031;-65
8834854;8833752;1031;-62
8834846;8833755;1031;-60
8834837;8833757;1031;-57
8834843;8833760;1031;-54
8834844;8833762;1031;-52
8834846;8833765;1031;-49
8834841;8833768;1031;-47
8834847;8833770;1031;-44
8834850;8833773;1031;-42
8834865;8833775;1031;-39
8834856;8833778;1031;-37
8834849;8833780;1031;-34
8834854;8833783;1031;-32
8834862;8833785;1031;-29
8834853;8833788;1031;-27
8834861;8833790;1031;-24
8834868;8833793;1031;-22
8834859;8833795;1031;-20
8834866;8833797;1031;-17
8834866;8833800;1031;-15
8834891;8833802;1031;-12
8834882;8833805;1031;-10
8834889;8833807;1031;-8
8834889;8833810;1031;-5
8834878;8833812;1031;-3
8834897;8833814;1031;-1
8834896;8833817;1031;1
8834890;8833819;1031;3
8834903;8833822;1031;5
8834890;8833824;1031;8
8834903;8833827;1031;10
8834907;8833829;1031;12
8834875;8833831;1031;14
8834858;8833833;1031;17
8834880;8833836;1031;19
8834878;8833838;1031;21
8834876;8833840;1031;23
8834898;8833843;1031;25
8834877;8833845;1031;28
8834859;8833847;1031;30
8834845;8833849;1031;32
8834856;8833851;1031;34
8834861;8833854;1031;36
8834867;8833856;1031;38
8834872;8833858;1031;41
8834876;8833860;1031;43
8834854;8833862;1031;45
8834865;8833865;1031;47
8834857;8833867;1031;49
8834852;8833869;1031;51
8834863;8833871;1031;53
8834854;8833873;1031;55
8834854;8833875;1031;57
8834853;8833877;1031;59
8834849;8833879;1031;61
8834867;8833881;1031;64
8834879;8833883;1031;66
8834875;8833885;1031;68
8834870;8833887;1031;-67
8834878;8833889;1031;-64
8834863;8833892;1031;-62
8834843;8833893;1031;-60
8834864;8833896;1031;-57
8834867;8833898;1031;-55
8834857;8833900;1031;-53
8834848;8833901;1031;-51
8834838;8833903;1031;-48
8834846;14671;1031;-46
8834850;32745;1031;-44
8834846;50745;1031;-42
8834842;68672;1031;-40
8834840;86525;1031;-37
8834827;104306;1031;-35
8834841;122015;1031;-33
8834848;139653;1031;-31
8834862;157219;1031;-29
8834858;174714;1031;-27
8834862;192139;1031;-25
8834846;209494;1031;-22
8834856;226779;1031;-20
8834868;243995;1031;-18
8834862;261143;1031;-16
8834851;278222;1031;-14
8834859;295233;1031;-12
8834853;312177;1031;-10
8834856;329053;1031;-8
8834866;345863;1031;-6
8834859;362607;1031;-4
8834875;379284;1031;-2
8834868;395897;1031;0
8834852;412444;1031;1
8834861;428926;1031;3
8834870;445344;1031;5
8834862;461698;1031;7
8834870;477988;1031;9
8834869;494215;1031;11
8834849;510379;1031;13
8834883;526480;1031;15
8834896;542520;1031;17
8834900;558497;1031;19
8834879;574413;1031;21
8834898;590268;1031;23
8834893;606063;1031;25
8834890;621797;1031;27
8834871;637470;1031;29
8834868;653085;1031;31
8834891;668639;1031;33
8834885;684135;1031;35
8834874;699572;1031;36
8834885;714951;1031;38