BME280_Temperature;BME280_Humidity;BME280_Airpressure;BMP180_Temperature;BMP180_Airpressure;DHT_Temperature;DHT_HEAT_INDEX;DHT_Humidity;RTC_Temperature;TOTAL_Temperature;TOTAL_Airpressure;TOTAL_Humidity;Brightness;Loudness
31,16;44,07;961,99;29,74;960,36;31,00;33,45;54,00;30,25;30,54;961,17;49,04;48,00;60,00
31,16;44,00;961,97;29,74;960,38;31,00;33,45;54,00;30,25;30,54;961,17;49,00;47,00;60,00
31,15;43,93;961,99;29,74;960,33;31,00;33,45;54,00;30,25;30,53;961,16;48,97;48,00;60,00
31,15;43,91;961,99;29,73;960,37;31,00;33,45;54,00;30,25;30,53;961,18;48,96;47,00;60,00
31,16;43,90;961,98;29,73;960,36;31,00;33,45;54,00;30,25;30,54;961,17;48,95;47,00;60,00
31,16;43,91;962,05;29,73;960,35;31,00;33,45;54,00;30,25;30,54;961,20;48,96;47,00;60,00
31,16;43,90;962,00;29,73;960,34;31,00;33,45;54,00;30,25;30,54;961,17;48,95;47,00;60,00
31,16;43,88;961,97;29,73;960,35;31,00;33,45;54,00;30,25;30,54;961,16;48,94;47,00;60,00
31,16;43,87;961,97;29,74;960,43;31,00;33,45;54,00;30,25;30,54;961,20;48,93;47,00;60,00
31,16;43,87;961,98;29,73;960,37;31,00;33,45;54,00;30,25;30,53;961,18;48,93;47,00;60,00
31,16;43,86;962,01;29,75;960,39;31,00;33,45;54,00;30,25;30,54;961,20;48,93;48,00;60,00
31,16;43,83;961,99;29,73;960,34;31,00;33,45;54,00;30,25;30,54;961,16;48,92;47,00;60,00
31,16;43,83;961,97;29,72;960,33;31,00;33,45;54,00;30,25;30,53;961,15;48,92;47,00;60,00
31,16;43,83;961,97;29,73;960,37;31,00;33,45;54,00;30,25;30,53;961,17;48,92;47,00;60,00
31,16;43,84;961,98;29,73;960,37;31,00;33,45;54,00;30,25;30,54;961,17;48,92;47,00;60,00
31,15;43,99;961,96;29,72;960,40;31,00;33,45;54,00;30,25;30,53;961,18;49,00;47,00;60,00
31,16;44,14;961,96;29,74;960,41;31,00;33,47;54,10;30,25;30,54;961,18;49,12;47,00;60,00
31,17;44,47;961,97;29,74;960,41;31,00;33,47;54,10;30,25;30,54;961,19;49,28;47,00;60,00
31,16;44,57;961,92;29,74;960,40;31,00;33,47;54,10;30,25;30,54;961,16;49,34;47,00;60,00
31,16;44,75;961,98;29,73;960,36;31,00;33,47;54,10;30,25;30,54;961,17;49,43;47,00;60,00
31,17;44,78;962,04;29,73;960,34;31,00;33,47;54,10;30,25;30,54;961,19;49,44;47,00;60,00
