BME280_Temperature;BME280_Humidity;BME280_Airpressure;RTC_Temperature;TOTAL_Temperature;Brightness;Loudness;MQ2;MQ135;
26,18;54,32;96,21;24,25;25,22;55,00;500,00;19,00;26,00;200,00
