BME280_Temperature;BME280_Humidity;BME280_Airpressure;RTC_Temperature;TOTAL_Temperature;TOTAL_Airpressure;TOTAL_Humidity;Brightness;Loudness;MQ2;MQ135;
39,19;21,03;97,00;36,00;37,10;82,74;31,21;99,00;60,00;1,00;2,00;34,70;37,07;41,40;38,49;68,48;126,90
39,12;21,60;97,00;36,00;37,05;82,70;31,50;99,00;60,00;1,00;2,00;34,70;37,07;41,40;38,39;68,40;73,00
39,12;21,88;97,00;37,00;37,24;82,64;31,89;99,00;60,00;1,00;2,00;34,60;37,04;41,90;38,23;68,28;127,10
39,06;22,12;97,00;37,00;37,20;82,61;32,01;100,00;60,00;1,00;2,00;34,60;37,04;41,90;38,14;68,22;72,90
39,10;22,28;97,01;37,00;37,08;82,42;32,39;100,00;59,00;1,00;2,00;34,60;37,22;42,50;37,63;67,83;127,20
39,17;22,20;97,01;37,00;37,10;82,42;32,35;100,00;60,00;1,00;2,00;34,60;37,22;42,50;37,63;67,83;72,80
39,22;22,04;97,01;37,00;37,13;82,44;32,47;100,00;60,00;1,00;2,00;34,60;37,34;42,90;37,69;67,88;127,20
39,25;22,01;97,01;37,00;37,13;82,44;32,45;100,00;60,00;1,00;2,00;34,60;37,34;42,90;37,67;67,86;72,80
39,27;22,08;97,01;37,00;37,13;82,42;32,49;100,00;60,00;1,00;2,00;34,60;37,34;42,90;37,64;67,84;100,00
39,27;22,02;97,01;37,00;37,16;82,44;32,51;100,00;59,00;1,00;2,00;34,70;37,56;43,00;37,68;67,87;127,10
39,29;21,98;97,01;37,00;37,17;82,44;32,49;100,00;60,00;1,00;2,00;34,70;37,56;43,00;37,67;67,87;72,90
39,34;21,99;97,01;37,00;37,19;82,45;32,59;100,00;60,00;1,00;2,00;34,70;37,63;43,20;37,71;67,90;127,20
39,35;21,64;97,01;37,00;37,20;82,47;32,42;100,00;60,00;1,00;2,00;34,70;37,63;43,20;37,76;67,93;72,80
39,34;21,22;97,01;37,00;37,20;82,48;32,16;100,00;59,00;1,00;2,00;34,70;37,60;43,10;37,77;67,94;127,20
39,34;20,94;97,01;37,00;37,21;82,48;32,02;100,00;60,00;1,00;2,00;34,70;37,60;43,10;37,79;67,95;72,80
39,35;20,73;97,01;37,00;37,20;82,47;31,92;100,00;60,00;1,00;2,00;34,70;37,60;43,10;37,76;67,93;100,10
39,36;20,58;97,01;37,00;37,22;82,49;31,69;100,00;60,00;1,00;2,00;34,70;37,50;42,80;37,81;67,97;127,00
39,39;20,48;97,01;37,00;37,24;82,51;31,64;100,00;60,00;1,00;2,00;34,70;37,50;42,80;37,86;68,01;72,90
39,38;20,42;97,01;37,00;37,25;82,52;31,26;100,00;60,00;1,00;2,00;34,70;37,29;42,10;37,90;68,04;127,10
39,41;20,35;97,01;37,00;37,25;82,52;31,23;100,00;60,00;1,00;2,00;34,70;37,29;42,10;37,90;68,04;72,90
39,46;20,29;97,01;37,00;37,26;82,52;31,00;100,00;60,00;1,00;2,00;34,70;37,16;41,70;37,89;68,03;127,20
39,48;20,27;97,01;37,00;37,28;82,54;30,99;100,00;60,00;1,00;2,00;34,70;37,16;41,70;37,96;68,08;72,80
39,48;20,21;97,01;37,00;37,29;82,56;30,81;100,00;60,00;1,00;2,00;34,70;37,07;41,40;37,99;68,10;127,10
39,51;20,30;97,01;37,00;37,30;82,55;30,85;100,00;60,00;1,00;2,00;34,70;37,07;41,40;37,98;68,10;72,90
39,52;20,32;97,01;37,00;37,30;82,56;30,86;100,00;60,00;1,00;2,00;34,70;37,07;41,40;38,00;68,11;100,00
39,55;20,38;97,01;37,00;37,32;82,58;30,84;100,00;60,00;1,00;2,00;34,70;37,04;41,30;38,05;68,15;127,10
39,56;20,53;97,01;37,00;37,33;82,59;30,92;100,00;59,00;1,00;2,00;34,70;37,04;41,30;38,07;68,16;72,90
39,53;20,67;97,01;37,00;37,33;82,59;30,98;100,00;59,00;1,00;2,00;34,70;37,04;41,30;38,08;68,17;127,20
39,61;20,84;97,00;37,00;37,33;82,56;31,07;100,00;60,00;1,00;2,00;34,70;37,04;41,30;38,02;68,12;72,80
39,66;20,76;97,01;37,00;37,35;82,58;31,13;100,00;60,00;1,00;2,00;34,70;37,10;41,50;38,06;68,15;127,10
39,67;20,72;97,01;37,00;37,36;82,59;31,11;100,00;60,00;1,00;2,00;34,70;37,10;41,50;38,08;68,17;72,90
39,72;20,73;97,01;37,00;37,37;82,59;31,11;100,00;60,00;1,00;2,00;34,70;37,10;41,50;38,07;68,16;100,10
39,64;20,48;97,01;37,00;37,37;82,60;31,09;100,00;60,00;1,00;2,00;34,70;37,16;41,70;38,12;68,20;127,00
39,62;20,23;97,01;37,00;37,35;82,60;30,97;100,00;60,00;1,00;2,00;34,70;37,16;41,70;38,09;68,18;72,90
39,65;20,14;97,01;37,00;37,35;82,58;30,92;100,00;60,00;1,00;2,00;34,70;37,16;41,70;38,06;68,15;127,10
39,64;20,35;97,01;37,00;37,36;82,59;31,02;100,00;59,00;1,00;2,00;34,70;37,16;41,70;38,09;68,18;72,90
39,66;20,48;97,01;37,00;37,37;82,61;30,94;100,00;60,00;1,00;2,00;34,70;37,07;41,40;38,13;68,21;127,10
39,67;20,47;97,01;37,00;37,37;82,61;30,93;100,00;59,00;1,00;2,00;34,70;37,07;41,40;38,13;68,20;72,90
39,69;20,39;97,01;37,00;37,38;82,57;30,89;100,00;59,00;1,00;2,00;34,80;37,26;41,40;38,04;68,14;127,20
39,63;20,40;97,01;37,00;37,36;82,56;30,90;100,00;60,00;1,00;2,00;34,80;37,26;41,40;38,00;68,11;72,80
39,69;20,75;97,01;37,00;37,37;82,55;31,07;100,00;60,00;1,00;2,00;34,80;37,26;41,40;37,97;68,09;100,00
39,71;20,98;97,01;37,00;37,37;82,55;31,19;100,00;59,00;1,00;2,00;34,80;37,26;41,40;37,97;68,09;127,10
