BME280_Temperature;BME280_Humidity;BME280_Airpressure;BMP180_Temperature;BMP180_Airpressure;DHT_Temperature;DHT_HEAT_INDEX;DHT_Humidity;RTC_Temperature;TOTAL_Temperature;TOTAL_Airpressure;TOTAL_Humidity;Brightness;Loudness;MQ2;MQ135
28,45;48,77;96,50;27,32;60,41;28,20;30,02;62,20;27,75;27,93;78,46;55,48;62,00;59,00;7,00;6,00;72,90
28,45;48,75;96,50;27,31;60,40;28,20;30,04;62,40;27,75;27,93;78,45;55,57;63,00;59,00;7,00;6,00;127,10
28,45;48,69;96,51;27,29;60,39;28,20;30,04;62,40;27,75;27,92;78,45;55,54;62,00;60,00;7,00;6,00;72,90
28,45;48,60;96,50;27,32;60,41;28,20;30,05;62,50;27,75;27,93;78,46;55,55;62,00;59,00;7,00;6,00;127,20
28,45;48,54;96,51;27,30;60,39;28,20;30,05;62,50;27,75;27,93;78,45;55,52;62,00;59,00;7,00;6,00;72,80
28,44;48,48;96,51;27,31;60,40;28,20;30,05;62,50;27,75;27,92;78,45;55,49;62,00;60,00;7,00;6,00;127,20
28,44;48,42;96,51;27,31;60,40;28,20;30,05;62,50;27,75;27,92;78,45;55,46;62,00;59,00;6,00;6,00;72,80
28,44;48,65;96,51;27,29;60,39;28,20;30,05;62,50;27,75;27,92;78,45;55,58;62,00;59,00;7,00;6,00;100,00
28,43;48,69;96,51;27,31;60,40;28,20;30,05;62,50;27,75;27,92;78,45;55,59;62,00;59,00;6,00;6,00;127,10
28,43;48,61;96,50;27,29;60,39;28,20;30,05;62,50;27,75;27,92;78,45;55,55;62,00;59,00;6,00;6,00;72,90
28,43;48,60;96,51;27,31;60,40;28,20;30,04;62,40;27,75;27,92;78,45;55,50;62,00;59,00;6,00;6,00;127,20
28,44;48,73;96,51;27,29;60,39;28,20;30,04;62,40;27,75;27,92;78,45;55,57;62,00;59,00;6,00;6,00;72,80
28,44;48,92;96,50;27,29;60,39;28,20;30,04;62,40;27,75;27,92;78,45;55,66;62,00;59,00;6,00;6,00;127,20
28,44;48,98;96,51;27,29;60,39;28,20;30,04;62,40;27,75;27,92;78,45;55,69;62,00;59,00;6,00;6,00;72,80
28,43;48,93;96,50;27,30;60,39;28,20;30,04;62,40;27,75;27,92;78,45;55,67;62,00;59,00;6,00;6,00;100,10
28,44;48,86;96,51;27,29;60,39;28,20;30,04;62,40;27,75;27,92;78,45;55,63;62,00;59,00;7,00;6,00;127,00
28,44;48,87;96,50;27,30;60,39;28,20;30,04;62,40;27,75;27,92;78,45;55,63;62,00;58,00;7,00;6,00;72,90
28,44;48,89;96,50;27,30;60,39;28,20;30,05;62,50;27,75;27,92;78,45;55,69;62,00;59,00;7,00;6,00;127,10
28,44;48,82;96,51;27,30;60,39;28,20;30,05;62,50;27,75;27,92;78,45;55,66;63,00;59,00;7,00;6,00;72,90
28,44;48,73;96,51;27,31;60,40;28,20;30,05;62,50;27,75;27,92;78,45;55,62;62,00;59,00;6,00;6,00;127,20
28,44;48,63;96,51;27,31;60,40;28,20;30,05;62,50;27,75;27,93;78,46;55,57;62,00;59,00;7,00;6,00;72,80
28,44;48,54;96,51;27,31;60,40;28,20;30,05;62,50;27,75;27,92;78,46;55,52;62,00;59,00;6,00;6,00;127,20
28,44;48,51;96,51;27,32;60,41;28,20;30,05;62,50;27,75;27,93;78,46;55,50;62,00;59,00;7,00;6,00;72,80
28,44;48,47;96,51;27,31;60,40;28,20;30,05;62,50;27,75;27,93;78,46;55,49;62,00;59,00;7,00;6,00;100,00
28,44;48,46;96,51;27,29;60,39;28,20;30,04;62,40;27,75;27,92;78,45;55,43;62,00;59,00;7,00;6,00;127,10
28,44;48,45;96,50;27,29;60,39;28,20;30,04;62,40;27,75;27,92;78,45;55,43;62,00;59,00;7,00;6,00;72,90
28,44;48,46;96,51;27,30;60,39;28,20;30,03;62,30;27,75;27,92;78,45;55,38;62,00;59,00;7,00;6,00;127,20
28,44;48,55;96,51;27,30;60,39;28,20;30,03;62,30;27,75;27,92;78,45;55,43;62,00;58,00;7,00;6,00;72,80
28,45;48,73;96,50;27,31;60,40;28,20;30,03;62,30;27,75;27,93;78,45;55,52;63,00;59,00;7,00;6,00;127,20
28,45;48,86;96,50;27,29;60,39;28,20;30,03;62,30;27,75;27,92;78,45;55,58;63,00;59,00;6,00;6,00;72,80
28,44;48,80;96,51;27,31;60,40;28,20;30,03;62,30;27,75;27,93;78,46;55,55;63,00;59,00;7,00;6,00;100,10
28,44;48,71;96,51;27,31;60,40;28,20;30,04;62,40;27,75;27,92;78,45;55,55;62,00;58,00;7,00;6,00;127,00
28,44;48,66;96,51;27,31;60,40;28,20;30,04;62,40;27,75;27,93;78,45;55,53;62,00;59,00;6,00;6,00;72,90
28,44;48,62;96,51;27,29;60,39;28,20;30,05;62,50;27,75;27,92;78,45;55,56;63,00;58,00;6,00;6,00;127,10
28,44;48,61;96,51;27,31;60,40;28,20;30,05;62,50;27,75;27,93;78,46;55,55;63,00;59,00;7,00;6,00;72,90
28,44;48,56;96,51;27,30;60,39;28,20;30,04;62,40;27,75;27,92;78,45;55,48;63,00;59,00;7,00;6,00;127,20
28,45;48,53;96,51;27,30;60,39;28,20;30,04;62,40;27,75;27,93;78,45;55,47;63,00;59,00;7,00;6,00;72,80
28,45;48,50;96,51;27,31;60,40;28,20;30,04;62,40;27,75;27,93;78,46;55,45;62,00;59,00;7,00;6,00;127,20
28,44;48,47;96,51;27,31;60,40;28,20;30,04;62,40;27,75;27,93;78,46;55,44;62,00;59,00;7,00;6,00;72,80
28,44;48,44;96,51;27,30;60,39;28,20;30,04;62,40;27,75;27,92;78,45;55,42;62,00;59,00;7,00;6,00;100,00
28,45;48,42;96,51;27,31;60,40;28,20;30,04;62,40;27,75;27,93;78,45;55,41;63,00;59,00;7,00;6,00;127,10
28,45;48,41;96,51;27,31;60,40;28,20;30,04;62,40;27,75;27,93;78,46;55,40;63,00;59,00;7,00;6,00;72,90
28,45;48,38;96,51;27,32;60,41;28,20;30,03;62,30;27,75;27,93;78,46;55,34;62,00;59,00;7,00;6,00;127,20
28,45;48,43;96,51;27,32;60,41;28,20;30,03;62,30;27,75;27,93;78,46;55,36;63,00;59,00;7,00;6,00;72,80
28,45;48,51;96,51;27,32;60,41;28,20;30,02;62,20;27,75;27,93;78,46;55,35;63,00;58,00;7,00;6,00;127,20
28,45;48,78;96,51;27,32;60,41;28,20;30,02;62,20;27,75;27,93;78,46;55,49;63,00;60,00;7,00;6,00;72,80
28,46;48,90;96,51;27,31;60,40;28,20;30,02;62,20;27,75;27,93;78,46;55,55;63,00;58,00;7,00;6,00;100,10
28,45;48,99;96,51;27,31;60,40;28,20;30,02;62,20;27,75;27,93;78,46;55,60;63,00;59,00;7,00;6,00;127,00
28,45;49,08;96,51;27,32;60,41;28,20;30,02;62,20;27,75;27,93;78,46;55,64;62,00;59,00;7,00;6,00;72,90
28,45;49,01;96,51;27,32;60,41;28,20;30,03;62,30;27,75;27,93;78,46;55,66;62,00;59,00;7,00;6,00;127,10
28,45;48,95;96,51;27,32;60,41;28,20;30,03;62,30;27,75;27,93;78,46;55,62;62,00;59,00;7,00;6,00;72,90
28,45;48,94;96,51;27,31;60,40;28,20;30,05;62,50;27,75;27,93;78,46;55,72;63,00;59,00;7,00;6,00;127,20
28,46;49,02;96,51;27,31;60,40;28,20;30,05;62,50;27,75;27,93;78,45;55,76;62,00;59,00;7,00;6,00;72,80
28,45;49,06;96,50;27,31;60,40;28,20;30,05;62,50;27,75;27,93;78,45;55,78;62,00;59,00;7,00;6,00;127,20
28,46;49,12;96,51;27,32;60,41;28,20;30,05;62,50;27,75;27,93;78,46;55,81;62,00;59,00;7,00;6,00;72,80
28,46;49,15;96,51;27,32;60,41;28,20;30,05;62,50;27,75;27,93;78,46;55,83;62,00;58,00;7,00;6,00;100,00
28,45;49,05;96,51;27,32;60,41;28,20;30,07;62,60;27,75;27,93;78,46;55,82;62,00;59,00;7,00;6,00;127,10
28,45;48,89;96,51;27,32;60,41;28,20;30,07;62,60;27,75;27,93;78,46;55,75;62,00;59,00;7,00;6,00;72,90
28,46;48,79;96,51;27,33;60,41;28,20;30,08;62,70;27,75;27,93;78,46;55,75;62,00;59,00;7,00;6,00;127,20
28,46;48,73;96,51;27,32;60,41;28,20;30,08;62,70;27,75;27,93;78,46;55,72;62,00;58,00;7,00;6,00;72,80
28,46;48,67;96,51;27,32;60,41;28,20;30,08;62,70;27,75;27,93;78,46;55,68;62,00;59,00;7,00;6,00;127,20
28,46;48,66;96,51;27,32;60,41;28,20;30,08;62,70;27,75;27,93;78,46;55,68;62,00;59,00;7,00;6,00;72,80
28,46;48,67;96,51;27,32;60,41;28,20;30,08;62,70;27,75;27,93;78,46;55,68;62,00;59,00;7,00;6,00;100,10
28,46;48,69;96,51;27,33;60,41;28,20;30,07;62,60;27,75;27,93;78,46;55,64;63,00;59,00;7,00;6,00;127,00
28,46;48,72;96,51;27,33;60,41;28,20;30,07;62,60;27,75;27,93;78,46;55,66;63,00;58,00;7,00;6,00;72,90
28,47;48,83;96,51;27,32;60,41;28,20;30,05;62,50;27,75;27,94;78,46;55,66;62,00;59,00;7,00;6,00;127,10
28,47;49,12;96,51;27,32;60,41;28,20;30,05;62,50;27,75;27,94;78,46;55,81;62,00;59,00;7,00;6,00;72,90
28,47;49,33;96,51;27,33;60,41;28,20;30,05;62,50;27,75;27,94;78,46;55,92;63,00;59,00;7,00;6,00;127,20
28,47;49,41;96,51;27,34;60,42;28,20;30,05;62,50;27,75;27,94;78,46;55,96;63,00;59,00;7,00;6,00;72,80
28,47;49,38;96,51;27,34;60,42;28,20;30,07;62,60;27,75;27,94;78,46;55,99;62,00;59,00;7,00;6,00;127,20
28,47;49,35;96,51;27,34;60,42;28,20;30,07;62,60;27,75;27,94;78,46;55,98;62,00;59,00;7,00;6,00;72,80
28,47;49,30;96,50;27,33;60,41;28,20;30,07;62,60;27,75;27,94;78,46;55,95;62,00;59,00;7,00;6,00;100,00
28,47;49,20;96,51;27,32;60,41;28,20;30,08;62,70;27,75;27,94;78,46;55,95;63,00;59,00;7,00;6,00;127,10
28,47;49,11;96,51;27,33;60,41;28,20;30,08;62,70;27,75;27,94;78,46;55,90;63,00;59,00;7,00;6,00;72,90
28,47;49,17;96,51;27,32;60,41;28,20;30,09;62,80;27,75;27,94;78,46;55,99;62,00;58,00;7,00;6,00;127,20
28,47;49,96;96,51;27,35;60,43;28,20;30,09;62,80;27,75;27,94;78,47;56,38;63,00;59,00;7,00;6,00;72,80
28,47;50,42;96,51;27,35;60,43;28,20;30,09;62,80;27,75;27,94;78,47;56,61;63,00;59,00;7,00;6,00;127,20
28,48;50,64;96,51;27,32;60,41;28,20;30,09;62,80;27,75;27,94;78,46;56,72;62,00;59,00;7,00;6,00;72,80
28,48;50,71;96,51;27,34;60,42;28,20;30,09;62,80;27,75;27,94;78,47;56,75;63,00;59,00;7,00;6,00;100,10
28,48;50,68;96,51;27,34;60,42;28,20;30,12;63,00;27,75;27,94;78,47;56,84;63,00;59,00;7,00;6,00;127,00
28,48;50,60;96,51;27,35;60,43;28,20;30,12;63,00;27,75;27,94;78,47;56,80;63,00;59,00;7,00;6,00;72,90
28,48;50,50;96,51;27,35;60,43;28,20;30,17;63,40;27,75;27,94;78,47;56,95;62,00;59,00;7,00;6,00;127,10
28,48;50,35;96,51;27,33;60,41;28,20;30,17;63,40;27,75;27,94;78,46;56,87;62,00;59,00;7,00;6,00;72,90
28,48;50,18;96,51;27,34;60,42;28,20;30,19;63,60;27,75;27,94;78,46;56,89;63,00;58,00;7,00;6,00;127,20
28,48;50,67;96,51;27,34;60,42;28,20;30,19;63,60;27,75;27,94;78,47;57,14;80,00;59,00;7,00;6,00;72,80
28,48;51,03;96,50;27,35;60,43;28,20;30,19;63,60;27,75;27,94;78,47;57,32;80,00;59,00;7,00;6,00;127,20
28,48;50,95;96,51;27,34;60,42;28,20;30,19;63,60;27,75;27,94;78,47;57,28;80,00;59,00;7,00;7,00;72,80
28,48;50,91;96,50;27,34;60,42;28,20;30,19;63,60;27,75;27,94;78,46;57,25;80,00;59,00;7,00;6,00;100,00
28,48;50,86;96,51;27,34;60,42;28,20;30,21;63,70;27,75;27,94;78,46;57,28;79,00;59,00;7,00;6,00;127,10
28,48;50,68;96,51;27,32;60,41;28,20;30,21;63,70;27,75;27,94;78,46;57,19;59,00;59,00;7,00;6,00;72,90
28,48;50,94;96,51;27,34;60,42;28,20;30,24;64,00;27,75;27,94;78,46;57,47;59,00;59,00;7,00;6,00;127,20
28,49;51,10;96,51;27,34;60,42;28,20;30,24;64,00;27,75;27,94;78,46;57,55;60,00;59,00;7,00;6,00;72,80
28,49;51,03;96,51;27,33;60,41;28,20;30,26;64,10;27,75;27,94;78,46;57,57;61,00;59,00;7,00;6,00;127,20
28,50;50,83;96,51;27,34;60,42;28,20;30,26;64,10;27,75;27,95;78,46;57,47;61,00;59,00;7,00;6,00;72,80
28,51;50,66;96,51;27,35;60,43;28,20;30,26;64,10;27,75;27,95;78,47;57,38;61,00;59,00;7,00;6,00;100,10
28,52;50,65;96,51;27,35;60,43;28,20;30,28;64,30;27,75;27,95;78,47;57,48;74,00;59,00;7,00;6,00;127,00
28,52;50,51;96,51;27,35;60,43;28,20;30,28;64,30;27,75;27,96;78,47;57,40;75,00;59,00;7,00;6,00;72,90
28,52;50,30;96,51;27,35;60,43;28,20;30,28;64,30;27,75;27,95;78,47;57,30;78,00;59,00;7,00;6,00;127,10
28,52;50,19;96,51;27,38;60,45;28,20;30,28;64,30;27,75;27,96;78,48;57,25;75,00;59,00;7,00;6,00;72,90
28,52;50,08;96,51;27,36;60,44;28,20;30,27;64,20;27,75;27,96;78,47;57,14;79,00;59,00;7,00;6,00;127,20
28,53;50,00;96,51;27,36;60,44;28,20;30,27;64,20;27,75;27,96;78,47;57,10;79,00;59,00;7,00;6,00;72,80
28,53;49,95;96,51;27,36;60,44;28,20;30,26;64,10;27,75;27,96;78,48;57,02;75,00;59,00;7,00;6,00;127,20
28,52;49,72;96,51;27,36;60,44;28,20;30,26;64,10;27,75;27,96;78,48;56,91;69,00;59,00;7,00;6,00;72,80
28,52;49,44;96,52;27,37;60,44;28,20;30,26;64,10;27,75;27,96;78,48;56,77;75,00;58,00;7,00;6,00;100,00
28,53;49,35;96,51;27,37;60,44;28,20;30,23;63,90;27,75;27,96;78,48;56,63;69,00;59,00;7,00;6,00;127,10
28,53;49,33;96,51;27,37;60,44;28,20;30,23;63,90;27,75;27,96;78,48;56,61;74,00;59,00;7,00;6,00;72,90
28,53;49,33;96,52;27,38;60,45;28,20;30,18;63,50;27,75;27,97;78,49;56,41;73,00;59,00;7,00;6,00;127,20
28,53;49,38;96,51;27,38;60,45;28,20;30,18;63,50;27,75;27,96;78,48;56,44;73,00;59,00;7,00;6,00;72,80
28,53;49,40;96,51;27,37;60,44;28,20;30,15;63,30;27,75;27,96;78,47;56,35;78,00;59,00;7,00;6,00;127,20
28,52;49,37;96,51;27,36;60,44;28,20;30,15;63,30;27,75;27,96;78,47;56,34;78,00;59,00;7,00;6,00;72,80
28,53;49,34;96,51;27,38;60,45;28,20;30,15;63,30;27,75;27,96;78,48;56,32;78,00;59,00;7,00;6,00;100,10
28,52;49,38;96,51;27,37;60,44;28,20;30,13;63,10;27,75;27,96;78,47;56,24;78,00;59,00;7,00;6,00;127,00
28,52;49,46;96,51;27,36;60,44;28,20;30,13;63,10;27,75;27,96;78,47;56,28;78,00;59,00;7,00;6,00;72,90
28,53;49,61;96,51;27,37;60,44;28,20;30,12;63,00;27,75;27,96;78,48;56,30;78,00;59,00;7,00;6,00;127,10
28,53;49,76;96,51;27,37;60,44;28,20;30,12;63,00;27,75;27,96;78,48;56,38;78,00;59,00;7,00;6,00;72,90
28,53;49,67;96,51;27,37;60,44;28,20;30,13;63,10;27,75;27,96;78,48;56,38;77,00;59,00;7,00;6,00;127,20
28,53;49,56;96,51;27,37;60,44;28,20;30,13;63,10;27,75;27,96;78,48;56,33;78,00;59,00;7,00;6,00;72,80
28,53;49,45;96,51;27,38;60,45;28,20;30,12;63,00;27,75;27,96;78,48;56,23;78,00;59,00;7,00;6,00;127,20
28,52;49,24;96,51;27,38;60,45;28,20;30,12;63,00;27,75;27,96;78,48;56,12;78,00;59,00;7,00;6,00;72,80
28,52;49,08;96,51;27,38;60,45;28,20;30,12;63,00;27,75;27,96;78,48;56,04;78,00;59,00;7,00;6,00;100,00
28,53;48,98;96,51;27,38;60,45;28,20;30,10;62,90;27,75;27,96;78,48;55,94;78,00;59,00;7,00;6,00;127,10
28,53;48,90;96,50;27,38;60,45;28,20;30,10;62,90;27,75;27,97;78,48;55,90;79,00;58,00;7,00;6,00;72,90
28,53;48,84;96,51;27,38;60,45;28,20;30,08;62,70;27,75;27,97;78,48;55,77;78,00;58,00;7,00;6,00;127,20
28,53;48,80;96,51;27,38;60,45;28,20;30,08;62,70;27,75;27,96;78,48;55,75;78,00;59,00;7,00;6,00;72,80
28,52;48,75;96,51;27,38;60,45;28,20;30,07;62,60;27,75;27,96;78,48;55,68;79,00;59,00;7,00;6,00;127,20
28,52;48,68;96,51;27,37;60,44;28,20;30,07;62,60;27,75;27,96;78,47;55,64;78,00;59,00;7,00;6,00;72,80
28,52;48,66;96,51;27,37;60,44;28,20;30,07;62,60;27,75;27,96;78,48;55,63;78,00;59,00;7,00;6,00;100,10
